"event_id","site_id","basin","sample_date","arrivetime","crew","depth","width","cur_spd","algae_diaoms_presen","thickness_diatoms_present","macrophyte_pct","canopy","embeddedness","rock","rubble","gravel","sand","silt","clay","land_use","general_comment","field_water_qlty","habitat","lgs_habitat_bank","lgs_habitat_macrophyte","lgs_habitat_snag","lgs_habitat_substrate","bottom_type","dominant_substrate","water_clarity_driver","macro_comment","gradient","epifaunal_cover","embeddedness_pooling","velocity_depth_regime","sediment_deposition","flow_status","channel_alteration","riffle_bend_frequency","left_bank_stability","right_bank_stability","left_bank_veg","right_bank_veg","left_bank_veg_zone","right_bank_veg_zone","habitat_comment","temp","spcond","do_conc","do_pct_sat","ph","salinity","photo","photo_2","ref_field_yn","riffle_present","chl_a","site_condition_v1","site_condition_v2","site_condition_notes","microtox","pht_id_up","pht_id_dwn","hab_present","biosample","habitat_total_score","event_id_date","snag_present"
"12-BARK-0.6_20150819","12-BARK-0.6",12,2015-08-19 00:00:00,10:58:00,"JL/JD",0.25,1,15,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,"Forest; res.","Net jab",NA,NA,2,2,1,2,"Soft","Sand",NA,NA,NA,8,15,10,16,12,16,10,10,10,8,8,7,8,NA,17.3,604,7.58,79,7.55,NA,"14401631630001.jpg","14401631630002.jpg","No","Yes",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150819","Y"
"11-TEET-0.8_20150619","11-TEET-0.8",11,2015-06-19 00:00:00,14:06:00,"Rsmith; AJSmith; Emosher",5.5,3.5,10,NA,NA,5,11.6,NA,NA,NA,NA,NA,NA,NA,"Forest; Wetland; Agriculture",NA,NA,NA,2,2,2,2,"Soft","Sand","DOC",NA,NA,17,17,16,15,19,18,11,9,9,9,9,7,10,NA,15.73,18,8.12,81.7,4.35,NA,"Yes",NA,"Yes","No",1.11,"ref","ref",NA,NA,NA,NA,NA,NA,NA,"20150619","Y"
"13-QKER-1.0_20150812","13-QKER-1.0",13,2015-08-12 00:00:00,14:25:00,"Duffy RSmith",0.3,4,0.2,NA,NA,10,75,NA,NA,NA,NA,NA,NA,NA,"AG","Very nasty site with dumpster odor. Hard bottom but no riffle. Hard to decide whether was lg or not. Good test site but will have to determine whether meets lg definition",NA,NA,2,2,2,2,"Hard","Gravel","Turb",NA,NA,15,10,10,5,20,15,13,7,8,6,7,3,4,NA,26.3,517,8.7,107,7.5,NA,"14395794810203.jpg","14395794810204.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150812","Y"
"13-SPRO-9.2_20150630","13-SPRO-9.2",13,2015-06-30 00:00:00,16:37:00,"RSmith;JLopsberger",25,7,30,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,"Forest","Large cobble with moderate sediment deposit prevalent.",NA,NA,2,2,2,2,"Soft","Gravel","Turb",NA,NA,10,10,6,14,18,18,6,6,6,6,6,5,5,NA,17.45,414,11.73,119,8.04,NA,"14357777680075.jpg","14357777680076.jpg","No","No",1.74,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150630","Y"
"13-WALK_T25-1.5_20150812","13-WALK_T25-1.5",13,2015-08-12 00:00:00,12:48:00,"Duffy RSmith",0.1,3,0.1,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,"Prison","Site is near prisons. Approached within 30 seconds about why we're here. No issues; gross site",NA,NA,2,2,0,2,"Soft","Silt",NA,NA,NA,5,5,6,10,20,12,9,10,10,10,10,7,6,NA,21.4,340,9.2,104,7.4,NA,"14395794810037.jpg","14395794810038.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150812","N"
"13-WBLKK-8.9_20150618","13-WBLKK-8.9",13,2015-06-18 00:00:00,16:32:00,"Rsmith; AJSmith; Emosher",6.75,2.5,0,NA,NA,20,53.2,NA,NA,NA,NA,NA,NA,NA,"Residential; Forest; Wetland;",NA,NA,NA,2,2,2,2,"Hard","Gravel","Turb",NA,NA,17,16,16,4,20,19,10,9,9,10,10,10,9,NA,16.98,398,5.77,59.4,6.88,NA,"Yes",NA,"No","No",8.75,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150618","Y"
"14-HURL-2.8_20150812","14-HURL-2.8",14,2015-08-12 00:00:00,10:00:00,"Duffy RSmith",0.5,5,0.1,NA,NA,10,42,NA,NA,NA,NA,NA,NA,NA,"Residential","Site is harder bottom just upstream.",NA,NA,2,2,2,2,"Hard","Sand","DOC",NA,NA,13,13,10,19,20,16,12,9,9,9,9,2,5,NA,17.4,147,9.6,100,7.3,NA,"14395794810209.jpg","14395794810210.jpg","No","Yes",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,"20150812","Y"
"14-WLAK-5.8_20150812","14-WLAK-5.8",14,2015-08-12 00:00:00,10:53:00,"Duffy RSmith",0.1,3,0.3,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,"Forested","Nice site flowing out of woods. Took newts out of sample.",NA,NA,2,2,2,2,"Soft","Silt",NA,NA,NA,12,11,9,10,20,18,20,10,10,10,10,2,10,NA,18.5,208,8.2,88,6.5,NA,"14395794810083.jpg","14395794810084.jpg","No","No",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,"20150812","Y"
"15-HACK-3.3_20150813","15-HACK-3.3",15,2015-08-13 00:00:00,09:19:00,"Duffy RSmith",1,10,0.1,NA,NA,0,22,NA,NA,NA,NA,NA,NA,NA,"Urban","Site is deep and turbid and looks like it's been ponded but also with riprap dumped. DO is again questionable today. Ultimate LGS site excluding an Mohawk screening sites. Ryan fell in almost underwater",NA,NA,2,2,2,2,"Soft","Silt","Turb",NA,NA,13,8,18,11,20,13,20,8,8,7,7,10,10,NA,22.9,538,5.1,56,7.3,NA,"14395794810211.jpg","14395794810212.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150813","Y"
"15-MAWA-3.7_20150813","15-MAWA-3.7",15,2015-08-13 00:00:00,08:06:00,"Duffy RSmith",0.9,6,0.05,NA,NA,0,80,NA,NA,NA,NA,NA,NA,NA,"Residential","Site is deep with good habitat and sinuous. There is a dead mammal smelling it up but otherwise good.lots of snags and undercut banks. DO is questionable",NA,NA,2,2,2,2,"Hard","Gravel","Turb",NA,NA,15,18,17,18,19,20,20,9,9,9,9,10,5,"Good site except for dead mammal",19.8,483,7.2,72,7.6,NA,"14395794810105.jpg","14395794810106.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150813","Y"
"15-RAMA-13.7_20150812","15-RAMA-13.7",15,2015-08-12 00:00:00,16:09:00,"Duffy rsmith",0.6,8,0.1,NA,NA,0,45,NA,NA,NA,NA,NA,NA,NA,"Highway","Almost would be reference except for highway salt influence which is very high. Had to hike across field. Tough walk",NA,NA,2,2,2,2,NA,"Sand","Turb",NA,NA,12,16,15,17,17,18,17,10,7,9,9,10,10,NA,23.1,1140,9.1,107,7.5,NA,"14395794810041.jpg","14395794810042.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150812","Y"
"16-AMEN_T2-1.1_20150630","16-AMEN_T2-1.1",16,2015-06-30 00:00:00,13:11:00,"RSmith; JLopsberger",70,8,20,NA,NA,10,20,NA,NA,NA,NA,NA,NA,NA,"Residential",NA,NA,NA,2,2,2,2,"Very soft","Sand",NA,NA,NA,8,10,11,13,19,18,5,9,9,8,0,7,0,NA,16.23,533,10.04,101.1,7.74,NA,"14357777680067.jpg","14357777680068.jpg","No","Yes",1.18,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150630","Y"
"16-BOGH-0.3_20150630","16-BOGH-0.3",16,2015-06-30 00:00:00,14:32:00,"RSmith; JLopsberger",60,3,0,NA,NA,50,10,NA,NA,NA,NA,NA,NA,NA,"Wetland","Extremely mucky. No flow. Stream winds through dense wetland. Walked upstream 30 yards from culvert on",NA,NA,2,2,2,2,"Very soft","Silt","DOC",NA,NA,17,12,15,5,19,20,13,9,9,10,10,10,10,NA,17.7,161,8.16,84.6,6.96,NA,"14357777680007.jpg","14357777680008.jpg","Yes","No",0.74,"ref","ref",NA,NA,NA,NA,NA,NA,NA,"20150630","Y"
"16-WEBA_T4-1.3_20150630","16-WEBA_T4-1.3",16,2015-06-30 00:00:00,12:08:00,"RSmith; JLopsberger",0.5,1.5,140,NA,NA,10,3.5,NA,NA,NA,NA,NA,NA,NA,"Wetland; agricultural","Upstream of Downey street culvert. Spring house with green roof next to stream. Beaver activity.",NA,NA,2,2,2,2,"Hard","Gravel",NA,NA,NA,15,16,14,15,17,18,10,9,9,9,7,7,9,NA,13.75,424,10.74,103.6,7.29,NA,"14357777680073.jpg","14357777680074.jpg","No","No",0.04,"test","ref","LU rounds up to 75. Add as ref site? But 424 cond<U+0085>",NA,NA,NA,NA,NA,NA,"20150630","Y"
"16-WEBA-23.3_20150630","16-WEBA-23.3",16,2015-06-30 00:00:00,09:22:00,"RSmith; JLopsberger",0.6,3,90,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,"Wetlands; agricultural","Sample taken downstream of route 62 culvert. Site is downstream of a beaver dam. Good undercut banks present. Lots of woody debris",NA,NA,2,2,2,2,"Hard","Gravel",NA,NA,NA,15,16,16,8,19,16,12,9,9,9,9,9,9,NA,17.02,258,5.33,55.1,6.87,NA,"14357777680011.jpg","14357777680012.jpg","Yes","No",0.74,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150630","Y"
"17-BRWN-0.9_20150625","17-BRWN-0.9",17,2015-06-25 00:00:00,12:01:00,"Duffy mosher RSmith",0.3,15,20,NA,NA,20,95,NA,NA,NA,NA,NA,NA,NA,"Residential","Down stream is actually GREAT low gradient habitat. Possibly a good reference site. Good mix of over head vegetation; macrophytes; and banks",NA,NA,-9999,-9999,-9999,-9999,"Hard","Gravel",NA,NA,NA,19,18,17,18,20,13,12,8,5,10,10,9,2,NA,16.98,288,11.6,120,6.01,NA,"14355859100017.jpg",NA,"No","Yes",NA,"test","test","Noted as possible ref site, but VERY low natural LU. Most of LU is probably low density dev. Use different ref site citeria for LI sites??",NA,NA,NA,NA,NA,NA,"20150625",NA
"17-BVDC-0.4_20150625","17-BVDC-0.4",17,2015-06-25 00:00:00,14:21:00,"Duffy; Mosher RSmith",0.05,1.75,70,NA,NA,30,78,NA,NA,NA,NA,NA,NA,NA,"Residential forest","Eels and minnows; ponded upstream of site",NA,NA,2,2,2,2,"Hard","Gravel",NA,NA,NA,16,15,4,10,13,15,11,8,7,5,10,7,5,NA,17.38,275,11.62,121,6.12,NA,"14355859100013.jpg",NA,"No","Yes",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150625","Y"
"17-CARL-0.8_20150625","17-CARL-0.8",17,2015-06-25 00:00:00,08:49:00,"Duffy; Mosher; RSmith",0.5,4,0.7,NA,NA,10,61,NA,NA,NA,NA,NA,NA,NA,"Recreation","Mayflies and signs for brook trout. Slope indicated opposite flow; even though this is not the case.",NA,NA,2,2,0,2,"Hard","Gravel",NA,NA,NA,12,13,15,19,15,10,4,8,10,6,4,4,3,NA,21.39,240,9.55,108.3,6.7,NA,"14355859100002.jpg",NA,"Yes","Yes",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150625","N"
"17-CARM-12.9_20150626","17-CARM-12.9",17,2015-06-26 00:00:00,09:55:00,"Duffy mosher RSmith",0.4,10,0.1,NA,NA,70,87,NA,NA,NA,NA,NA,NA,NA,"Forest","Very swampy but has distinct flow",NA,NA,2,2,2,2,"Soft","Silt","DOC",NA,NA,20,14,14,10,20,19,14,9,9,10,8,10,10,"Very swampy with distinct flow",15.8,218,7.8,78,4.55,NA,"14355859100014.jpg",NA,"No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150626","Y"
"17-CARM-9.0_20150626","17-CARM-9.0",17,2015-06-26 00:00:00,09:05:00,"Duffy; Mosher; RSmith",0.6,10,30,NA,NA,80,20,NA,NA,NA,NA,NA,NA,NA,"Forest","Perlid exuviae on bridge; stream dammed directly underneath railroad bridge; Ryan got stung by a shiny green buggy",NA,NA,2,2,1,2,"Hard","Sand","DOC",NA,NA,14,18,14,16,20,14,12,10,10,10,10,10,10,NA,20.5,202,7.3,81,6.5,NA,"14355859100012.jpg",NA,"Yes","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150626","Y"
"17-GREN-0.8_20150625","17-GREN-0.8",17,2015-06-25 00:00:00,11:07:00,"Duffy; Mosher RSmith",0.1,1.5,0.2,NA,NA,10,100,NA,NA,NA,NA,NA,NA,NA,"Residential forestry","Oligochaets;mud flat downstream and impoundment upstream",NA,NA,2,2,2,2,"Soft","Sand",NA,NA,NA,10,6,6,11,18,14,4,10,10,10,10,10,10,NA,15.8,230,8.5,86,5.9,NA,"14355859100018.jpg",NA,"No","Yes",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150625","Y"
"17-MASS-1.2_20150624","17-MASS-1.2",17,2015-06-24 00:00:00,17:53:00,"Duffy mosher RSmith",0.5,10,0.2,NA,NA,60,20,NA,NA,NA,NA,NA,NA,NA,"Urban park","Site has historic riffle upstream; sow bugs; red midge; site flows out of pond upstream and into another right here",NA,NA,2,2,1,2,"Hard","Gravel",NA,NA,NA,16,0,8,10,20,15,15,10,10,10,10,10,10,"Park site",22,388,9.2,106,6.2,NA,"14355859100022.jpg",NA,"No","Yes",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150624","Y"
"17-MBUR-2.1_20150624","17-MBUR-2.1",17,2015-06-24 00:00:00,16:13:00,"Duffy RSmith mosher",0.2,2.5,0.05,NA,NA,10,36,NA,NA,NA,NA,NA,NA,NA,"Urban","First site of the day on Long Island. Horrible trip and will not be coming back until 2023. Good low gradient site finally. Lots ofSow bugs and some beetles",NA,NA,2,2,2,2,"Hard","Sand","Susp Algae",NA,NA,8,14,7,12,18,17,18,7,7,4,4,10,10,"All knotweed but good riparian",19.5,573,7.4,81,6.6,NA,"14355859100008.jpg",NA,"No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150624","Y"
"17-MUDL-1.4_20150625","17-MUDL-1.4",17,2015-06-25 00:00:00,13:35:00,"Duffy RSmith",0.2,8,0.5,NA,NA,20,65,NA,NA,NA,NA,NA,NA,NA,"Forest","Good sandy site. Elizabeth taking short nap to recover from last night. Having a rough day. Site previously sampled but saw no evidence of riffle",NA,NA,-9999,-9999,-9999,-9999,"Soft","Sand",NA,NA,NA,14,10,10,18,18,16,18,8,8,9,9,8,8,"Another sandy LI site",16.1,320,12.7,128,6.06,NA,"14355859100016.jpg",NA,"No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150625",NA
"17-NISS_E-2.6_20150626","17-NISS_E-2.6",17,2015-06-26 00:00:00,10:49:00,"Duffy Mosher RSmith",0.2,3,70,NA,NA,0,80,NA,NA,NA,NA,NA,NA,NA,"Residential forest",NA,NA,NA,2,0,2,2,"Soft","Sand","DOC",NA,NA,7,7,11,9,14,15,12,9,7,8,8,5,8,NA,15.8,522,6.7,68,5.98,NA,"14355859100007.jpg",NA,"No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150626","Y"
"17-NISS-4.7_20150626","17-NISS-4.7",17,2015-06-26 00:00:00,11:27:00,"Duffy Mosher RSmith",0.4,25,70,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,"Recreation","Very wide shallow river; very different than other Long Island sites. Eels and zygoptera",NA,NA,1,2,2,2,"Hard","Gravel","DOC",NA,NA,10,13,13,15,18,14,10,5,8,6,5,2,3,NA,21.9,179,9.5,108,6.8,NA,"14355859100020.jpg",NA,"No","Yes",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150626","Y"
"17-PECN-8.9_20150625","17-PECN-8.9",17,2015-06-25 00:00:00,16:39:00,"Duffy Mosher RSmith",0.5,10,20,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,"Recreation forest",NA,NA,NA,2,2,2,2,"Soft","Sand","DOC",NA,NA,19,16,19,12,18,17,18,10,8,10,10,10,10,NA,25.28,63,12.48,151,6.11,NA,"14355859100015.jpg",NA,"No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150625","Y"
"17-SAMP-2.1_20150625","17-SAMP-2.1",17,2015-06-25 00:00:00,09:56:00,"RSmith; Duffy; Mosher",0.1,6,20,NA,NA,10,85,NA,NA,NA,NA,NA,NA,NA,"Residential; forest","Over hanging vegetation limited.  Difficult to find good sample spots in stream. Lots of mucky areas present; red midges present; sow bugs back swimmers",NA,NA,2,2,2,2,"Soft","Sand",NA,NA,NA,4,7,6,7,14,13,12,8,6,8,5,7,2,"Definite site habitat issues here",15.93,262,9.13,93.4,6.04,NA,"14355859100021.jpg",NA,"No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150625","Y"
"17-TERR-0.2_20150625","17-TERR-0.2",17,2015-06-25 00:00:00,15:31:00,"Duffy mosher RSmith",0.1,0.3,10,NA,NA,10,100,NA,NA,NA,NA,NA,NA,NA,"Forest","Within pine barrens; iron precipitate",NA,NA,-9999,-9999,-9999,-9999,"Hard","Sand",NA,NA,NA,8,17,0,18,20,17,18,10,10,10,10,10,10,NA,17.84,127,11.32,119,6.11,NA,"14355859100024.jpg",NA,"No","Yes",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,"20150625",NA
"01-VBUR-0.4_20160720","01-VBUR-0.4",1,2016-07-20 00:00:00,13:33:00,"Heitzman, Lojps, Reigle, Onion",0.1,1,NA,90,3,0,50,50,0,10,35,35,15,5,"Residential","No pebble count Water very low, stream narrow, few rubble & coarse gravel. No current speed, almost stagnant.","Poor","Low flow",2,1,0,2,"Hard","Gravel","Turbidity",NA,NA,14,15,11,16,4,11,5,8,8,9,9,5,5,NA,21.4,827,5.65,63,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"14692051680023.jpg","14692051680024.jpg",NA,0,120,"20160720","N"
"02-BLBA-0.4_20160831","02-BLBA-0.4",2,2016-08-31 00:00:00,13:52:00,"Lope, Heitz",1,5,NA,NA,NA,50,18,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Low gradient",NA,"Other",2,2,2,2,"Hard","Gravel","Turbidity",NA,NA,16,17,13,15,15,18,14,9,9,9,9,10,10,NA,21.1,387,4.7,52,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"14731747070009.jpg","14731747070010.jpg",NA,1,164,"20160831","Y"
"02-CASS-25.6_20160831","02-CASS-25.6",2,2016-08-31 00:00:00,12:21:00,"Duffieber",1,10,5,NA,NA,20,8.5,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Low gradient sample",NA,NA,2,2,2,2,"Soft","Silt","Turbidity",NA,NA,17,12,16,18,20,19,19,10,5,10,7,10,10,NA,22.3,284,4.5,55,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"14731790090011.jpg","14731790090012.jpg",NA,1,173,"20160831","Y"
"02-CASS-33.3_20160831","02-CASS-33.3",2,2016-08-31 00:00:00,11:47:00,"Duffieber",1,4,0,NA,NA,10,16,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Low gradient site",NA,NA,2,2,2,2,"Soft","Silt","Turbidity",NA,NA,13,13,10,15,NA,18,20,4,9,4,9,0,2,NA,18.5,401,3.7,40,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"14731790090013.jpg","14731790090014.jpg",NA,1,117,"20160831","Y"
"02-RAWS-0.8_20160830","02-RAWS-0.8",2,2016-08-30 00:00:00,13:06:00,"Mosher smith",0.2,4,0,60,2,30,4,30,0,50,20,10,20,NA,"Forest","Sheen on water, water scorpion, hard bottom",NA,"Low flow",2,2,2,2,"Hard","Gravel","DOC",NA,NA,15,18,17,14,18,17,15,8,9,7,8,3,8,NA,23.4,304,5.3,62,7.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1,"14728238780037.jpg","14728238780038.jpg",NA,1,157,"20160830","Y"
"03-BEEK-4.5_20160817","03-BEEK-4.5",3,2016-08-17 00:00:00,10:31:00,"Lojp heitzman mosher onion",0.5,4,0,100,2,50,68,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Swampy, may be impounded downstream of road Done for Permits section info",NA,"Low flow",2,2,2,2,"Soft","Silt","Turbidity",NA,NA,8,13,15,12,18,13,15,7,10,10,10,6,10,NA,22.5,615,1.9,23,7.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"14716173550003.jpg","14716173550004.jpg",NA,1,147,"20160817","Y"
"05-CBRO-1.8_20170828","05-CBRO-1.8",5,2017-08-28 00:00:00,14:20:00,"Mosher heitzman",0.8,10,10,0,NA,60,41,NA,NA,NA,NA,NA,NA,NA,"Residential","Nice low gradient site, not gross",NA,"Adequate",2,2,2,2,"Soft","Silt","Turbidity",NA,NA,18,18,15,16,17,17,16,4,9,6,9,2,4,NA,15.5,706,6.3,64,7.2,0.36,NA,NA,NA,NA,NA,NA,NA,NA,0,"15040392720003.jpg","15040392720004.jpg",0,1,151,"20170828","Y"
"05-STEO-35.7_20170809","05-STEO-35.7",5,2017-08-09 00:00:00,11:56:00,"Smith, Duffy",0.5,15,17,100,3,30,6,75,5,10,25,10,50,0,"Agriculture","Low gradient stream","Good","Other",2,2,2,2,"Soft","Silt","Turbidity",NA,NA,16,15,4,3,18,14,5,3,4,5,5,8,3,NA,20,635,6.7,76,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15027233130033.jpg","15027233130034.jpg",0,1,103,"20170809","Y"
"07-BLDY-0.1_20160713","07-BLDY-0.1",7,2016-07-13 00:00:00,09:52:00,"Lope,heitz",0.35,3.5,5,100,3,30,0,10,0,30,10,50,10,NA,"Residential","Low gradient",NA,"Adequate",2,2,0,2,"Hard","Sand","Turbidity",NA,NA,2,4,1,4,6,1,1,8,8,1,1,0,0,"Stream near Onondaga lake. Middle of town park.",20.2,2592,7.1,79,7.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"14688517040003.jpg","14688517040004.jpg",NA,1,37,"20160713","N"
"07-CANA-32.8_20160712","07-CANA-32.8",7,2016-07-12 00:00:00,13:36:00,"Chong, Duffy",1,7,30,10,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,"Residential",NA,NA,NA,2,2,2,2,"Soft","Silt","Susp algae",NA,NA,16,14,15,NA,18,17,11,7,8,10,10,2,3,NA,24.07,536,9.08,108,8.14,0.26,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685037830005.jpg","14685037830006.jpg",NA,1,131,"20160712","Y"
"07-COWA_T10-0.9_20160714","07-COWA_T10-0.9",7,2016-07-14 00:00:00,08:55:00,"LOPE, HEITZ",3,3,10,NA,NA,10,60,NA,NA,NA,NA,NA,NA,NA,"Residential","Heavy rains previous night. Oil sheen on water, could be from National Grid working on power lines that fell in storm. Small YOY smallmouth bass",NA,"Low flow",2,2,2,2,"Very soft","Silt","Turbidity",NA,NA,12,13,12,13,16,19,11,8,8,9,7,9,6,NA,22,551,4.8,57,7.69,0.27,NA,NA,NA,NA,NA,NA,NA,NA,1,"14688517040007.jpg","14688517040008.jpg",NA,1,143,"20160714","Y"
"07-GEDD-1.4_20160713","07-GEDD-1.4",7,2016-07-13 00:00:00,14:12:00,"Chong, Duffy",0.3,3,25,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,"Commercial",NA,"Good",NA,2,2,1,2,"Hard","Gravel",NA,NA,NA,12,17,17,NA,20,18,3,9,9,10,10,4,2,NA,18.03,2267,8.18,87,7.67,1.17,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685037830017.jpg","14685037830018.jpg",NA,1,131,"20160713","Y"
"07-HENC_T4-1.2_20160713","07-HENC_T4-1.2",7,2016-07-13 00:00:00,08:35:00,"Mosher smith",0.2,0.8,0,10,1,0,0,NA,0,25,35,20,10,10,"Agriculture","Low flow, low gradient, agriculture, large farm upstream, knotweed, bugs not bad.","Good","Low flow",2,0,0,2,"Hard","Gravel","Turbidity",NA,NA,7,18,6,13,17,11,8,8,8,5,7,1,1,"Ag field, knotweed surrounds",16.4,406,4.2,42,7.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685084240015.jpg","14685084240016.jpg",NA,1,110,"20160713","N"
"07-JACB-1.9_20160712","07-JACB-1.9",7,2016-07-12 00:00:00,14:28:00,"Mosher smith",0.2,3,4,30,1,10,1,75,0,10,10,30,40,10,"Agriculture","Low gradient","Poor","Other",2,2,0,2,"Soft","Silt","Turbidity",NA,NA,13,14,14,9,18,16,16,8,7,4,4,4,4,"Narrow low gradient, farm and pasture",18,730,8.1,85,8.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,1,"14685084240017.jpg","14685084240018.jpg",NA,1,131,"20160712","N"
"07-LITR-0.2_20160712","07-LITR-0.2",7,2016-07-12 00:00:00,14:48:00,"LOPE, HEITZ",0.6,8,20,90,1,30,36,30,NA,NA,NA,NA,NA,NA,"Forest","LGSS",NA,"Other",2,2,2,2,"Hard","Silt","Turbidity",NA,NA,17,17,15,14,16,16,15,8,8,7,8,7,8,NA,21.8,119,8.3,96,7.6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,1,"14688517040015.jpg","14688517040016.jpg",NA,1,156,"20160712","Y"
"07-NINE-0.7_20160713","07-NINE-0.7",7,2016-07-13 00:00:00,13:50:00,"Dong",0.7,15,10,NA,NA,10,15,NA,NA,NA,NA,NA,NA,NA,"Commercial",NA,"Poor",NA,2,1,1,2,"Soft","Silt","Turbidity",NA,NA,8,13,13,NA,17,8,0,5,5,6,6,1,1,NA,22.2,2743,10.4,120,7.9,1.42,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685037830025.jpg","14685037830026.jpg",NA,1,83,"20160713","Y"
"07-NORB_T10-1.5_20160713","07-NORB_T10-1.5",7,2016-07-13 00:00:00,08:08:00,"Chong, Duffy",0.1,1,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Scud dominated",NA,"Adequate",2,1,2,2,"Soft","Sand","Turbidity",NA,NA,17,17,7,18,15,15,14,9,9,10,10,10,10,NA,18.29,724,6.91,73.1,7.94,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685037830039.jpg","14685037830040.jpg",NA,1,161,"20160713","Y"
"07-SNDR-1.5_20160713","07-SNDR-1.5",7,2016-07-13 00:00:00,11:18:00,"Lope,heitz",0.25,1.5,0.5,100,1,30,2,20,0,25,30,30,15,NA,"Commercial","Crawfish in large number. On a low gradient ditch stream low gradient protocol no wga   70 crawfish counted in sample. Removed some for effective. Preservation. Appeared to be all rusticus.",NA,"Adequate",2,2,0,2,"Soft","Silt","Turbidity",NA,NA,1,1,1,2,6,2,1,4,3,3,2,0,0,"City drainage ditch called a creek.  Did see a muskrat.  And huge number of crawfish in the low grad composite",23,2708,2.6,30,7.27,1.41,NA,NA,NA,NA,NA,NA,NA,NA,0,"14688517040029.jpg","14688517040030.jpg",NA,0,26,"20160713","N"
"08-BENE-0.2_20170912","08-BENE-0.2",8,2017-09-12 00:00:00,12:54:00,"Mosher onion",1,10,NA,NA,NA,10,13,NA,NA,NA,NA,NA,NA,NA,"Wetland","May have once been riffle, now very much low gradient, hard bottomed",NA,"Adequate",2,2,2,2,"Hard","Sand","DOC",NA,NA,16,17,13,16,17,19,16,9,9,10,10,10,10,NA,11.8,17.6,9.99,98.1,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15057415140005.jpg","15057415140006.jpg",0,1,172,"20170912","Y"
