site_id,amphipoda,architaenioglossa,basommatophora,coleoptera,decapoda,diptera,ephemeroptera,hemiptera,heterostropha,hirudinida,hoplonemertea,isopoda,lepidoptera,lumbriculida,megaloptera,neoophora,neotaenioglossa,neuroptera,odonata,opisthopora,plecoptera,trichoptera,tubificida,undetermined_clitellata,undetermined_gastropoda,undetermined_lumbriculata,undetermined_nematoda,undetermined_nemertea,undetermined_platyhelminthes,unionoida,veneroida,,event_id,site_id,basin,sample_date,arrivetime,crew,depth,width,cur_spd,algae_diaoms_presen,thickness_diatoms_present,macrophyte_pct,canopy,embeddedness,rock,rubble,gravel,sand,silt,clay,land_use,general_comment,field_water_qlty,habitat,lgs_habitat_bank,lgs_habitat_macrophyte,lgs_habitat_snag,lgs_habitat_substrate,bottom_type,dominant_substrate,water_clarity_driver,macro_comment,gradient,epifaunal_cover,embeddedness_pooling,velocity_depth_regime,sediment_deposition,flow_status,channel_alteration,riffle_bend_frequency,left_bank_stability,right_bank_stability,left_bank_veg,right_bank_veg,left_bank_veg_zone,right_bank_veg_zone,habitat_comment,temp,spcond,do_conc,do_pct_sat,ph,salinity,photo,photo_2,ref_field_yn,riffle_present,chl_a,site_condition_v1,site_condition_v2,site_condition_notes,microtox,pht_id_up,pht_id_dwn,hab_present,biosample,habitat_total_score,snag_present,landcover_nat_pct,landcover_dev_pct,landcover_ag_pct,landcover_water_pct,landcover_agdev_pct,site_id,condition_class,PC1
08-BLAC-2.5,1,0,0,7,1,84,22,0,0,0,0,2,0,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,2,,08-BLAC-2.5_20150716,08-BLAC-2.5,8,7/16/2015,8:41:00,RSmith; Jlojpsberger; CLawrence,0.5,3,0,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,Agricultural,NA,NA,NA,-9999,-9999,-9999,-9999,Soft,Sand,DOC,NA,NA,10,13,13,12,19,17,11,8,5,7,6,7,3,NA,15.34,59,9.39,93.9,6.97,NA,14370659950017.jpg,14370659950018.jpg,No,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,NA,88.91706473,0.377425252,10.31432447,0.391185548,10.69174972,08-BLAC-2.5,1,1.728732636
08-MURM-3.4,0,0,0,14,0,62,41,0,0,0,0,17,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,1,,08-MURM-3.4_20170913,08-MURM-3.4,8,9/13/2017,10:17:00,"Smith, Duffy",0.3,5,34,50,1,20,13,25,NA,NA,NA,100,NA,NA,Agriculture,Nice low gradient stream even though it is in the middle of dense agricultural land.,NA,NA,2,2,2,2,Soft,Sand,DOC,NA,NA,17,18,17,17,18,13,18,8,8,8,8,5,5,NA,12,48,10.1,93,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15057436650021.jpg,15057436650022.jpg,0,1,160,Y,90.38836407,0.152446644,9.004348478,0.454840806,9.156795122,08-MURM-3.4,1,2.342218296
09-ALLE-1.9,7,0,0,3,0,236,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,24,0,0,0,0,2,,09-ALLE-1.9_20150715,09-ALLE-1.9,9,7/15/2015,10:58:00,RSmith; Jlojpsberger;CLawrence,0.1,1,0,NA,NA,0,100,NA,NA,NA,NA,NA,NA,NA,Forest,Heavily wooded. No detectable flow. Bridge construction going on downstream. Semi-aquatic plants and terrestrial plants in stream,NA,NA,2,0,2,2,Hard,Clay,DOC,NA,NA,14,8,6,10,16,15,6,8,8,9,9,10,10,NA,18.67,290,2.6,28,6.87,NA,14370659950033.jpg,14370659950034.jpg,No,No,NA,test,ref,NA,NA,NA,NA,NA,NA,NA,Y,74.65056963,0.938615882,24.20676756,0.204046931,25.14538344,09-ALLE-1.9,1,1.028021709
09-BIBK-5.4,0,0,8,5,0,9,0,0,0,0,0,0,0,2,0,0,161,0,7,0,0,9,0,0,0,0,0,0,0,0,16,,09-BIBK-5.4_20190910,09-BIBK-5.4,9,9/10/2019,13:10:00,"Lemley,Vanvessum",1,10,10,50,3,30,0,10,NA,NA,NA,NA,NA,NA,Forest,NA,Good,Adequate,2,2,0,2,Hard,Sand,Turbidity,NA,Low,10,14,18,19,19,20,19,10,10,10,10,7,7,NA,16,46,9.16,92.4,7.03,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,91.47895025,1.679879716,0,6.841170038,1.679879716,09-BIBK-5.4,1,2.442453709
09-BLCH-0.2,104,0,7,5,0,59,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,25,0,0,0,0,0,0,0,7,,09-BLCH-0.2_20150715,09-BLCH-0.2,9,7/15/2015,17:28:00,RSmith; Jlojpsberger; CLawrence,1.2,6,0,NA,NA,20,15,NA,NA,NA,NA,NA,NA,NA,Forest; wetlands,NA,NA,NA,2,2,0,2,Very soft,Silt,DOC,NA,NA,8,6,7,11,19,19,8,10,10,9,9,8,7,NA,22.83,164,6.02,69.6,7.26,NA,14370659950061.jpg,14370659950062.jpg,No,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,N,97.591874,0.553526592,0.336681123,1.517918283,0.890207715,09-BLCH-0.2,1,1.691094748
09-BRND-2.5,83,0,3,29,0,9,17,17,0,0,0,7,2,0,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,,09-BRND-2.5_20150922,09-BRND-2.5,9,9/22/2015,10:38:00,Duffy; Lope; Heitzman,0.5,12,0.1,NA,NA,10,35,NA,NA,NA,NA,NA,NA,NA,Residential,NA,NA,NA,2,2,1,2,Hard,Silt,Turb,NA,NA,11,13,13,12,13,16,12,6,4,8,5,8,6,NA,13.9,309,11,107,7.7,NA,14431838420001.jpg,14431838420002.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,72.60283638,2.472508089,24.51643467,0.408220863,26.98894276,09-BRND-2.5,2,0.549923237
09-CEDL-0.1,4,0,1,29,0,110,11,1,0,0,0,2,0,2,0,0,0,0,2,0,0,4,81,2,0,2,0,0,3,0,1,,09-CEDL-0.1_20150715,09-CEDL-0.1,9,7/15/2015,15:03:00,RSmith; Jlojpsberger; CLawrence,1,2.5,0,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,Forest; wetlands,Very rural area. Heavy deposits of sediment.,NA,NA,2,2,0,2,Very soft,Silt,DOC,NA,NA,12,7,10,7,19,20,15,10,10,10,10,10,10,This could be used as a reference site.,21.73,339,4.53,51.6,7,NA,14370659950023.jpg,14370659950024.jpg,No,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,N,89.33936124,0.758349132,3.886539303,6.015750328,4.644888435,09-CEDL-0.1,1,1.667931509
09-CHPW-11.0,85,0,4,9,0,10,8,0,0,0,0,32,0,0,0,0,48,0,15,0,0,0,1,0,0,0,0,0,1,0,0,,09-CHPW-11.0_20190917,09-CHPW-11.0,9,9/17/2019,12:15:00,"Lemley,Stoll",1,4,0.1,NA,-9999,70,30,NA,0,0,0,0,100,0,Agriculture,NA,Poor,Low_flow,2,2,2,2,Very_soft,Silt,Susp_algae,No visible flow. Active flow from small trib on n bank.,Low,20,18,14,16,17,17,18,10,10,3,3,7,7,NA,13,604,2.5,24,7.36,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,58.12245799,4.238364282,37.25086037,0.388317353,41.48922465,09-CHPW-11.0,2,0.11705947
09-ENGL-17.6,0,0,2,3,0,193,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,0,0,0,0,0,0,,09-ENGL-17.6_20150715,09-ENGL-17.6,9,7/15/2015,8:35:00,RSmith; Jlojpsberger; CLawrence,1,2.5,10,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,Meadow,Water extremely dark from DOC staining.,NA,NA,2,2,0,2,Hard,Gravel,DOC,NA,NA,12,16,11,16,19,20,6,10,10,7,7,4,9,NA,20.05,111,4.2,47.2,6.54,NA,14370659950037.jpg,14370659950038.jpg,Yes,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,N,93.77528789,2.396514161,0.56022409,3.267973856,2.956738251,09-ENGL-17.6,1,2.257740991
09-FARR-3.1,0,0,0,42,1,129,23,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,,09-FARR-3.1_20150715,09-FARR-3.1,9,7/15/2015,10:22:00,RSmith; Jlojpsberger; CLawrence,1.5,5,10,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,Forest; meadow,NA,NA,NA,2,2,2,2,Very soft,Silt,DOC,NA,NA,7,7,11,8,6,19,19,7,7,8,8,10,10,NA,20.12,213,7.31,80.9,7.52,NA,14370659950065.jpg,14370659950066.jpg,Yes,No,NA,test,test,"Possible ref site, 74% LU. Noted as possible in field sheet.",NA,NA,NA,NA,NA,NA,Y,74.01710001,2.75422244,22.87476347,0.353914079,25.62898591,09-FARR-3.1,2,0.642880388
09-FSCR-9.2,6,1,1,17,0,73,39,38,0,1,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,,09-FSCR-9.2_20190911,09-FSCR-9.2,9,9/11/2019,9:32:00,"Duffy,Smith_Z",2,15,1,50,3,60,0,NA,NA,NA,100,NA,NA,NA,Agriculture,NA,Poor,Other,2,2,0,2,Hard,Gravel,DOC,Low gradient site that was deep and hard to access. No snags present and definitely a wetland associated lg stream. Bottom was gravely in area sampled.,Low,9,8,6,18,20,17,12,10,10,10,10,10,9,NA,16,250,3.1,33,6.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,52.40719424,2.414388489,37.5942446,7.584172662,40.00863309,09-FSCR-9.2,2,0.539247619
09-JEWT-3.1,47,0,8,6,0,57,6,0,7,3,0,16,4,0,0,0,12,0,36,0,0,2,0,0,0,0,0,0,0,0,0,,09-JEWT-3.1_20150923,09-JEWT-3.1,9,9/23/2015,10:15:00,Lope; Duffy; Heitzman; Kate Smith,1,20,0,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,Agricultural,No sediment sample; hard bottom No tissue,NA,NA,2,2,0,2,Hard,Gravel,Turb,NA,NA,12,13,12,14,14,15,16,7,8,3,4,3,1,NA,13.4,350,3.4,34,7,NA,14431838420013.jpg,14431838420014.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,N,60.45337949,4.431607266,33.80534295,1.309670288,38.23695022,09-JEWT-3.1,2,0.307497553
09-LSAL_T1-1.0,71,0,0,2,0,4,2,16,0,6,0,71,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33,,09-LSAL_T1-1.0_20150921,09-LSAL_T1-1.0,9,9/21/2015,14:05:00,Duffy; Lope; Heitzman,0.1,0.5,0,NA,NA,50,0,NA,NA,NA,NA,NA,NA,NA,Agricultural,Very little water in channel Collected diatom sample with pipettes only; no rocks,NA,NA,2,1,0,1,Soft,Silt,Turb,NA,NA,11,7,5,15,7,17,11,8,8,5,5,9,9,NA,17,573,8,82,7.4,NA,14431838420017.jpg,14431838420018.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,N,39.31750742,2.34421365,58.33827893,0,60.68249258,09-LSAL_T1-1.0,3,-1.113912091
09-LSUK-11.3,14,0,8,11,0,139,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,2,,09-LSUK-11.3_20150715,09-LSUK-11.3,9,7/15/2015,12:57:00,RSmith,0.5,2.5,0,NA,NA,0,20,NA,NA,NA,NA,NA,NA,NA,Agricultural,Engine block; carpets and other trash in stream. Lots of woody debris,NA,NA,2,0,2,2,Soft,Silt,Turb,NA,NA,13,11,11,7,20,18,16,7,8,5,7,8,8,Stream is surrounded on all sides by agricultural fields.,21.54,345,6.21,70.9,7.18,NA,14370659950031.jpg,14370659950032.jpg,No,No,NA,ref,test,"Non-ref site? Habitat scores are low, notes \""Stream is surrounded on all sides by agricultural fields\"". Much of basin is high natural LU, but site is very ag heavy. Note says lots of dumping at site.",NA,NA,NA,NA,NA,NA,Y,83.46491228,3.026315789,12.76315789,0.745614035,15.78947368,09-LSUK-11.3,3,-5
09-LTTL-13.2,0,0,1,0,1,140,1,0,0,0,0,0,0,0,9,0,0,0,7,0,0,5,7,0,0,0,0,0,0,0,11,,09-LTTL-13.2_20190910,09-LTTL-13.2,9,9/10/2019,14:08:00,"Conine,Stoll",1.75,4,20,0,0,50,40,70,0,10,5,5,40,40,Forest,NA,Very_poor,Adequate,2,0,2,2,Very_soft,Silt,Turbidity,Low gradient with deep channel. Lots of leaf litter. No observable bugs in net. Very turbid and tannic.,Low,10,7,12,4,10,6,5,6,5,6,3,7,2,NA,18,390,6.63,74,6.14,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,87.78580521,3.078347413,0.352141783,8.78370559,3.430489196,09-LTTL-13.2,2,0.657504707
09-MARA-4.5,13,0,1,0,0,94,79,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,7,,09-MARA-4.5_20190910,09-MARA-4.5,9,9/10/2019,11:11:00,"Vanvessum,Lemley",1,15,5,NA,-9999,NA,0,NA,0,0,0,0,70,30,Forest,NA,Poor,Low_flow,2,2,0,2,Soft,Silt,DOC,NA,Low,6,12,11,17,18,19,19,10,10,10,10,10,10,NA,15,81,7.19,72,6.72,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,86.33442744,2.348481346,0,11.31709121,2.348481346,09-MARA-4.5,1,2.235398778
09-OTTS-0.2,155,0,0,12,1,44,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,09-OTTS-0.2_20190917,09-OTTS-0.2,9,9/17/2019,15:52:00,"Lemley,Stoll",0.2,3,5,NA,-9999,10,20,NA,0,0,10,0,90,0,Wetland,NA,Good,Adequate,2,2,0,2,Very_soft,NA,Turbidity,NA,Low,13,12,11,16,17,20,18,10,10,10,10,10,10,NA,18,334,6,63,7.28,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,45.58629154,6.127265861,47.46034743,0.826095166,53.58761329,09-OTTS-0.2,2,0.514301343
09-PIKC-8.7,5,0,1,47,0,27,90,16,0,0,0,0,2,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,,09-PIKC-8.7_20150921,09-PIKC-8.7,9,9/21/2015,16:30:00,Duffy; Lope; Heitzman,0.5,5,10,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,Agricultural,NA,NA,NA,1,2,2,2,Soft,Silt,Turb,NA,NA,13,11,12,12,13,16,15,4,3,1,2,5,7,NA,19.1,211,8.2,87,7.7,NA,14431838420021.jpg,14431838420022.jpg,No,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,90.63590284,0.12836548,6.013429004,3.222302679,6.141794484,09-PIKC-8.7,2,0.980959535
09-PLMB-12.4,1,0,0,17,0,33,93,0,0,0,2,0,0,0,3,0,0,0,14,0,3,36,0,0,0,0,0,0,0,0,0,,09-PLMB-12.4_20150922,09-PLMB-12.4,9,9/22/2015,15:25:00,Duffy; Lope; Heitzman,0.4,6,20,NA,NA,20,53,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,2,2,2,2,Hard,Sand,DOC,NA,NA,17,17,13,8,9,20,16,7,5,8,5,6,10,NA,15.9,65,8.9,90,7,NA,14431838420023.jpg,14431838420024.jpg,No,No,NA,ref,test,Possibly not ref site! Does not cluster well. Dominance of Maccaffertium modestum tells non-low gradient<U+0085>,NA,NA,NA,NA,NA,NA,Y,96.82208672,0.389872385,0.145068794,2.642972097,0.534941179,09-PLMB-12.4,1,2.052033444
09-SCKE-16.4,0,0,117,3,0,68,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,36,,09-SCKE-16.4_20150715,09-SCKE-16.4,9,7/15/2015,13:38:00,RSmith; Jlojpsberger; CLawrence,0.5,2,0,NA,NA,100,0,NA,NA,NA,NA,NA,NA,NA,Agricultural,100% of stream is algae and macrophyte choked. Very likely agricultural runoff affecting stream.,NA,NA,2,2,0,2,Very soft,Silt,Susp Algae,NA,NA,4,6,11,10,20,20,14,10,10,8,8,9,9,NA,14.2,564,14.19,137.2,7.11,NA,14370659950029.jpg,14370659950030.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,N,49.3309172,3.861165319,44.81460831,1.993309172,48.67577363,09-SCKE-16.4,2,-0.556802106
09-SOAP-0.8,3,0,2,8,1,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,09-SOAP-0.8_20190918,09-SOAP-0.8,9,9/18/2019,8:44:00,"Lemley,Stoll",0.5,3,5,NA,-9999,50,30,NA,0,0,0,0,100,0,Agriculture,NA,Poor,Adequate,2,2,0,2,Very_soft,Silt,NA,NA,Low,12,16,10,16,14,18,13,10,10,7,7,6,5,NA,13,516,6,57,7.59,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,45.53252323,5.623064093,48.84441268,0,54.46747677,09-SOAP-0.8,2,-0.441181438
09-TRAY-2.9,93,0,4,4,0,139,64,3,2,0,0,1,0,0,0,0,0,0,3,0,0,9,0,0,0,1,0,0,2,0,1,,09-TRAY-2.9_20150715,09-TRAY-2.9,9,7/15/2015,11:57:00,RSmith;Jlojpsberger; CLawrence,0.5,3,0,NA,NA,80,0,NA,NA,NA,NA,NA,NA,NA,Residential; business,Bank has been cleared of woody vegetation.,NA,NA,2,2,2,2,Soft,Clay,DOC,NA,NA,12,14,15,11,19,18,19,5,8,4,8,0,9,Looks to have been past beaver activity. Short cut grass along most of left side of stream (facing downstream).,22.38,284,5.87,67.7,7.36,NA,14370659950027.jpg,14370659950028.jpg,No,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,78.5259794,2.45384769,18.16417953,0.85599338,20.61802722,09-TRAY-2.9,2,0.739655021
09-WHIK-0.8,111,0,0,6,1,59,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,3,0,2,,09-WHIK-0.8_20190911,09-WHIK-0.8,9,9/11/2019,10:42:00,"Duffy,Smith_Z",0.3,4,30,100,3,20,10,NA,NA,NA,100,NA,NA,NA,Agriculture,NA,Good,Other,2,2,1,2,Hard,Gravel,Turbidity,Low gradient stream with a riffle present. Textbook example of both habitats present but we sampled low gradient because it was dominantp,Low,12,14,13,13,16,13,11,3,7,3,5,0,0,NA,17,531,7.54,78.3,7.82,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,48.07605524,4.251030416,47.23968832,0.43322603,51.49071873,09-WHIK-0.8,2,-0.866584106
09-WSCK-3.4,3,0,62,15,0,59,0,3,0,0,0,0,32,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,1,0,2,,09-WSCK-3.4_20150923,09-WSCK-3.4,9,9/23/2015,12:00:00,Lope; Duffy; Heitzman; Kate Smith(Utica office),0.5,10,0,NA,NA,50,10,NA,NA,NA,NA,NA,NA,NA,Marsh; residential,Diatom pipetted off vegetation; no rocks,NA,NA,2,2,0,2,Hard,Gravel,Turb,NA,NA,14,13,15,12,15,16,13,5,4,5,4,7,9,NA,14.6,2003,6,59,7.4,NA,14431838420033.jpg,14431838420034.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,N,36.93497826,45.3331985,17.42339974,0.308423501,62.75659824,09-WSCK-3.4,3,-2.196375101
10-ARNO-0.1,0,0,4,12,0,153,2,11,6,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,0,0,0,0,0,0,4,,10-ARNO-0.1_20150714,10-ARNO-0.1,10,7/14/2015,16:05:00,RSmith; Jlojpsberger; CLawrence,0.5,4.5,10,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,2,1,2,2,Soft,Sand,DOC,NA,NA,9,14,13,15,19,18,13,7,7,9,7,9,7,NA,22.54,286,8.02,93,7.77,NA,14370659950045.jpg,14370659950046.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,69.40349997,3.910807251,26.65433105,0.031361726,30.56513831,10-ARNO-0.1,2,0.850526471
10-BISH-0.6,7,0,0,7,2,178,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,10-BISH-0.6_20180719,10-BISH-0.6,10,7/19/2018,13:43:00,"Heitzman,Schnore",0.8,12,1,100,-9999,20,0,20,0,0,0,25,25,50,Wetland,NA,NA,Other,2,2,0,2,Soft,Clay,Turbidity,Did low gradient and didn<U+0092>t put in pan,Low,13,13,13,6,14,13,14,7,7,6,6,8,8,NA,22,233,10.8,122,7.8,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,89.70107511,3.81011187,3.2362342,3.252578817,7.04634607,10-BISH-0.6,1,1.150800752
10-CMIL-3.3,4,0,0,2,7,11,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,,10-CMIL-3.3_20180719,10-CMIL-3.3,10,7/19/2018,10:41:00,"Schnore,Heitzman",0.6,4,1,90,2,90,10,40,2,8,0,10,30,50,Wetland,NA,Poor,Other,2,2,0,2,Soft,Clay,Turbidity,"Wetland, lots of cattails",Low,10,12,10,13,11,14,14,9,9,8,8,9,8,NA,22,324,4.8,63.8,7.17,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,90.44904444,4.94369422,4.102612027,0.504649315,9.046306247,10-CMIL-3.3,2,0.983536054
10-COLW-0.7,0,0,2,11,1,83,2,0,0,0,0,0,0,0,1,0,6,0,4,0,0,1,0,0,0,0,0,0,0,0,10,,10-COLW-0.7_20150714,10-COLW-0.7,10,7/14/2015,12:03:00,RSmith; JLojpsberger; CLawrence,0.7,4,20,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Ag,Down unnamed dirt road past old barn,NA,NA,2,0,2,2,Soft,Sand,DOC,NA,NA,10,8,11,13,19,17,7,8,8,5,5,7,7,NA,21.79,166,8.56,97.6,7.57,NA,14370659950011.jpg,14370659950012.jpg,No,No,0.45,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,93.5713469,2.655499657,2.546878573,1.226274869,5.20237823,10-COLW-0.7,1,1.466140961
10-LGLN-0.5,4,0,0,12,0,131,7,0,0,0,0,0,0,0,1,0,0,0,10,0,0,35,4,0,0,0,0,0,0,0,0,,10-LGLN-0.5_20180719,10-LGLN-0.5,10,7/19/2018,13:53:00,"Lojpersberger, Wright",0.3,4,25,50,1,10,10,0,0,0,0,90,5,5,Residential,NA,Good,Sand,2,2,2,2,Soft,Sand,NA,Site was signed that lake had been treated with pesticide Aquatrol. Good mix of mayflies & caddis. HABs scrape was from woody debris. Substrate was all sand with crystal clear water.,Low,12,12,10,8,10,15,13,4,7,9,5,9,5,NA,24,580,10.1,120,8.32,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,73.76201186,17.67532202,3.379676958,5.182989164,21.05499898,10-LGLN-0.5,2,0.079904839
10-LSAR_T10-0.3,3,0,0,8,0,163,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,,10-LSAR_T10-0.3_20180718,10-LSAR_T10-0.3,10,7/18/2018,14:24:00,"Duffy,Woltmann",0.5,5,5,20,2,10,NA,50,0,0,0,40,60,0,Forest,NA,NA,Other,2,1,1,2,Very_soft,Silt,Turbidity,NA,Low,17,9,8,20,20,19,20,10,10,10,10,10,10,NA,20,50,6.35,62,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,98.61817027,0.174714104,0,1.207115629,0.174714104,10-LSAR_T10-0.3,1,2.717091475
10-MILC-6.3,0,0,5,10,0,62,36,3,0,0,0,0,0,25,1,0,0,0,15,0,6,24,14,0,0,0,0,0,0,0,5,,10-MILC-6.3_20150714,10-MILC-6.3,10,7/14/2015,10:55:00,RSmith; Jlojpsberger; CLawrence,0.3,4,20,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,Forest; ag,Next to farm where I did the fish ibi with zach and Anne,NA,NA,2,0,2,2,Soft,Sand,NA,NA,NA,18,16,17,15,19,18,15,9,9,8,8,7,9,NA,20.04,82,8.75,96.7,7.17,NA,14370659950013.jpg,14370659950014.jpg,NA,Yes,0.47,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,95.93747611,1.238248108,0.221661698,2.602614079,1.459909807,10-MILC-6.3,1,2.531784456
10-NSAR_T7-0.8,14,0,0,6,0,161,9,1,0,0,0,0,0,0,1,0,0,0,2,0,0,6,0,0,0,2,0,0,0,0,1,,10-NSAR_T7-0.8_20150714,10-NSAR_T7-0.8,10,7/14/2015,14:52:00,RSmith; Jlojpsberger; CLawrence,0.1,0.2,20,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,Wetlands; forest,Very mucky. Many side channels. Heavy vegetation growth along sides of main channel.,NA,NA,2,2,1,2,Very soft,Silt,DOC,NA,NA,10,5,6,4,19,19,16,9,9,8,8,9,8,Characterized best as predominantly wetland with a small stream flowing through it.,21,71,6.94,77.8,6.73,NA,14370659950039.jpg,14370659950040.jpg,Yes,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,99.13854989,0.32304379,0,0.538406317,0.32304379,10-NSAR_T7-0.8,1,2.062442227
10-PUTM_T5-0.3,0,0,1,17,1,130,20,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,20,0,0,0,0,0,0,0,12,,10-PUTM_T5-0.3_20150714,10-PUTM_T5-0.3,10,7/14/2015,10:08:00,RSmith; jlojpsberger; clawrence,0.5,2,30,NA,NA,10,95,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,2,2,2,2,Soft,Sand,DOC,NA,NA,19,15,16,17,19,19,17,8,8,8,8,9,9,NA,19.45,136,7.37,80.5,6.97,NA,14370659950025.jpg,14370659950026.jpg,Yes,No,0,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,95.10179994,0.79669519,3.998229566,0.103275302,4.794924757,10-PUTM_T5-0.3,1,2.495446091
10-ROUT-1.3,36,0,0,1,0,53,29,0,0,0,0,3,0,0,0,0,10,0,6,0,0,64,0,0,0,0,0,0,0,0,3,,10-ROUT-1.3_20180719,10-ROUT-1.3,10,7/19/2018,14:58:00,"Lojpersberger, Wright",0.3,5,10,100,2,80,10,20,0,0,90,5,5,0,Commercial,NA,Good,Other,2,2,2,2,Hard,Gravel,Susp_algae,Wetland with good flow so decided to sample. Stream right across from great escape and runs from parking lot under route 9 into the park itself.,Low,17,14,4,8,16,-9999,12,9,9,3,3,1,1,NA,26,344,6.3,78,7.19,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,77.00876552,18.40759679,0.255661066,4.327976625,18.66325785,10-ROUT-1.3,2,0.307373629
