OBJECTID,Name,RegionID,RegionName,AreaPercen,AreaSqMi,StatLabel,StatName,Value,Units,MinLimit,MaxLimit
3424,17-PECN-12.4,gc1787,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
3425,17-PECN-12.4,gc1788,,,,DRNAREA,Drainage Area,33.5,square miles,0.04,5989
3426,17-PECN-12.4,gc1788,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
3427,17-PECN-12.4,gc1788,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
3428,17-PECN-12.4,gc1788,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.53,516
3429,17-PECN-12.4,gc1788,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,25.35
3430,17-PECN-12.4,gc1789,,,,DRNAREA,Drainage Area,33.5,square miles,0.04,6309
3431,17-PECN-12.4,gc1789,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
3432,17-PECN-12.4,gc1789,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
3433,17-PECN-12.4,gc1789,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.21,457
3434,17-PECN-12.4,gc1789,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,7.1
3435,17-PECN-12.4,gc1790,,,,DRNAREA,Drainage Area,33.5,square miles,0.26,2514
3436,17-PECN-12.4,gc1790,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
3437,17-PECN-12.4,gc1790,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
3438,17-PECN-12.4,gc1790,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,3.24,131
3439,17-PECN-12.4,gc1790,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,1.23
3440,17-PECN-12.4,gc1629,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,1,2060
3441,17-PECN-12.4,gc1749,,,,DAUNREG,Unregulated Drainage Area,-999.99,square miles,1,2060
3442,17-PECN-12.4,gc1488,,,,DAUNREG,Unregulated Drainage Area,-999.99,square miles,0.1,2510
3443,17-PECN-12.4,gc1488,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,16.6,62.1
3444,17-PECN-12.4,gc1487,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,2510
3445,17-PECN-12.4,gc1487,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,16.6,62.1
3446,17-PECN-12.4,gc1791,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,2510
3447,17-PECN-12.4,gc1791,,,,CSL10_85fm,Stream Slope 10 and 85 Method ft per mi,-999.99,feet per mi,1.98,342
3448,17-PECN-12.4,gc1792,,,,DAUNREG,Unregulated Drainage Area,-999.99,square miles,0.1,2510
3449,17-PECN-12.4,gc1792,,,,CSL10_85fm,Stream Slope 10 and 85 Method ft per mi,-999.99,feet per mi,1.98,342
3450,17-PECN-12.4,gc727,,,,DRNAREA,Drainage Area,33.5,square miles,0.8,1680
3451,17-PECN-12.4,gc727,,,,ELEV,Mean Basin Elevation,-999.99,feet,3540,7950
3452,17-PECN-12.4,gc728,,,,DRNAREA,Drainage Area,33.5,square miles,0.21,26.5
3453,17-PECN-12.4,gc728,,,,URBAN,Percent Urban,-999.99,percent,1,99
3454,17-PECN-12.4,gc728,,,,GUTTER,Gutter Length,-999.99,miles per square mile,0,60
3455,17-PECN-12.4,gc728,,,,STORAGE,Percent Storage,0.0,percent,0,7
3456,17-PECN-12.4,gc729,,,,DRNAREA,Drainage Area,33.5,square miles,0.28,673
3457,17-PECN-12.4,gc729,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,2.52,5.79
3458,17-PECN-12.4,gc729,,,,SOILPERM,Average Soil Permeability,-999.99,inches per hour,0.72,4.76
3459,17-PECN-12.4,gc729,,,,JANMAXT2K,Mean Maximum January Temperature from 2K resolution PRISM 1961-1990 data,-999.99,degrees F,42.4,53.9
3460,17-PECN-12.4,gc729,,,,WATCAPORC,Available_Water_Capacity_OR_Cooper,-999.99,inches,0.1,0.23
3461,17-PECN-12.4,gc729,,,,ORREG2,Oregon Region Number,-999.99,dimensionless,,
3462,17-PECN-12.4,gc730,,,,DRNAREA,Drainage Area,33.5,square miles,0.22,3940
3463,17-PECN-12.4,gc730,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,6.24,28
3464,17-PECN-12.4,gc730,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,1.72,4.34
3465,17-PECN-12.4,gc730,,,,JANMINT2K,Mean Minimum January Temperature from 2K resolution PRISM PRISM 1961-1990 data,-999.99,degrees F,20.5,34
3466,17-PECN-12.4,gc730,,,,JANMAXT2K,Mean Maximum January Temperature from 2K resolution PRISM 1961-1990 data,-999.99,degrees F,33.9,47.3
3467,17-PECN-12.4,gc730,,,,ELEV,Mean Basin Elevation,-999.99,feet,,
3468,17-PECN-12.4,gc730,,,,ORREG2,Oregon Region Number,-999.99,dimensionless,,
3469,17-PECN-12.4,gc731,,,,DRNAREA,Drainage Area,33.5,square miles,0.37,7270
3470,17-PECN-12.4,gc731,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.62,28.3
3471,17-PECN-12.4,gc731,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,1.53,4.48
3472,17-PECN-12.4,gc731,,,,ELEV,Mean Basin Elevation,-999.99,feet,,
3473,17-PECN-12.4,gc731,,,,ORREG2,Oregon Region Number,-999.99,dimensionless,,
3474,17-PECN-12.4,gc1754,,,,DRNAREA,Drainage Area,33.5,square miles,4.64,525
3475,17-PECN-12.4,gc1754,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.03,19.3
3476,17-PECN-12.4,gc1754,,,,ELEV,Mean Basin Elevation,-999.99,feet,2770,6060
3477,17-PECN-12.4,gc1755,,,,DRNAREA,Drainage Area,33.5,square miles,0.293,1630
3478,17-PECN-12.4,gc1755,,,,JANAVPRE2K,Mean January Precipitation,-999.99,inches,1.52,7.97
3479,17-PECN-12.4,gc1755,,,,JULAVPRE2K,Mean July Precipitation,-999.99,inches,0.234,1.28
3480,17-PECN-12.4,gc1755,,,,WATCAPORC,Available_Water_Capacity_OR_Cooper,-999.99,inches,0.102,0.196
3481,17-PECN-12.4,gc1756,,,,DRNAREA,Drainage Area,33.5,square miles,0.24,3870
3482,17-PECN-12.4,gc1757,,,,DRNAREA,Drainage Area,33.5,square miles,1.7,7630
3483,17-PECN-12.4,gc1757,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.35,22.6
3484,17-PECN-12.4,gc1757,,,,JANAVPRE2K,Mean January Precipitation,-999.99,inches,1.37,5.28
3485,17-PECN-12.4,gc1757,,,,JANMINT2K,Mean Minimum January Temperature from 2K resolution PRISM PRISM 1961-1990 data,-999.99,degrees F,16.4,23.1
3486,17-PECN-12.4,gc1757,,,,STATSGODEP,STATSGODEP,-999.99,inches,21.3,50.7
3487,17-PECN-12.4,gc1758,,,,DRNAREA,Drainage Area,33.5,square miles,0.609,3000
3488,17-PECN-12.4,gc1758,,,,ELEV,Mean Basin Elevation,-999.99,feet,4850,7050
3489,17-PECN-12.4,gc1758,,,,JANAVPRE2K,Mean January Precipitation,-999.99,inches,1.78,4.46
3490,17-PECN-12.4,gc1758,,,,JULAVPRE2K,Mean July Precipitation,-999.99,inches,0.197,0.915
3491,17-PECN-12.4,gc1759,,,,DRNAREA,Drainage Area,33.5,square miles,0.152,453
3492,17-PECN-12.4,gc1759,,,,ASPECT,Basin average aspect,-999.99,degrees,133,244
3493,17-PECN-12.4,gc907,,,,DRNAREA,Drainage Area,33.5,square miles,3.04,1490
3494,17-PECN-12.4,gc907,,,,ELEVMAX,Maximum Basin Elevation,-999.99,feet,1470,2690
3495,17-PECN-12.4,gc908,,,,DRNAREA,Drainage Area,33.5,square miles,0.92,1160
3496,17-PECN-12.4,gc908,,,,STORAGE,Percent Storage,0.0,percent,0,8.9
3497,17-PECN-12.4,gc909,,,,DRNAREA,Drainage Area,33.5,square miles,1.42,1280
3498,17-PECN-12.4,gc909,,,,CARBON,Percent Carbonate,-999.99,percent,0,100
3499,17-PECN-12.4,gc910,,,,DRNAREA,Drainage Area,33.5,square miles,1.2,512
3500,17-PECN-12.4,gc910,,,,CARBON,Percent Carbonate,-999.99,percent,0,68.5
3501,17-PECN-12.4,gc1793,,,,DRNAREA,Drainage Area,33.5,square miles,2.27,1030
3502,17-PECN-12.4,gc1793,,,,BSLPDRPA20,BSLPDRPA20,-999.99,degrees,1.55,6.82
3503,17-PECN-12.4,gc191,,,,DRNAREA,Drainage Area,33.5,square miles,4,404
3504,17-PECN-12.4,gc191,,,,STRDEN,Stream Density,-999.99,miles per square mile,1.25,3.53
3505,17-PECN-12.4,gc191,,,,STORNHD,Percent Storage from NHD,-999.99,percent,3.37,19
3506,17-PECN-12.4,gc1270,,,,DRNAREA,Drainage Area,33.5,square miles,1,9000
3507,17-PECN-12.4,gc1270,,,,PCTREG1,Percent Area in Region 1,-999.99,percent,0,100
3508,17-PECN-12.4,gc1270,,,,PCTREG2,Percent Area in Region 2,-999.99,percent,0,100
3509,17-PECN-12.4,gc1270,,,,PCTREG3,Percent Area in Region 3,-999.99,percent,0,100
3510,17-PECN-12.4,gc1270,,,,PCTREG4,Percent Area in Region 4,-999.99,percent,0,100
3511,17-PECN-12.4,gc1270,,,,PCTREG5,Percent Area in Region 5,-999.99,percent,0,100
3512,17-PECN-12.4,gc1587,,,,DRNAREA,Drainage Area,33.5,square miles,0.1,1
3513,17-PECN-12.4,gc1587,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0,47.9
3514,17-PECN-12.4,gc1588,,,,DRNAREA,Drainage Area,33.5,square miles,0.14,1
3515,17-PECN-12.4,gc1588,,,,LC06DEV,Percent Developed from NLCD2006,-999.99,percent,2.8,98.5
3516,17-PECN-12.4,gc1589,,,,DRNAREA,Drainage Area,33.5,square miles,0.1,1
3517,17-PECN-12.4,gc1589,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0.2,34.8
3518,17-PECN-12.4,gc1589,,,,I24H50Y,24 Hour 50 Year Precipitation,-999.99,inches,6.51,10.9
3519,17-PECN-12.4,gc667,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.14,983
3520,17-PECN-12.4,gc667,,,,PII_SD,S Dakota Precipitation Intensity Index,-999.99,inches,0.79,1.3
3521,17-PECN-12.4,gc668,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.22,670
3522,17-PECN-12.4,gc668,,,,PII_SD,S Dakota Precipitation Intensity Index,-999.99,inches,0.6,1.21
3523,17-PECN-12.4,gc669,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.06,904
3524,17-PECN-12.4,gc670,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.11,137
3525,17-PECN-12.4,gc671,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,10,760
3526,17-PECN-12.4,gc672,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.63,920
3527,17-PECN-12.4,gc672,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,29.6,460
3528,17-PECN-12.4,gc673,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,3.81,105
3529,17-PECN-12.4,gc341,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.2,9000
3530,17-PECN-12.4,gc342,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.2,9000
3531,17-PECN-12.4,gc342,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,3.29,950
3532,17-PECN-12.4,gc342,,,,CLIMFAC2YR,Tennessee Climate Factor 2 Year,-999.99,dimensionless,2.06,2.32
3533,17-PECN-12.4,gc343,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.47,2557
3534,17-PECN-12.4,gc344,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.47,2557
3535,17-PECN-12.4,gc344,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,1.9,343
3536,17-PECN-12.4,gc345,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.173,30.2
3537,17-PECN-12.4,gc346,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.173,30.2
3538,17-PECN-12.4,gc346,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,2.12,132
3539,17-PECN-12.4,gc347,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,30.21,2048
3540,17-PECN-12.4,gc348,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,30.21,2048
3541,17-PECN-12.4,gc348,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,2.12,132
3542,17-PECN-12.4,gc349,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.76,2308
3543,17-PECN-12.4,gc350,,,,DRNAREA,Drainage Area,33.5,square miles,0.043,19.4
3544,17-PECN-12.4,gc350,,,,CHANCOND,Average Channel Condition,-999.99,dimensionless,1,2
3545,17-PECN-12.4,gc351,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.21,24.3
3546,17-PECN-12.4,gc351,,,,IMPERV,Percent Impervious,-999.99,percent,4.7,74
3547,17-PECN-12.4,gc351,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,3.05,4
3548,17-PECN-12.4,gc1489,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,2,20
3549,17-PECN-12.4,gc1489,,,,IMPERV,Percent Impervious,-999.99,percent,5,42
3550,17-PECN-12.4,gc1490,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,7000
3551,17-PECN-12.4,gc1490,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,0.38,148
3552,17-PECN-12.4,gc1491,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,7000
3553,17-PECN-12.4,gc1491,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,0.38,148
3554,17-PECN-12.4,gc1492,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,7000
3555,17-PECN-12.4,gc1493,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,42.8,1249
3556,17-PECN-12.4,gc1493,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,2.77,13.07
3557,17-PECN-12.4,gc1494,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.24,26.2
3558,17-PECN-12.4,gc1494,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,3.24,78.72
3559,17-PECN-12.4,gc1495,,,,DRNAREA,Drainage Area,33.5,square miles,3,40
3560,17-PECN-12.4,gc1495,,,,TXURBINDEX,Texas Urbanization Index,-999.99,dimensionless,12,33
3561,17-PECN-12.4,gc1496,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.5,3000
3562,17-PECN-12.4,gc1496,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,9,100
3563,17-PECN-12.4,gc1497,,,,DRNAREA,Drainage Area,33.5,square miles,1.33,182
3564,17-PECN-12.4,gc1497,,,,CONVEY,Bank Full Channel Conveyance,-999.99,cubic feet per second,12000,2800000
3565,17-PECN-12.4,gc1497,,,,URBAN,Percent Urban,-999.99,percent,37,98.9
3566,17-PECN-12.4,gc1498,,,,DRNAREA,Drainage Area,33.5,square miles,0.1,9329
3567,17-PECN-12.4,gc1498,,,,CSLBlue_ff,Main Channel Slope ft per ft,-999.99,foot per foot,0.00023,0.071
3568,17-PECN-12.4,gc1498,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,8,57
3569,17-PECN-12.4,gc1498,,,,OmegaEM,OmegaEM residual from 2009 5087,-999.99,dimensionless,-0.51,0.386
3570,17-PECN-12.4,gc959,,,,DRNAREA,Drainage Area,33.5,square miles,0.06,4350
3571,17-PECN-12.4,gc959,,,,ELEV,Mean Basin Elevation,-999.99,feet,4320,7750
3572,17-PECN-12.4,gc959,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,percent,0.0231,0.4447
3573,17-PECN-12.4,gc960,,,,DRNAREA,Drainage Area,33.5,square miles,3.62,390
3574,17-PECN-12.4,gc960,,,,ELEV,Mean Basin Elevation,-999.99,feet,6420,10500
3575,17-PECN-12.4,gc961,,,,DRNAREA,Drainage Area,33.5,square miles,2.14,84.1
3576,17-PECN-12.4,gc961,,,,PRECIP,Mean Annual Precipitation,43.58,inches,16.5,53.7
3577,17-PECN-12.4,gc962,,,,DRNAREA,Drainage Area,33.5,square miles,5.72,66.5
3578,17-PECN-12.4,gc963,,,,DRNAREA,Drainage Area,33.5,square miles,2.95,667
3579,17-PECN-12.4,gc963,,,,ELEV,Mean Basin Elevation,-999.99,feet,8130,10900
3580,17-PECN-12.4,gc963,,,,BSLDEM10M,Mean Basin Slope from 10m DEM,-999.99,percent,9.67,40.3
3581,17-PECN-12.4,gc964,,,,DRNAREA,Drainage Area,33.5,square miles,0.91,629
3582,17-PECN-12.4,gc964,,,,LU92HRBN,Percent Nat Herb Upland from NLCD1992,-999.99,percent,2.14,15.6
3583,17-PECN-12.4,gc965,,,,DRNAREA,Drainage Area,33.5,square miles,0.87,532
3584,17-PECN-12.4,gc965,,,,ELEV,Mean Basin Elevation,-999.99,feet,4300,9380
3585,17-PECN-12.4,gc966,,,,DRNAREA,Drainage Area,33.5,square miles,5.43,1670
3586,17-PECN-12.4,gc1603,,,,DRNAREA,Drainage Area,33.5,square miles,0.18,689
3587,17-PECN-12.4,gc1603,,,,LC06STOR,Percent Storage from NLCD2006,-999.99,percent,0,18.5
3588,17-PECN-12.4,gc1603,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,33.5,70.4
3589,17-PECN-12.4,gc1604,,,,DRNAREA,Drainage Area,33.5,square miles,0.18,689
3590,17-PECN-12.4,gc1550,,,,DRNAREA,Drainage Area,33.5,square miles,0.06,7866
3591,17-PECN-12.4,gc1551,,,,DRNAREA,Drainage Area,33.5,square miles,0.06,7866
3592,17-PECN-12.4,gc1552,,,,DRNAREA,Drainage Area,33.5,square miles,0.06,7866
3593,17-PECN-12.4,gc1553,,,,DRNAREA,Drainage Area,33.5,square miles,0.06,7866
3594,17-PECN-12.4,gc1554,,,,DRNAREA,Drainage Area,33.5,square miles,0.06,7866
3595,17-PECN-12.4,gc1555,,,,DRNAREA,Drainage Area,33.5,square miles,0.06,7866
3596,17-PECN-12.4,gc1750,,,,DRNAREA,Drainage Area,33.5,square miles,0.25,3310
3597,17-PECN-12.4,gc1750,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,9.82,52.5
3598,17-PECN-12.4,gc1750,,,,CANOPY_PCT,Percent Area Under Canopy,-999.99,percent,0,77.4
3599,17-PECN-12.4,gc1751,,,,DRNAREA,Drainage Area,33.5,square miles,0.42,1330
3600,17-PECN-12.4,gc1751,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,8.86,84.2
3601,17-PECN-12.4,gc1751,,,,CANOPY_PCT,Percent Area Under Canopy,-999.99,percent,0,81.8
3602,17-PECN-12.4,gc1752,,,,DRNAREA,Drainage Area,33.5,square miles,0.08,2610
3603,17-PECN-12.4,gc1752,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,33.2,168
3604,17-PECN-12.4,gc1753,,,,DRNAREA,Drainage Area,33.5,square miles,0.18,2230
3605,17-PECN-12.4,gc1753,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,11.9,187
3606,17-PECN-12.4,gc1569,,,,DRNAREA,Drainage Area,33.5,square miles,0.21,1461
3607,17-PECN-12.4,gc1570,,,,DRNAREA,Drainage Area,33.5,square miles,0.1,1619
3608,17-PECN-12.4,gc1571,,,,DRNAREA,Drainage Area,33.5,square miles,0.13,1516
3609,17-PECN-12.4,gc1466,,,,DRNAREA,Drainage Area,33.5,square miles,0.47,124
3610,17-PECN-12.4,gc1466,,,,IMPERV,Percent Impervious,-999.99,percent,4.8,90.8
3611,17-PECN-12.4,gc1467,,,,DRNAREA,Drainage Area,33.5,square miles,0.47,124
3612,17-PECN-12.4,gc1467,,,,IMPERV,Percent Impervious,-999.99,percent,4.8,90.8
3613,17-PECN-12.4,gc1777,,,,DRNAREA,Drainage Area,33.5,square miles,0.67,609
3614,17-PECN-12.4,gc1777,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,1.81,189
3615,17-PECN-12.4,gc1777,,,,LC11FOREST,LC11FOREST,-999.99,percent,31.6,86.1
3616,17-PECN-12.4,gc1778,,,,DRNAREA,Drainage Area,33.5,square miles,1.67,1120
3617,17-PECN-12.4,gc1778,,,,LC11WATER,LC11WATER,-999.99,percent,0,16.2
3618,17-PECN-12.4,gc1779,,,,DRNAREA,Drainage Area,33.5,square miles,1.37,1100
3619,17-PECN-12.4,gc1780,,,,DRNAREA,Drainage Area,33.5,square miles,0.56,2250
3620,17-PECN-12.4,gc1780,,,,SSURGOKSAT,SSURGO Saturated Hydraulic Conductivity,-999.99,inches per hour,1.27,10.1
3621,17-PECN-12.4,gc1781,,,,DRNAREA,Drainage Area,33.5,square miles,0.27,2090
3622,17-PECN-12.4,gc1781,,,,SSURGOKSAT,SSURGO Saturated Hydraulic Conductivity,-999.99,inches per hour,0.94,8.98
3623,17-PECN-12.4,gc1781,,,,LC11FOREST,LC11FOREST,-999.99,percent,13,67.9
3624,17-PECN-12.4,gc1782,,,,DRNAREA,Drainage Area,33.5,square miles,2.22,687
3625,17-PECN-12.4,gc1782,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,1.66,154
3626,17-PECN-12.4,gc1782,,,,LC11FOREST,LC11FOREST,-999.99,percent,0.206,92.5
3627,17-PECN-12.4,gc1783,,,,DRNAREA,Drainage Area,33.5,square miles,0.82,6350
3628,17-PECN-12.4,gc1783,,,,LC11DEVLMH,LC11DEVLMH,-999.99,percent,1.13,86.5
3629,17-PECN-12.4,gc1784,,,,DRNAREA,Drainage Area,33.5,square miles,0.48,3340
3630,17-PECN-12.4,gc1784,,,,SSURGOKSAT,SSURGO Saturated Hydraulic Conductivity,-999.99,inches per hour,8.88,15.7
3631,17-PECN-12.4,gc1784,,,,LC11WATER,LC11WATER,-999.99,percent,0,10.1
3632,17-PECN-12.4,gc1239,,,,DRNAREA,Drainage Area,33.5,square miles,0.52,2620
3633,17-PECN-12.4,gc1239,,,,LONG_OUT,Longitude of Basin Outlet,-999.99,degrees,105.21,111.34
3634,17-PECN-12.4,gc1239,,,,ELEV,Mean Basin Elevation,-999.99,feet,5950,10700
3635,17-PECN-12.4,gc1240,,,,DRNAREA,Drainage Area,33.5,square miles,0.06,2070
3636,17-PECN-12.4,gc1241,,,,DRNAREA,Drainage Area,33.5,square miles,0.2,1230
3637,17-PECN-12.4,gc1241,,,,SOILINDEX,Mean Basin Hydrologic Soils Index,-999.99,dimensionless,2.1,4
3638,17-PECN-12.4,gc1242,,,,DRNAREA,Drainage Area,33.5,square miles,0.2,471
3639,17-PECN-12.4,gc1242,,,,MARAVPRE,Mean March Precipitation,-999.99,inches,0.71,4.63
3640,17-PECN-12.4,gc1242,,,,LAT_OUT,Latitude of Basin Outlet,-999.99,degrees,40.54,44.57
3641,17-PECN-12.4,gc1243,,,,DRNAREA,Drainage Area,33.5,square miles,2.77,564
3642,17-PECN-12.4,gc1243,,,,JANAVPRE,Mean January Precipitation,-999.99,inches,0.94,8.77
3643,17-PECN-12.4,gc1244,,,,DRNAREA,Drainage Area,33.5,square miles,1.26,1180
3644,17-PECN-12.4,gc1244,,,,LAT_OUT,Latitude of Basin Outlet,-999.99,degrees,41.02,42.59
3645,17-PECN-12.4,gc205,,,,DRNAREA,Drainage Area,33.5,square miles,0.6,1060
3646,17-PECN-12.4,gc205,,,,PRECIP,Mean Annual Precipitation,43.58,inches,11,43
3647,17-PECN-12.4,gc206,,,,DRNAREA,Drainage Area,33.5,square miles,0.8,1680
3648,17-PECN-12.4,gc206,,,,ELEV,Mean Basin Elevation,-999.99,feet,3540,7950
3649,17-PECN-12.4,gc207,,,,DRNAREA,Drainage Area,33.5,square miles,2.2,1450
3650,17-PECN-12.4,gc207,,,,PRECIP,Mean Annual Precipitation,43.58,inches,10,41
3651,17-PECN-12.4,gc208,,,,DRNAREA,Drainage Area,33.5,square miles,2.4,1230
3652,17-PECN-12.4,gc208,,,,ELEV,Mean Basin Elevation,-999.99,feet,5740,10710
3653,17-PECN-12.4,gc209,,,,DRNAREA,Drainage Area,33.5,square miles,4.1,360
3654,17-PECN-12.4,gc209,,,,ELEV,Mean Basin Elevation,-999.99,feet,5770,10500
3655,17-PECN-12.4,gc209,,,,LAT_GAGE,Latitude,-999.99,decimal degrees,36.44,39.5
3656,17-PECN-12.4,gc210,,,,DRNAREA,Drainage Area,33.5,square miles,0.2,210
3657,17-PECN-12.4,gc210,,,,ELEV,Mean Basin Elevation,-999.99,feet,4770,9960
3658,17-PECN-12.4,gc211,,,,DRNAREA,Drainage Area,33.5,square miles,5.6,340
3659,17-PECN-12.4,gc211,,,,ELEV,Mean Basin Elevation,-999.99,feet,6070,9560
3660,17-PECN-12.4,gc212,,,,DRNAREA,Drainage Area,33.5,square miles,1,1990
3661,17-PECN-12.4,gc212,,,,ELEV,Mean Basin Elevation,-999.99,feet,4300,10200
3662,17-PECN-12.4,gc213,,,,DRNAREA,Drainage Area,33.5,square miles,4,1180
3663,17-PECN-12.4,gc213,,,,ELEV,Mean Basin Elevation,-999.99,feet,6550,10060
3664,17-PECN-12.4,gc214,,,,DRNAREA,Drainage Area,33.5,square miles,0.1,1000
3665,17-PECN-12.4,gc215,,,,DRNAREA,Drainage Area,33.5,square miles,0.2,890
3666,17-PECN-12.4,gc215,,,,EVAPAN,Mean Annual Pan Evaporation,-999.99,inches,44.1,55.7
3667,17-PECN-12.4,gc216,,,,DRNAREA,Drainage Area,33.5,square miles,0.6,1520
3668,17-PECN-12.4,gc216,,,,ELEV,Mean Basin Elevation,-999.99,feet,1730,8700
3669,17-PECN-12.4,gc217,,,,DRNAREA,Drainage Area,33.5,square miles,0.1,1780
3670,17-PECN-12.4,gc218,,,,DRNAREA,Drainage Area,33.5,square miles,0.8,1860
3671,17-PECN-12.4,gc218,,,,ELEV,Mean Basin Elevation,-999.99,feet,3350,8950
3672,17-PECN-12.4,gc219,,,,DRNAREA,Drainage Area,33.5,square miles,25.1,480
3673,17-PECN-12.4,gc219,,,,ELEV,Mean Basin Elevation,-999.99,feet,6300,9930
3674,17-PECN-12.4,gc219,,,,LNG_GAGE,Longitude,-999.99,decimal degrees,105.5,106.74
3675,17-PECN-12.4,gc220,,,,DRNAREA,Drainage Area,33.5,square miles,0.2,1500
3676,17-PECN-12.4,gc220,,,,EVAPAN,Mean Annual Pan Evaporation,-999.99,inches,47.3,80.2
3677,17-PECN-12.4,gc204,,,,DRNAREA,Drainage Area,33.5,square miles,0.11,0.78
3678,17-PECN-12.4,gc1515,,,,DRNAREA,Drainage Area,33.5,square miles,0.83,208
3679,17-PECN-12.4,gc1515,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,46.61,200
3680,17-PECN-12.4,gc1515,,,,ROCKDEP,Depth to Rock,-999.99,inches,24.24,59.15
3681,17-PECN-12.4,gc1771,,,,DRNAREA,Drainage Area,33.5,square miles,0.28,189
