BASIN,LOCATION,RIVMILE,STATION,COLL_DATE,NAME,CREW,ARRIVETIME,WIDTH,DEPTH,CUR_SPD,TEMP,COND,DO,PERCENT_SAT,PH,CANOPY,SALINITY,SECCHI,EMBEDD,ROCK,RUBBLE,GRAVEL,SAND,SILT,CLAY,ALGAE_S,ALGAE_FIL,ALGAE_D,THICKNESS_D,MACRO,LGS_HAB_BNK,LGS_HAB_MAC,LGS_HAB_SNG,LGS_HAB_SUB,BOTTOM_TYPE,DOM_SUBSTRATE,WTRCLR_DRIVER,PHT_ID_UP,PHT_ID_DWN,EPHEM,PLECOP,TRICH,COLEOP,MEGALOP,ODONATA,CHIR,SIMUL,DECAPOD,GAMMAR,MOLLUSK,OLIGO,OTHERS,FIELD_WQA,HABITAT,NOTES,LANDUSE,SAMP,ORG_FOR_TOXICS,MICROTOX,HAB_PRESENT,PROJECT
02,LIMS,0.3,,8/31/2016,,Mosher smith,8:51:00 AM,3,0.1,62,18.2,104,7.4,79,6.7,24,0.1,0,25,10,50,30,0,10,0,0,1,100,4,0,,,,,,,,14728238780023.jpg,14728238780024.jpg,1,1,1,1,0,0,1,0,1,0,0,0,,Good,Adequate,Lots of periphyton,Residential,Sampled,0,0,,RIBS_Scr
02,MOON,0.1,,8/31/2016,,"Lope, Heitz",11:55:00 AM,6,0.1,72,19,565,8.1,87,7.9,87,0.27,0,30,20,40,30,8,2,,0,1,100,3,0,,,,,,,,14731747070023.jpg,14731747070024.jpg,1,0,1,0,0,0,1,1,0,0,0,0,,Poor,Adequate,,Commercial,Sampled,0,1,,RIBS_Scr
02,NICH,0.3,,8/31/2016,,Mosher smith,8:17:00 AM,4,0.1,43,18.4,2163,6.6,70,7.4,0,1.1,0,25,0,50,40,5,5,0,0,1,100,4,0,,,,,,,,14728238780025.jpg,14728238780026.jpg,0,0,0,0,0,0,1,0,0,0,0,0,,Very poor,Impoundment,"Small dam upstream 8 meters, nasty periphyton",Residential,Sampled,0,1,,RIBS_Scr
02,PICK,1.2,,8/31/2016,,Duffy stieber,1:15:00 PM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Not sampled-dry,,Not Sampled,0,0,,RIBS_Scr
02,PRUN,0.9,,8/31/2016,,Mosher smith,11:46:00 AM,5,0.1,63,17.5,68,8.3,87,6.5,84,0,0,25,10,25,50,5,10,0,0,0,100,1,0,,,,,,,,14728238780033.jpg,14728238780034.jpg,1,1,1,0,1,0,1,0,1,0,0,0,,Very good,Adequate,"Nice, small, a lot of bank erosion, pretty silty",Residential,Sampled,0,0,,RIBS_Scr
02,QRUN,0.3,,8/31/2016,,Mosher smith,9:58:00 AM,5,0.1,71,18.7,113,6.9,74,7.1,24,0.1,0,25,10,55,20,10,5,0,0,1,100,1,0,,,,,,,,14728238780035.jpg,14728238780036.jpg,1,1,1,1,0,0,1,0,0,0,0,0,,,Adequate,"Nice, small manmade dam of rock",Forest,Sampled,0,0,,RIBS_Scr
02,STIL,7.6,,8/31/2016,,"Lope, Heitz",3:31:00 PM,8,0.1,50,21.4,417,9.2,104,7.9,49,0.2,0,10,5,30,50,15,,,0,1,100,1,0,,,,,,,,14731747070033.jpg,14731747070034.jpg,1,0,1,0,0,1,1,0,0,0,1,1,,Good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
02,STOD,0.6,,8/31/2016,,"Lope, Heitz",10:58:00 AM,5,0.16,50,16.5,71,8.1,83,7.1,71,,0,20,30,40,25,5,,,0,1,70,1,20,,,,,,,,14731747070035.jpg,14731747070036.jpg,1,1,1,1,1,0,1,1,1,0,0,0,Pteronarcys,Very good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
02,STRW,7.3,,8/31/2016,,"Lope, Heitz",2:39:00 PM,2,0.2,40,20,192,8.2,90,7.2,2,0.09,0,15,20,25,45,10,,,0,1,100,3,40,,,,,,,,14731747070037.jpg,14731747070038.jpg,1,0,1,0,0,1,1,0,1,0,1,0,,Good,Adequate,,Agriculture,Sampled,0,0,,RIBS_Scr
02,TUNG,1.3,,8/31/2016,,"Lope, Heitz",8:46:00 AM,10,0.2,83,22.8,313,5.8,66,7.4,38,0.15,0,20,20,50,25,5,,,0,1,90,1,0,,,,,,,,14731747070039.jpg,14731747070040.jpg,1,0,1,1,0,1,1,0,1,0,1,0,Atherix,Good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
02,TUNG,7.1,,8/31/2016,,Mosher smith,8:35:00 AM,20,0.2,63,23.2,372,4.9,57,7.3,0,0.2,0,30,5,25,60,10,0,0,0,1,100,1,10,,,,,,,,14728238780039.jpg,14728238780040.jpg,1,0,1,1,0,1,1,0,1,0,0,0,,Good,Adequate,"Not bad, lots of knotweed",Residential,Sampled,0,0,,RIBS_Scr
02,TWEI,3.3,,8/31/2016,,"Lope, Heitz",4:21:00 PM,2,0.1,40,20.1,267,8,88,7.9,51,0.13,0,25,30,30,20,15,5,,0,1,90,2,0,,,,,,,,14731747070041.jpg,14731747070042.jpg,1,1,1,1,0,0,1,0,1,0,0,0,,Good,Low flow,Could have been recently dry. All organisms quite small & few of them,Forest,Sampled,0,0,,RIBS_Scr
02,UCHR,2.6,,8/31/2016,,Duffy stieber,2:02:00 PM,2,0.1,70,18.8,260.2,7.2,81,7.7,18,,0,60,25,25,30,20,0,0,0,0,100,1,0,,,,,,,,14731790090041.jpg,14731790090042.jpg,1,1,1,0,0,1,1,0,0,0,0,0,,Good,Adequate,,Agriculture,Sampled,0,0,,RIBS_Scr
02,WANG,20.9,,8/31/2016,,Mosher smith,1:25:00 PM,15,0.3,160,21.2,382,6.9,78,7.5,35,0.2,0,,20,50,25,5,0,0,0,1,100,2,0,,,,,,,,14728238780043.jpg,14728238780044.jpg,1,0,1,1,0,0,1,0,0,0,0,0,,Good,Adequate,"Grey water, high",Residential,Sampled,0,0,,RIBS_Scr
02,WANG_W,0.0,,8/31/2016,,Duffy stieber,2:39:00 PM,3,0.2,85,20.9,478.4,8,93,8,68,,0,,0,0,20,80,0,0,0,0,,,0,,,,,,,,14731790090043.jpg,14731790090044.jpg,1,0,1,1,0,0,1,0,0,0,0,0,Athericidae,Good,Sand,,Agriculture,Sampled,0,1,,RIBS_Scr
02,WFREN,20.6,,8/31/2016,,"Lope, Heitz",1:02:00 PM,3,0.1,67,20.5,618,6.1,67,7.6,30,0.3,0,10,,30,60,10,,,0,1,80,2,10,,,,,,,,14731747070043.jpg,14731747070044.jpg,1,0,1,0,0,0,1,0,1,0,1,0,Atherix,Poor,Adequate,,Commercial,Sampled,0,1,,RIBS_Scr
02,WRUN,1.0,,8/31/2016,,Mosher smith,10:49:00 AM,1,0.2,30,10.1,9.3,6.1,66,7.2,3,0,0,50,10,50,30,10,0,0,0,0,100,1,0,,,,,,,,14728238780047.jpg,14728238780048.jpg,1,1,1,1,0,0,1,0,1,0,0,0,,,Adequate,Nice but small and not great habitat,Forest,Sampled,0,0,,RIBS_Scr
03,BARA,11.5,,7/21/2015,,Duffy Mosher,12:06:00 PM,20,0.2,40,18.3,118,8.9,95,7.6,90,0.05,,30,10,60,25,5,0,,0,0,100,2,0,,,,,,,,14375801070001.jpg,14375801070002.jpg,1,1,0,1,0,0,0,0,1,0,0,0,,Very good,Adequate,"Very nice, lots of mosquitoes",Residential,Sampled,0,0,,RIBS_Int
03,CHMO,10.1,,7/21/2015,,"A. Smith, R. Smith",4:56:00 PM,15,0.5,10,28,524,6.2,79,8,2,,,,,,,,,,1,1,,,30,2,2,1,2,Hard,Sand,Susp Algae,14377607730007.jpg,14377607730008.jpg,,,,,,,,,,,,,,,,"In addition to sand there was quite a bit of gravel, almost 50%.",Agricultural,Sampled,,,,RIBS_Scr
03,CHMO,6.2,,7/21/2015,,"A. Smith, R. Smith",3:34:00 PM,10,0.2,90,24,460,8.9,106,8,30,,,30,40,30,20,20,,,0,1,100,2,0,,,,,,,,14377528040005.jpg,14377528040006.jpg,1,1,1,1,0,0,1,0,1,0,0,0,,Good,Adequate,"Enriched slightly, most likely due to the significant impoundment immediately upstream of the riffle.",Residential,Sampled,0,0,,RIBS_Scr
03,CHMO,8.0,,7/21/2015,,"A. Smith, R. Smith",4:23:00 PM,15,1,10,23,506,1.2,13,7.2,0,,,,,,,,,,1,1,,,100,2,2,2,2,Very soft,Clay,Susp Algae,14377607730005.jpg,14377607730006.jpg,,,,,,,,,,,,,,,,"Very little flow, had to move the site upstream from original coordinates due to access",Agricultural,Sampled,,,,RIBS_Scr
03,EMIL,7.5,,7/21/2015,,HEITZ NOVAK,5:15:00 PM,15,0.3,63,24,673,7.8,95,8,38,,,40,20,40,20,5,15,,0,1,75,1,15,,,,,,,,14377606080001.jpg,14377606080002.jpg,1,0,1,1,0,0,0,0,1,1,1,0,Tipulids,Good,Adequate,Taken at coordinates not 200 m below JACQUES RD. walked along edge of farm field ( checked with farmer),Agriculture,Sampled,0,0,,RIBS_Scr
03,FOMI,0.9,,7/21/2015,,Heitz Novak,2:49:00 PM,7,0.3,10,22.9,955,10.2,121,7.9,90,,,30,,10,60,20,10,,0,1,70,2,,,,,,,,,14377624080001.jpg,14377624080002.jpg,1,0,0,0,0,0,1,0,1,1,0,0,Sow bugs leeches,Poor,Gravel,Lots of duckweed downstream some in the kick reach,Rural Residential,Sampled,0,1,,RIBS_Scr
03,FOMI,5.7,,7/21/2015,,"Heitzman, Novak",12:45:00 PM,2,0.2,15,21.8,908,4.7,54,7.4,44,,,,,,,,,,0,1,,,50,2,2,0,2,Soft,Clay,Turn,14377645430001.jpg,14377645430002.jpg,,,,,,,,,,,,,,,,"Scuds, Isopoda, crayfish, damsels",Agricultural,Sampled,,,,RIBS_Scr
03,FOMI_S,0.1,,7/21/2015,,heitz novak,1:45:00 PM,3,0.2,0,23,834,6,71,7.7,88,,,,,,,,,,0,0,,,0,2,0,2,2,,Clay,Turn,14377645430003.jpg,14377645430004.jpg,,,,,,,,,,,,,,,,,Rural residential,Sampled,,,,RIBS_Scr
03,FOXS,0.3,,7/21/2015,,Mosher Duffy,11:31:00 AM,15,0.4,19.5,19.5,119,9,98.3,7.9,14,,,30,30,50,10,10,0,,0,1,100,3,0,,,,,,,,14375801070013.jpg,14375801070014.jpg,1,1,0,1,0,0,0,0,1,0,0,0,,Very good,Adequate,Great site loaded with huge perlids,Residential,Sampled,0,0,,RIBS_Scr
03,FOXS,1.2,,7/21/2015,,Duffy Mosher,1:14:00 PM,25,0.3,70,22.2,144,8.7,99.5,8,24,0.07,,50,20,60,15,5,0,,0,0,100,2,0,,,,,,,,14375801070011.jpg,14375801070012.jpg,1,1,1,1,0,0,0,0,0,0,0,0,,Very good,Adequate,Very nice site. Swimmable,Residential,Sampled,0,0,,RIBS_Scr
03,GHIL,1.5,,7/21/2015,,JL/JD,3:37:00 PM,3,0.5,0,21.8,992,4.42,49.7,7.75,96,,,5,0,70,10,20,0,0,1,0,100,1,0,,,,,,,,14377579410019.jpg,14377579410020.jpg,0,0,0,0,0,1,1,0,1,1,0,0,Leeches,Poor,,"Poor bugs, net jab, not low gradient due to substrate",Agricultural,Sampled,0,1,,RIBS_Scr
03,GRUN,2.7,,7/21/2015,,Duffy Mosher,10:42:00 AM,1.5,0.1,20,19.3,202,7.8,84,7.6,98,,,50,0,60,30,10,0,,0,0,,0,O,,,,,,,,14375801070015.jpg,14375801070016.jpg,0,1,1,0,0,0,0,0,1,0,0,0,Hemip,Very good,Adequate,,"Agriculture, Residential",Sampled,0,0,,RIBS_Scr
03,GUFF,1.8,,7/21/2015,,"A. Smith, R. Smith",2:34:00 PM,5,0.3,10,24.6,373,1.7,20,6.9,2,,,,,,,,,,0,1,,,100,2,2,2,2,Very soft,Clay,Turb,14377607730003.jpg,14377607730004.jpg,,,,,,,,,,,,,,,,Impounded by beaver dam so there is very little flow if any. Filamentous algae and macrophytes cover the entire surface area of the water.,Agricultural,Sampled,,,,RIBS_Scr
03,HRTB,2.2,,7/21/2015,,"A. Smith, R. Smith",12:53:00 PM,3,0.2,70,22,718,7.1,80,7.7,,,,,,,,,,,0,0,,,20,2,2,2,2,Soft,Sand,Turb,14377607730001.jpg,14377607730002.jpg,,,,,,,,,,,,,,,,"Small, shallow low gradient stream with exposed roots from riparian vegetation.",Agricultural and residential,Sampled,,,,RIBS_Scr
03,JEDO,0.1,,7/21/2015,,JL/JD,1:30:00 PM,8,0.14,50,23.4,706,8.82,104.2,8.13,86,,,10,,,80,,5,,0,1,100,1,0,,,,,,,,14377579410021.jpg,14377579410022.jpg,1,0,1,1,0,0,1,1,0,1,0,1,,Good,Adequate,80 meters downstream,"Agricultural, Forested, Residential",Sampled,0,0,,RIBS_Scr
03,JEDO,1.4,,7/21/2015,,JL/JD,2:10:00 PM,8,0.14,90,24,698,9.24,109.6,7.72,94,,,10,70,20,10,,,,0,1,100,1,0,,,,,,,,14377579410023.jpg,14377579410024.jpg,1,0,1,1,0,0,1,1,1,1,0,1,Tipulid,Good,Adequate,Bedrock,Camp site,Sampled,0,0,,RIBS_Scr
03,JOHN,12.7,,7/21/2015,,JL/JD,2:53:00 PM,15,3,5,25,694,6.6,82.7,8.13,86,,,,,,,,,,1,1,,,10,2,1,2,2,Very soft,Silt,Turb,14377589820007.jpg,14377589820008.jpg,,,,,,,,,,,,,,,,Net Jab too deep to center,agricultural,Sampled,,,,RIBS_Scr
03,JOHN,8.4,,7/21/2015,,JL/JD,4:31:00 PM,4,0.3,75,27.3,683,11.09,140.9,8.71,11,,,20,10,70,10,,,,0,1,100,1,10,,,,,,,,14377579410025.jpg,14377579410026.jpg,1,0,1,1,0,0,1,1,1,1,1,0,,Good,Adequate,,Agricultural,Sampled,0,0,,RIBS_Scr
03,MIDL,2.5,,7/21/2015,,JL/JD,12:56:00 PM,3,0.6,10,19.3,939,3.61,39.3,7.73,36,,,,,,,,,,0,1,,,40,2,2,2,2,Soft,Silt,Turb,14377589820005.jpg,14377589820006.jpg,,,,,,,,,,,,,,,,Small stream at culvert,Agricultural,Sampled,,,,RIBS_Scr
03,RAYS,9.1,,7/21/2015,,Mosher Duffy,4:07:00 PM,3,0.2,60,23.4,75,8.4,98,7.6,30,,,30,25,50,15,10,0,,0,0,100,2,0,,,,,,,,14375801070033.jpg,14375801070034.jpg,1,1,1,1,0,0,1,0,1,0,0,0,Mosquitoes,Very good,Adequate,Big stoneflies,Residential,Sampled,0,0,,RIBS_Scr
03,SAND,29.3,,7/21/2015,,"R. Smith, A. Smith",11:04:00 AM,1,0.1,140,20,446,9.3,103,8,8,,,,,,20,20,,,0,1,100,3,0,,,,,,,,14377528040041.jpg,14377528040042.jpg,1,1,1,1,0,1,1,0,0,0,1,0,,Good,Bedrock,Looks very enriched with lots of algal growth on bedrock substrate,Agricultural,Sampled,0,0,,RIBS_Scr
03,SAND,8.4,,7/21/2015,,Duffy Mosher,3:14:00 PM,30,0.4,60,27,413,13.1,165,8.6,4,,,10,30,10,0,0,0,,0,0,,,5,,,,,,,,14375801070041.jpg,14375801070042.jpg,1,0,1,1,0,0,1,1,1,0,1,0,Tipulidae,Good,Adequate,60% bedrock,Residential,Sampled,0,0,,RIBS_Scr
03,SAND_T11,1.5,,7/21/2015,,Duffy Mosher,2:23:00 PM,5,0.2,30,21.6,113,7.6,83,7.7,98,0.05,,20,20,50,30,0,0,,0,0,0,,0,,,,,,,,14375801070055.jpg,14375801070056.jpg,1,1,1,1,0,0,1,1,1,0,0,0,Slamanders,Good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
03,SKIN,11.6,,7/21/2015,,Duffy Mosher,12:31:00 PM,10,0.3,40,18.2,139,8.9,94,7.7,86,0.06,,50,10,60,20,10,0,,0,0,0,,0,,,,,,,,14375801070045.jpg,14375801070046.jpg,1,1,0,0,0,0,0,0,1,0,0,0,,Very good,Adequate,Pteronarcys,Residential,Sampled,0,0,,RIBS_Scr
03,SKIN_T5,0.2,,7/21/2015,,Duffy Mosher,12:51:00 PM,15,0.4,20,21.5,208,8.2,93,7.9,98,,,60,15,65,20,,,,0,0,100,2,0,,,,,,,,14375801070047.jpg,14375801070048.jpg,1,0,1,0,0,0,0,0,0,0,0,1,,Poor,Adequate,Lots of worms,Agriculture,Sampled,0,0,,RIBS_Scr
03,SSAN_T,0.7,,7/21/2015,,Mosher Duffy,2:00:00 PM,5,0.1,30,20,144,8.3,92,7.5,95,,,20,0,15,80,0,5,,0,0,0,,0,,,,,,,,14375801070049.jpg,14375801070050.jpg,0,1,1,0,0,1,0,0,1,0,0,0,Fish salamanders,Good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
03,TELV,10.6,,7/21/2015,,Heitz novak,3:44:00 PM,3,0.3,0,24.5,739,5.1,61,7.4,55,,,,,,,,,,0,1,,,40,,2,,2,Very soft,Silt,Turn,14377645430005.jpg,14377645430006.jpg,,,,,,,,,,,,,,,,Substrate is mainly decomposed plant matter and very sticky mud!,Agricultural,Sampled,,,,RIBS_Int
03,BARA,0.3,,7/22/2015,,"RSmith, AJSmith",10:05:00 AM,3,0.3,20,17.75,358,9.11,95.1,8.23,50,,,,80,10,10,10,,,0,0,70,2,,,,,,,,,14377528040001.jpg,14377528040002.jpg,1,1,1,1,0,0,1,1,0,0,0,0,,Very good,Bedrock,,"Residential, agricultural, Residential",Sampled,0,0,,RIBS_Scr
03,BEAG,1.8,,7/22/2015,,JL/JD,9:26:00 AM,4,1,2,19,820,4.69,49,7.78,96,,,,,,,,,,1,1,,,10,2,2,2,2,Soft,Sand,Turb,14377589820009.jpg,14377589820010.jpg,,,,,,,,,,,,,,,,Nearly still water,Agricultural,Sampled,,,,RIBS_Scr
03,BROK,2.0,,7/22/2015,,JL/JD,12:25:00 PM,4,0.14,45,20.4,814,8.77,97.7,7.75,95,,,20,,70,20,,5,,0,1,100,1,30,,,,,,,,14377579410007.jpg,14377579410008.jpg,1,0,1,1,0,0,1,1,1,0,1,1,,Good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
03,BUFY,1.6,,7/22/2015,,"A. smith, R. Smith",4:51:00 PM,3,0.1,,21,365,8,89,8.2,41,,,50,5,40,30,30,,,0,1,100,2,0,,,,,,,,14377528040003.jpg,14377528040004.jpg,1,1,1,0,1,1,0,0,1,0,0,0,Tipulidae,Very good,Adequate,"Algal growth on rocks is thick, some fine sediment deposition as well.",Residential,Sampled,0,0,,RIBS_Scr
03,BUTN,6.2,,7/22/2015,,Heitz Novak,10:29:00 AM,2,0.2,54,19.7,634,8.11,91,8.1,6,,,50,0,5,50,35,10,,0,1,100,1,,,,,,,,,14377626820001.jpg,14377626820002.jpg,1,0,1,1,0,1,1,0,1,1,1,0,Leeches other Diptera,Good,Adequate,Substrate adequate but embedded and lots of sand. Homeowner says salmon are in stream but dec has said no. He has seen salmon.,Rural Residential,Sampled,0,0,,RIBS_Scr
03,ESAL,36.7,,7/22/2015,,Duffy Mosher,3:29:00 AM,15,0.2,50,19,69,9.7,104,7.5,95,,,20,5,50,40,5,0,0,0,0,,,,,,,,,,,14375801070007.jpg,14375801070008.jpg,1,1,1,1,0,0,,,0,0,,,Tipulids,Good,Adequate,,,Sampled,0,0,,RIBS_Scr
03,ESND,0.2,,7/22/2015,,JL/JD,8:30:00 AM,4,0.28,70,21.1,686,7.04,78.2,8.08,55,,,30,20,50,20,,,,0,0,100,1,,,,,,,,,14377579410009.jpg,14377579410010.jpg,1,0,1,1,0,0,1,1,0,1,1,1,Tipulids,Good,Adequate,,"Residential, Agricultural",Sampled,0,0,,RIBS_Scr
03,ESND,9.0,,7/22/2015,,JL/JD,8:01:00 AM,2.5,0.18,60,17.2,893,7.26,75,7.89,92,,,20,10,30,50,,,,0,1,100,1,0,,,,,,,,14377579410011.jpg,14377579410012.jpg,1,1,1,1,1,0,1,1,1,0,0,1,,Very good,Adequate,,"Residential, Agricultural",Sampled,0,0,,RIBS_Scr
03,FLEM,0.7,,7/22/2015,,JL/JD,2:25:00 PM,3.5,0.1,40,20.1,1136,8.42,93.7,8.05,87,,,40,10,70,15,,,,0,1,50,1,,,,,,,,,14377579410013.jpg,14377579410014.jpg,1,0,1,0,0,0,1,1,0,1,1,1,Leeches and flat worms,Poor,Adequate,Lots of black flies as much as Jeff has ever seen,Residential.,Sampled,0,0,,RIBS_Scr
03,IRON,19.9,,7/22/2015,,HEITZ Novak,3:28:00 PM,6,0.2,83,19.3,781,9.8,109,8.2,62,,,30,10,30,40,10,10,,0,1,100,1,,,,,,,,,14377624950009.jpg,14377624950010.jpg,1,1,1,1,0,0,0,0,1,0,0,0,,Very good,Adequate,,Rural Residential,Sampled,0,0,,RIBS_Int
03,IRON,25.8,,7/22/2015,,HEITZ Novak,2:28:00 PM,5,0.2,53,20.5,719,9.4,107,8.3,41,,,,5,40,30,10,15,,0,1,100,1,,,,,,,,,14377624950001.jpg,14377624950002.jpg,1,0,1,1,1,0,1,1,1,1,0,0,Tipulids,Good,Adequate,Diatoms cover rocks but a lot with diatoms. 30 m below confluence of IRON and trib,Rural Residential,Sampled,0,0,,RIBS_Scr
03,IRON,4.7,,7/22/2015,,HEITZ Novak,6:07:00 PM,15,0.2,100,19.9,1245,8.4,95,8.3,25,,,0,0,0,50,45,5,,0,1,30,0,,,,,,,,,14377624950003.jpg,14377624950004.jpg,1,0,1,1,0,0,0,1,0,1,0,0,,Poor,Gravel,Abundance low,Commercial,Sampled,0,0,,RIBS_Scr
03,IRON,6.9,,7/22/2015,,HEITZ Novak,1:33:00 PM,8,0.2,83,18,1204,9,98,8.2,96,,,40,5,10,35,40,10,,0,1,30,2,,,,,,,,,14377624950007.jpg,14377624950008.jpg,1,0,1,0,0,0,1,0,1,1,1,0,Sow bugs,Poor,Adequate,High conductance,Recreational,Sampled,0,1,,RIBS_Scr
03,IRON_T,0.1,,7/22/2015,,"HEITZ, Novak",4:00:00 PM,4,0.2,80,18.6,1249,8.3,91,8.2,44,,,,30,15,20,30,5,,0,1,100,0,0,,,,,,,,14377624950011.jpg,14377624950012.jpg,1,0,1,0,0,0,1,1,1,1,0,0,,Poor,Adequate,"This must be source of high conductance at IRON-04 Rip-rap on both sides of stream, lots of Filamentous algae",Residential,Sampled,0,0,,RIBS_Scr
03,LGRN,0.2,,7/22/2015,,"RSmith, AJSmith",3:00:00 PM,3,0.4,,24.11,163,7.19,85.5,7.63,,,,50,5,5,85,85,,,0,0,100,2,0,,,,,,,,14377528040021.jpg,14377528040022.jpg,1,0,1,1,1,1,1,0,1,0,0,0,,Good,Gravel,Invertebrate community suggests the stream is enriched.,Residential,Sampled,0,0,,RIBS_Scr
03,LSAM,1.6,,7/22/2015,,"A. Smith, R. Smith",4:25:00 PM,20,0.2,,26,226,8.1,99,8.6,2,,,50,10,40,30,30,,,0,1,100,3,0,,,,,,,,14377528040025.jpg,14377528040026.jpg,1,1,1,1,1,0,1,0,1,0,0,0,,,Adequate,"'Home owner Daniel Parker says he has had sinficant bacterial health issues from the creek water. Should be a intensive site. 313 Rte 104b, Mexico 13114 315-963-23043",Residential,Sampled,0,0,,RIBS_Scr
03,MAD,2.5,,7/22/2015,,Duffy Mosher,9:20:00 AM,25,0.3,1,16.9,66,10.1,105,7.8,16,0.03,,10,40,50,5,5,0,,0,0,100,1,0,,,,,,,,14375801070019.jpg,14375801070020.jpg,1,1,1,0,1,0,0,0,1,0,0,0,,Very good,Adequate,Great site. Underneath foot bridge.,Residential,Sampled,0,0,,RIBS_Scr
03,MORM,3.0,,7/22/2015,,JL/JD,11:57:00 AM,3,0.18,50,21,680,9.47,105.2,8.02,60,,,20,10,60,20,,,,0,1,100,1,5,,,,,,,,14377579410033.jpg,14377579410034.jpg,1,0,1,1,0,0,1,1,1,1,1,1,,Good,Adequate,,"Agricultural, Residential",Sampled,0,0,,RIBS_Int
03,NRUP,0.8,,7/22/2015,,HEITZ Novak,12:33:00 PM,6,0.3,77,21,665,8.2,95,8.28,65,,,25,40,20,15,20,5,,0,1,60,1,10,,,,,,,,14377629960007.jpg,14377629960008.jpg,1,0,1,1,0,0,0,0,1,1,1,0,,Good,Adequate,,Residential and agricultural,Sampled,0,0,,RIBS_Scr
03,PRIN,0.5,,7/22/2015,,Duffy Mosher,,5,0.3,70,17,83,10.4,107,7.8,38,,,30,10,60,20,10,0,0,,,,,,,,,,,,,N/A,N/A,1,1,1,1,0,0,0,0,0,0,0,0,,Very good,,"a lot of exposed stream bed, great site",,Sampled,,,,RIBS_Scr
03,PRIN,2.7,,7/22/2015,,Duffy Mosher,1:45:00 AM,10,0.1,50,16.5,70,10.5,108,7.9,98,,,10,20,50,20,10,0,0,,,,,,,,,,,,,N/A,N/A,1,1,1,1,1,0,0,0,0,0,0,0,,Very good,,"great site, family campground",,Sampled,,,,RIBS_Scr
03,SALM,29.0,,7/22/2015,,Duffy Mosher,11:34:00 AM,30,0.5,60,17.2,97,10,103,7.8,16,,,20,10,50,20,10,0,,0,0,100,3,0,,,,,,,,14375801070039.jpg,14375801070040.jpg,1,1,1,1,1,0,0,0,0,0,0,0,,Very good,Adequate,Really big perlids,Residential,Sampled,0,0,,RIBS_Scr
03,SALM,3.9,,7/22/2015,,"RSmith, AJSmith",1:40:00 PM,20,0.5,3,21.54,82,8.5,96.2,7.9,5,,,,25,50,25,25,,,0,1,100,1,0,,,,,,,,14377528040037.jpg,14377528040038.jpg,1,1,1,1,1,0,1,0,0,0,0,0,,Very good,,,Residential,Sampled,0,0,,RIBS_Scr
03,SAMC,0.5,,7/22/2015,,HEITZ NOVAK,8:20:00 AM,3,0.2,63,18.8,683,7.8,86,8.2,83,,,20,5,20,50,20,5,,0,1,50,1,10,,,,,,,,14377631070005.jpg,14377631070006.jpg,0,0,1,1,1,1,1,0,1,0,0,0,Tipulids,Very good,Adequate,Go into Northampton county park ski area walk down mowed field to stream. Steep to go down by the road. Pickerel weed in stream,Recreational,Sampled,0,0,,RIBS_Scr
03,SAMC,5.8,,7/22/2015,,JL/JD,1:01:00 PM,5,0.2,60,21.2,734,9.42,106.5,8.08,33,,,20,10,60,25,,,,0,1,100,2,,,,,,,,,14377579410043.jpg,14377579410044.jpg,1,0,1,1,0,0,1,1,1,0,0,1,Tipulids,Good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
03,SAMC,9.3,,7/22/2015,,HEITZ Novak,9:20:00 AM,7,0.3,72,19.3,686,8.2,92,8.3,57,,,30,20,20,40,15,5,,0,0,80,2,,,,,,,,,14377631070003.jpg,14377631070004.jpg,1,0,1,1,1,0,0,0,1,0,1,0,Tipulids,Good,Adequate,Prob. Agriculture Upstream This site is downstream of where stream passes through or under (?) canal. Much bigger than upstream so likely goes through canal. Is this canal water?,Rural Residential,Sampled,0,0,,RIBS_Scr
03,SAND,2.7,,7/22/2015,,"RSmith, AJSmith",8:58:00 AM,8,0.2,220,19.33,484,9.91,107.8,8.32,,,,30,,,80,80,,,0,1,,1,0,,,,,,,,14377528040039.jpg,14377528040040.jpg,1,1,1,1,1,0,1,0,1,1,1,0,,Very good,Gravel,Historical riffle is gone. Sample was moved to 75 meters upstream,Agricultural,Sampled,0,0,,RIBS_Scr
03,SHIP,0.1,,7/22/2015,,JL/JD,3:37:00 PM,3,0.1,50,20.7,893,9.31,104.8,7.96,50,,,10,30,40,25,,,,0,1,100,1,,,,,,,,,14377579410047.jpg,14377579410048.jpg,1,0,1,1,0,0,1,0,1,1,0,0,,Good,Adequate,,Residential,Sampled,0,0,,RIBS_Int
03,SHTR,0.3,,7/22/2015,,JL/JD,4:09:00 PM,1,0.12,40,20,1018,7.71,84.7,7.75,83,,,20,,20,60,,10,,0,1,50,1,,,,,,,,,14377579410049.jpg,14377579410050.jpg,1,0,1,1,0,1,1,1,0,1,0,0,Tipi lids,Good,Adequate,,"Residential, recreational",Sampled,0,0,,RIBS_Scr
