row_index,instance_id,EVENT_SMAS_ID,MFDH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVERMILE,MFDH_EVENT_SMAS_SAMPLE_DATE,MFDH_BIOSAMPLE_COLLECT_METHOD,MFDH_BIOSAMP_COL_METHOD_NOTE,MFDH_EPHEMEROPTERA,MFDH_PLECOPTERA,MFDH_TRICHOPTERA,MFDH_COLEOPTERA,MFDH_MEGALOPTERA,MFDH_ODONATA,MFDH_CHIRONOMIDAE,MFDH_SIMULIIDAE,MFDH_DECAPODS,MFDH_GAMMARIDAE,MFDH_MOLLUSCA,MFDH_OLIGOCHAETA,MFDH_TIPULIDAE,MFDH_OTHERS,MFDH_OTHER,MFDH_FIELD_WATER_QLTY,MFDH_HABITAT,MFDH_LGS_HABITAT_BANK,MFDH_LGS_HABITAT_MACROPHYTE,MFDH_LGS_HABITAT_SNAG,MFDH_LGS_HABITAT_SUBSTRATE,MFDH_BOTTOM_TYPE,MFDH_DOMINANT_SUBSTRATE,MFDH_WATER_CLARITY_DRIVER,MFDH_MACRO_COMMENT
5908,06-CARR-1.9_20080806_5908,06-CARR-1.9_20080806,06-CARR-1.9,06,CARR,1.9,08/06/2008,Not_Sampled,,T,T,T,F,F,F,T,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5909,06-CATA-1.7_20080806_5909,06-CATA-1.7_20080806,06-CATA-1.7,06,CATA,1.7,08/06/2008,Unknown,,T,T,T,F,T,F,F,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5910,06-CSTL-0.9_20080806_5910,06-CSTL-0.9_20080806,06-CSTL-0.9,06,CSTL,0.9,08/06/2008,Unknown,,T,T,T,T,F,T,T,F,T,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5911,06-CSTL-1.9_20080806_5911,06-CSTL-1.9_20080806,06-CSTL-1.9,06,CSTL,1.9,08/06/2008,Unknown,,T,F,T,T,F,F,T,F,T,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5912,06-DILA-5.4_20080806_5912,06-DILA-5.4_20080806,06-DILA-5.4,06,DILA,5.4,08/06/2008,Unknown,,T,T,T,F,F,F,T,F,T,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5913,06-ELLS-1.0_20080806_5913,06-ELLS-1.0_20080806,06-ELLS-1.0,06,ELLS,1.0,08/06/2008,Unknown,,T,T,F,T,F,F,F,F,T,F,T,F,F,T,X,NA,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5914,06-FLIC_T7-3.8_20080806_5914,06-FLIC_T7-3.8_20080806,06-FLIC_T7-3.8,06,FLIC_T7,3.8,08/06/2008,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,DITCH,-9999,-9999,-9999,-9999,NA,NA,NA,
5915,06-FLYD-0.3_20080806_5915,06-FLYD-0.3_20080806,06-FLYD-0.3,06,FLYD,0.3,08/06/2008,Unknown,,T,T,T,F,T,F,F,F,F,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5916,06-FLYD-3.9_20080806_5916,06-FLYD-3.9_20080806,06-FLYD-3.9,06,FLYD,3.9,08/06/2008,Unknown,,T,T,T,T,T,F,F,F,T,F,F,F,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Fish: slimy sculpin. Heavy silt & algae on rocks , good community"
5917,06-GREA-0.7_20080806_5917,06-GREA-0.7_20080806,06-GREA-0.7,06,GREA,0.7,08/06/2008,Unknown,,T,T,T,T,F,F,T,F,T,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5918,06-HAYD-2.8_20080806_5918,06-HAYD-2.8_20080806,06-HAYD-2.8,06,HAYD,2.8,08/06/2008,Unknown,,T,T,T,T,F,F,T,F,T,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5919,06-HYDE-0.9_20080806_5919,06-HYDE-0.9_20080806,06-HYDE-0.9,06,HYDE,0.9,08/06/2008,Unknown,,T,T,T,T,T,F,T,F,T,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5920,06-LCHO-2.0_20080806_5920,06-LCHO-2.0_20080806,06-LCHO-2.0,06,LCHO,2.0,08/06/2008,Unknown,,F,T,T,T,F,F,T,F,T,F,F,F,F,T,X,Poor,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5921,06-MLBO-0.3_20080806_5921,06-MLBO-0.3_20080806,06-MLBO-0.3,06,MLBO,0.3,08/06/2008,Unknown,,T,T,T,F,T,F,T,F,T,F,F,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5922,06-NANG-0.7_20080806_5922,06-NANG-0.7_20080806,06-NANG-0.7,06,NANG,0.7,08/06/2008,Unknown,,T,F,T,F,F,F,T,F,F,T,F,F,F,F,,Good,Good,-9999,-9999,-9999,-9999,NA,NA,NA,
5923,06-NANT-0.6_20080806_5923,06-NANT-0.6_20080806,06-NANT-0.6,06,NANT,0.6,08/06/2008,Unknown,,T,T,T,T,F,F,T,F,T,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5924,06-OTGO_T30-2.7_20080806_5924,06-OTGO_T30-2.7_20080806,06-OTGO_T30-2.7,06,OTGO_T30,2.7,08/06/2008,Unknown,,T,T,T,T,T,T,F,F,T,F,F,F,F,F,,Very_good,A/LF,-9999,-9999,-9999,-9999,NA,NA,NA,
5925,06-OTGO_W-0.5_20080806_5925,06-OTGO_W-0.5_20080806,06-OTGO_W-0.5,06,OTGO_W,0.5,08/06/2008,Unknown,,T,T,T,T,F,F,T,F,F,F,F,T,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5926,06-OWGO-0.3_20080806_5926,06-OWGO-0.3_20080806,06-OWGO-0.3,06,OWGO,0.3,08/06/2008,Unknown,,T,F,T,T,F,F,F,F,T,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5927,06-PAGE-0.6_20080806_5927,06-PAGE-0.6_20080806,06-PAGE-0.6,06,PAGE,0.6,08/06/2008,Unknown,,T,F,T,F,F,F,F,F,T,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5928,06-PATT-0.3_20080806_5928,06-PATT-0.3_20080806,06-PATT-0.3,06,PATT,0.3,08/06/2008,Unknown,,F,F,T,T,F,T,T,F,T,T,F,F,F,T,X,Poor,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5929,06-PECA-2.5_20080806_5929,06-PECA-2.5_20080806,06-PECA-2.5,06,PECA,2.5,08/06/2008,Unknown,,T,T,T,F,F,F,F,F,F,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5930,06-PIPE-9.6_20080806_5930,06-PIPE-9.6_20080806,06-PIPE-9.6,06,PIPE,9.6,08/06/2008,Unknown,,T,F,T,T,F,T,F,F,F,F,T,F,F,F,,Good,LF,-9999,-9999,-9999,-9999,NA,NA,NA,
5931,06-ROGR-0.3_20080806_5931,06-ROGR-0.3_20080806,06-ROGR-0.3,06,ROGR,0.3,08/06/2008,Unknown,,T,T,T,F,F,F,T,F,F,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5932,06-SHWL-0.1_20080806_5932,06-SHWL-0.1_20080806,06-SHWL-0.1,06,SHWL,0.1,08/06/2008,Unknown,,T,T,T,T,T,T,T,F,T,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5933,06-SNAK-0.4_20080806_5933,06-SNAK-0.4_20080806,06-SNAK-0.4,06,SNAK,0.4,08/06/2008,Unknown,,T,T,T,T,F,F,T,F,T,F,F,T,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5934,06-SOUB-0.2_20080806_5934,06-SOUB-0.2_20080806,06-SOUB-0.2,06,SOUB,0.2,08/06/2008,Unknown,,T,F,T,F,T,F,F,F,T,F,F,F,F,F,,Poor,LF,-9999,-9999,-9999,-9999,NA,NA,NA,
5935,06-SUGC-0.3_20080806_5935,06-SUGC-0.3_20080806,06-SUGC-0.3,06,SUGC,0.3,08/06/2008,Unknown,,T,T,T,F,T,F,T,F,F,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5936,06-SUSQ-3.8_20080806_5936,06-SUSQ-3.8_20080806,06-SUSQ-3.8,06,SUSQ,3.8,08/06/2008,Unknown,,T,F,T,T,F,T,F,F,F,F,T,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5937,06-SUSQ-25.2_20080806_5937,06-SUSQ-25.2_20080806,06-SUSQ-25.2,06,SUSQ,25.2,08/06/2008,Unknown,,T,F,T,T,F,F,F,F,T,F,T,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5938,06-THOS-0.5_20080806_5938,06-THOS-0.5_20080806,06-THOS-0.5,06,THOS,0.5,08/06/2008,Unknown,,F,F,F,T,T,F,T,T,T,T,F,F,F,T,X,Poor,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5939,06-WHAR-0.6_20080806_5939,06-WHAR-0.6_20080806,06-WHAR-0.6,06,WHAR,0.6,08/06/2008,Unknown,,T,T,T,T,T,F,T,F,T,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5940,06-YALE-4.5_20080806_5940,06-YALE-4.5_20080806,06-YALE-4.5,06,YALE,4.5,08/06/2008,Unknown,,T,T,T,F,F,F,T,T,T,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5941,06-BELD-0.5_20080807_5941,06-BELD-0.5_20080807,06-BELD-0.5,06,BELD,0.5,08/07/2008,Unknown,,T,F,T,F,F,F,T,F,T,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5942,06-CATA-11.7_20080807_5942,06-CATA-11.7_20080807,06-CATA-11.7,06,CATA,11.7,08/07/2008,Unknown,,T,T,T,T,T,F,F,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5943,06-CAYU-15.5_20080807_5943,06-CAYU-15.5_20080807,06-CAYU-15.5,06,CAYU,15.5,08/07/2008,Unknown,,T,F,T,T,F,F,F,F,T,F,F,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5944,06-CAYU-17.3_20080807_5944,06-CAYU-17.3_20080807,06-CAYU-17.3,06,CAYU,17.3,08/07/2008,Unknown,,T,T,T,T,T,F,F,F,T,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5945,06-CHAR-9.5_20080807_5945,06-CHAR-9.5_20080807,06-CHAR-9.5,06,CHAR,9.5,08/07/2008,Unknown,,T,T,T,F,F,F,T,F,F,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5946,06-CHER-12.7_20080807_5946,06-CHER-12.7_20080807,06-CHER-12.7,06,CHER,12.7,08/07/2008,Unknown,,T,T,T,T,F,F,F,T,T,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5947,06-CORL-0.3_20080807_5947,06-CORL-0.3_20080807,06-CORL-0.3,06,CORL,0.3,08/07/2008,Unknown,,T,T,T,F,F,F,T,F,T,F,F,F,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5948,06-DANB-1.3_20080807_5948,06-DANB-1.3_20080807,06-DANB-1.3,06,DANB,1.3,08/07/2008,Unknown,,T,T,T,F,T,F,F,T,T,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5949,06-DECA-0.3_20080807_5949,06-DECA-0.3_20080807,06-DECA-0.3,06,DECA,0.3,08/07/2008,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5950,06-JAKC-0.4_20080807_5950,06-JAKC-0.4_20080807,06-JAKC-0.4,06,JAKC,0.4,08/07/2008,Unknown,,T,T,T,T,F,F,F,F,T,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5951,06-MASV_E-1.4_20080807_5951,06-MASV_E-1.4_20080807,06-MASV_E-1.4,06,MASV_E,1.4,08/07/2008,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5952,06-MICI-3.7_20080807_5952,06-MICI-3.7_20080807,06-MICI-3.7,06,MICI,3.7,08/07/2008,Unknown,,F,T,T,T,T,F,F,F,F,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5953,06-NVUS-0.9_20080807_5953,06-NVUS-0.9_20080807,06-NVUS-0.9,06,NVUS,0.9,08/07/2008,Unknown,,T,T,T,F,T,F,F,F,T,F,F,F,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5954,06-OAKS-0.7_20080807_5954,06-OAKS-0.7_20080807,06-OAKS-0.7,06,OAKS,0.7,08/07/2008,Unknown,,T,T,T,T,F,F,T,F,F,F,F,T,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5955,06-OAKS_T2-0.8_20080807_5955,06-OAKS_T2-0.8_20080807,06-OAKS_T2-0.8,06,OAKS_T2,0.8,08/07/2008,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5956,06-OCCA-0.2_20080807_5956,06-OCCA-0.2_20080807,06-OCCA-0.2,06,OCCA,0.2,08/07/2008,Unknown,,T,T,T,T,F,F,T,F,F,F,T,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5957,06-OWGO_W-7.8_20080807_5957,06-OWGO_W-7.8_20080807,06-OWGO_W-7.8,06,OWGO_W,7.8,08/07/2008,Unknown,,T,T,T,T,T,F,F,F,T,F,F,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5958,06-PROP-0.1_20080807_5958,06-PROP-0.1_20080807,06-PROP-0.1,06,PROP,0.1,08/07/2008,Unknown,,T,T,T,T,T,T,T,F,F,F,T,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5959,06-SUSQ-46.3_20080807_5959,06-SUSQ-46.3_20080807,06-SUSQ-46.3,06,SUSQ,46.3,08/07/2008,Unknown,,T,T,T,T,F,T,T,F,T,F,F,F,F,F,,Good,S/G,-9999,-9999,-9999,-9999,NA,NA,NA,
5960,06-TRED-0.5_20080807_5960,06-TRED-0.5_20080807,06-TRED-0.5,06,TRED,0.5,08/07/2008,Unknown,,T,T,T,F,F,F,T,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5961,06-USSQ-69.1_20080807_5961,06-USSQ-69.1_20080807,06-USSQ-69.1,06,USSQ,69.1,08/07/2008,Unknown,,T,F,T,T,F,F,T,F,F,F,F,F,F,F,,Good,S/G,-9999,-9999,-9999,-9999,NA,NA,NA,
5962,06-USSQ-99.3_20080807_5962,06-USSQ-99.3_20080807,06-USSQ-99.3,06,USSQ,99.3,08/07/2008,Unknown,,F,F,T,T,T,F,T,F,T,F,F,F,F,F,,Good,S/G,-9999,-9999,-9999,-9999,NA,NA,NA,
5963,06-USSQ-154.7_20080807_5963,06-USSQ-154.7_20080807,06-USSQ-154.7,06,USSQ,154.7,08/07/2008,Unknown,,T,T,T,T,F,F,T,F,T,F,T,T,F,F,,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5964,06-WILK-0.2_20080807_5964,06-WILK-0.2_20080807,06-WILK-0.2,06,WILK,0.2,08/07/2008,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,Good,Good,-9999,-9999,-9999,-9999,NA,NA,NA,
5965,11-SRUN-2.9_20080812_5965,11-SRUN-2.9_20080812,11-SRUN-2.9,11,SRUN,2.9,08/12/2008,Unknown,,F,F,F,F,F,F,T,F,T,T,F,F,F,T,Sowbugs,Very_poor,Sand,-9999,-9999,-9999,-9999,NA,NA,NA,Purple loosestrife
5966,11-SRUN-3.7_20080812_5966,11-SRUN-3.7_20080812,11-SRUN-3.7,11,SRUN,3.7,08/12/2008,Unknown,,F,F,T,F,T,F,T,F,T,T,F,F,F,F,,Very_poor,Sand;gravel,-9999,-9999,-9999,-9999,NA,NA,NA,Narrow & flowing hard & turbid
5967,11-SRUN-4.2_20080812_5967,11-SRUN-4.2_20080812,11-SRUN-4.2,11,SRUN,4.2,08/12/2008,Unknown,,F,F,F,F,F,F,F,F,F,T,T,T,F,T,Sowbugs,Very_poor,Sand;gravel,-9999,-9999,-9999,-9999,NA,NA,NA,"Sandy stream, very deep. Lots of trash"
5968,11-SRUN-5.5_20080812_5968,11-SRUN-5.5_20080812,11-SRUN-5.5,11,SRUN,5.5,08/12/2008,Unknown,,F,F,T,F,F,F,T,T,F,T,F,T,F,F,,Very_poor,S,-9999,-9999,-9999,-9999,NA,NA,NA,
5969,11-SRUN-5.9_20080812_5969,11-SRUN-5.9_20080812,11-SRUN-5.9,11,SRUN,5.9,08/12/2008,Unknown,,F,F,F,F,F,F,T,F,F,F,F,T,F,T,X,Very_poor,S,-9999,-9999,-9999,-9999,NA,NA,NA,
5970,13-USOP-1.3_20080813_5970,13-USOP-1.3_20080813,13-USOP-1.3,13,USOP,1.3,08/13/2008,Unknown,,T,T,T,F,F,F,T,F,F,F,F,T,F,F,,NA,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5971,13-USOP-4.6_20080813_5971,13-USOP-4.6_20080813,13-USOP-4.6,13,USOP,4.6,08/13/2008,Unknown,,T,T,T,F,F,F,T,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5972,13-USOP-6.7_20080813_5972,13-USOP-6.7_20080813,13-USOP-6.7,13,USOP,6.7,08/13/2008,Unknown,,T,T,T,F,F,F,T,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5973,13-USOP-8.2_20080813_5973,13-USOP-8.2_20080813,13-USOP-8.2,13,USOP,8.2,08/13/2008,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5974,13-USOP-10.1_20080813_5974,13-USOP-10.1_20080813,13-USOP-10.1,13,USOP,10.1,08/13/2008,Unknown,,T,T,T,F,F,F,T,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5975,13-USOP-14.2_20080813_5975,13-USOP-14.2_20080813,13-USOP-14.2,13,USOP,14.2,08/13/2008,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5976,13-USOP-16.9_20080813_5976,13-USOP-16.9_20080813,13-USOP-16.9,13,USOP,16.9,08/13/2008,Unknown,,T,T,T,T,F,F,F,F,F,F,F,T,F,T,X,NA,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5977,13-USOP-20.7_20080813_5977,13-USOP-20.7_20080813,13-USOP-20.7,13,USOP,20.7,08/13/2008,Unknown,,T,F,T,T,F,F,T,F,F,F,F,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5978,11-UHUD-14.7_20080814_5978,11-UHUD-14.7_20080814,11-UHUD-14.7,11,UHUD,14.7,08/14/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5979,11-UHUD-27.5_20080814_5979,11-UHUD-27.5_20080814,11-UHUD-27.5,11,UHUD,27.5,08/14/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5980,11-UHUD-32.1_20080814_5980,11-UHUD-32.1_20080814,11-UHUD-32.1,11,UHUD,32.1,08/14/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5981,11-UHUD-39.5_20080814_5981,11-UHUD-39.5_20080814,11-UHUD-39.5,11,UHUD,39.5,08/14/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5982,11-UHUD-39.8_20080814_5982,11-UHUD-39.8_20080814,11-UHUD-39.8,11,UHUD,39.8,08/14/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5983,11-UHUD-42.5_20080814_5983,11-UHUD-42.5_20080814,11-UHUD-42.5,11,UHUD,42.5,08/14/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5984,11-UHUD-43.1_20080814_5984,11-UHUD-43.1_20080814,11-UHUD-43.1,11,UHUD,43.1,08/14/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5985,13-LHUD-119.6_20080818_5985,13-LHUD-119.6_20080818,13-LHUD-119.6,13,LHUD,119.6,08/18/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5986,13-LHUD-133.4_20080818_5986,13-LHUD-133.4_20080818,13-LHUD-133.4,13,LHUD,133.4,08/18/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5987,11-UHUD-2.7_20080818_5987,11-UHUD-2.7_20080818,11-UHUD-2.7,11,UHUD,2.7,08/18/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5988,08-BEEV-0.8_20080819_5988,08-BEEV-0.8_20080819,08-BEEV-0.8,08,BEEV,0.8,08/19/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5989,08-INDY-4.6_20080819_5989,08-INDY-4.6_20080819,08-INDY-4.6,08,INDY,4.6,08/19/2008,Not_Sampled,,F,T,T,T,T,F,F,T,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5990,08-PINC-0.4_20080819_5990,08-PINC-0.4_20080819,08-PINC-0.4,08,PINC,0.4,08/19/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5991,03-SAND-16.4_20080819_5991,03-SAND-16.4_20080819,03-SAND-16.4,03,SAND,16.4,08/19/2008,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
5992,08-LBLK-5.0_20080820_5992,08-LBLK-5.0_20080820,08-LBLK-5.0,08,LBLK,5.0,08/20/2008,Unknown,,T,T,T,F,T,F,F,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5993,10-CHUB-0.4_20080827_5993,10-CHUB-0.4_20080827,10-CHUB-0.4,10,CHUB,0.4,08/27/2008,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,F,,NA,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5994,10-SMOW-1.4_20080827_5994,10-SMOW-1.4_20080827,10-SMOW-1.4,10,SMOW,1.4,08/27/2008,Unknown,,T,T,T,F,F,F,F,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5995,10-WHIF-1.6_20080827_5995,10-WHIF-1.6_20080827,10-WHIF-1.6,10,WHIF,1.6,08/27/2008,Unknown,,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,Very_good,H,-9999,-9999,-9999,-9999,NA,NA,NA,
5996,10-BISH-0.6_20080828_5996,10-BISH-0.6_20080828,10-BISH-0.6,10,BISH,0.6,08/28/2008,Unknown,,T,F,T,T,F,T,T,F,F,F,F,F,F,F,,Poor,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5997,10-BOQT-15.0_20080828_5997,10-BOQT-15.0_20080828,10-BOQT-15.0,10,BOQT,15.0,08/28/2008,Unknown,,T,T,T,F,T,T,T,F,F,F,F,F,F,T,X,Good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5998,10-BOQT-28.5_20080828_5998,10-BOQT-28.5_20080828,10-BOQT-28.5,10,BOQT,28.5,08/28/2008,Unknown,,T,T,T,F,F,T,T,F,F,F,F,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
5999,10-METT-11.1_20080828_5999,10-METT-11.1_20080828,10-METT-11.1,10,METT,11.1,08/28/2008,Unknown,,T,T,T,T,F,F,T,T,T,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
6000,10-SABL-19.3_20080828_6000,10-SABL-19.3_20080828,10-SABL-19.3,10,SABL,19.3,08/28/2008,Unknown,,T,T,T,F,F,F,T,F,F,F,F,T,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
6001,10-SARA-0.9_20080828_6001,10-SARA-0.9_20080828,10-SARA-0.9,10,SARA,0.9,08/28/2008,Unknown,,T,T,T,T,F,F,F,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
6002,10-SARA-10.6_20080828_6002,10-SARA-10.6_20080828,10-SARA-10.6,10,SARA,10.6,08/28/2008,Unknown,,T,T,T,T,F,F,T,T,T,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
6003,10-SARA-48.1_20080828_6003,10-SARA-48.1_20080828,10-SARA-48.1,10,SARA,48.1,08/28/2008,Unknown,,T,F,F,T,F,T,T,F,F,F,T,F,F,T,X,Good,S,-9999,-9999,-9999,-9999,NA,NA,NA,
6004,10-TWOB-1.3_20080828_6004,10-TWOB-1.3_20080828,10-TWOB-1.3,10,TWOB,1.3,08/28/2008,Unknown,,T,T,T,F,T,F,T,F,F,F,F,T,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
6005,10-TWOB-3.7_20080828_6005,10-TWOB-3.7_20080828,10-TWOB-3.7,10,TWOB,3.7,08/28/2008,Unknown,,T,F,T,F,F,T,F,F,T,F,F,F,F,F,,NA,S,-9999,-9999,-9999,-9999,NA,NA,NA,
6006,10-LCHU-2.0_20080902_6006,10-LCHU-2.0_20080902,10-LCHU-2.0,10,LCHU,2.0,09/02/2008,Unknown,,T,T,T,F,T,F,T,F,F,F,F,F,F,F,,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
6007,10-MDBR-4.1_20080902_6007,10-MDBR-4.1_20080902,10-MDBR-4.1,10,MDBR,4.1,09/02/2008,Unknown,,T,F,F,T,T,F,T,F,F,F,T,F,F,F,,Poor,S/G,-9999,-9999,-9999,-9999,NA,NA,NA,
6008,10-PTNY-17.8_20080902_6008,10-PTNY-17.8_20080902,10-PTNY-17.8,10,PTNY,17.8,09/02/2008,Unknown,,T,T,T,T,F,T,F,F,F,F,F,F,F,T,X,Very_good,A,-9999,-9999,-9999,-9999,NA,NA,NA,
