row_index,HFDH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVERMILE,HFDH_EVENT_SMAS_SAMPLE_DATE,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,instance_id,EVENT_SMAS_ID
1453,10-CHLS-0.6,10,CHLS,0.6,08/13/2013,High,2,3,6,2,15,2,4,4,7,2,2,7,8,,10-CHLS-0.6_20130813_1453,10-CHLS-0.6_20130813
1454,10-CMIL-3.3,10,CMIL,3.3,08/13/2013,Low,12,10,0,20,16,12,3,8,8,6,4,6,7,,10-CMIL-3.3_20130813_1454,10-CMIL-3.3_20130813
1455,10-ENBR-0.7,10,ENBR,0.7,08/13/2013,High,3,16,6,6,12,16,6,4,5,3,2,3,2,,10-ENBR-0.7_20130813_1455,10-ENBR-0.7_20130813
1456,10-FINK-0.7,10,FINK,0.7,08/13/2013,High,10,8,16,4,15,0,16,8,7,8,8,4,4,,10-FINK-0.7_20130813_1456,10-FINK-0.7_20130813
1457,10-HALF-15.9,10,HALF,15.9,08/13/2013,High,15,17,15,18,19,13,16,9,9,9,9,9,4,,10-HALF-15.9_20130813_1457,10-HALF-15.9_20130813
1458,10-HLET-1.3,10,HLET,1.3,08/13/2013,High,3,6,8,2,14,0,12,7,7,8,8,1,1,,10-HLET-1.3_20130813_1458,10-HLET-1.3_20130813
1459,10-MDBR-4.1,10,MDBR,4.1,08/13/2013,High,13,10,11,14,18,16,10,2,3,7,7,9,8,,10-MDBR-4.1_20130813_1459,10-MDBR-4.1_20130813
1460,10-METT-11.1,10,METT,11.1,08/13/2013,High,18,10,15,14,19,20,18,9,9,9,9,10,3,Road next to right bank,10-METT-11.1_20130813_1460,10-METT-11.1_20130813
1461,10-METT-17.7,10,METT,17.7,08/13/2013,High,19,11,15,13,13,20,20,9,7,8,8,6,6,Corn fields on either side of stream wit some buffer,10-METT-17.7_20130813_1461,10-METT-17.7_20130813
1462,10-PTNY-17.8,10,PTNY,17.8,08/13/2013,High,18,15,15,7,15,20,16,7,6,6,7,2,7,,10-PTNY-17.8_20130813_1462,10-PTNY-17.8_20130813
1463,10-SMIB-0.5,10,SMIB,0.5,08/13/2013,High,16,12,14,3,12,4,15,6,6,5,4,3,2,,10-SMIB-0.5_20130813_1463,10-SMIB-0.5_20130813
1464,10-SPEC-0.2,10,SPEC,0.2,08/13/2013,High,8,9,10,2,14,10,10,6,5,4,3,3,3,,10-SPEC-0.2_20130813_1464,10-SPEC-0.2_20130813
1465,10-THAD-1.6,10,THAD,1.6,08/13/2013,High,8,3,12,8,12,2,14,8,6,8,9,7,2,,10-THAD-1.6_20130813_1465,10-THAD-1.6_20130813
1466,10-WSBR-1.0,10,WSBR,1.0,08/13/2013,High,12,12,17,2,13,0,15,4,6,5,5,4,5,,10-WSBR-1.0_20130813_1466,10-WSBR-1.0_20130813
1467,10-BLBR-2.4,10,BLBR,2.4,08/14/2013,High,16,19,20,19,20,15,20,9,9,8,9,6,10,,10-BLBR-2.4_20130814_1467,10-BLBR-2.4_20130814
1468,10-BOQT-2.8,10,BOQT,2.8,08/14/2013,High,18,11,15,15,20,17,18,5,8,8,6,8,4,,10-BOQT-2.8_20130814_1468,10-BOQT-2.8_20130814
1469,10-BOQT-28.5,10,BOQT,28.5,08/14/2013,High,11,9,11,13,14,14,12,7,7,7,8,6,7,Sandy. boring,10-BOQT-28.5_20130814_1469,10-BOQT-28.5_20130814
1470,10-CHUB-0.4,10,CHUB,0.4,08/14/2013,High,18,20,20,20,20,20,20,10,10,10,10,10,10,,10-CHUB-0.4_20130814_1470,10-CHUB-0.4_20130814
1471,10-FMIL-2.1,10,FMIL,2.1,08/14/2013,High,15,15,15,10,18,16,17,8,7,4,8,1,7,,10-FMIL-2.1_20130814_1471,10-FMIL-2.1_20130814
1472,10-LCHU-2.0,10,LCHU,2.0,08/14/2013,High,18,13,18,18,18,10,18,9,9,6,6,3,3,Banks have alot of armoring. Right bank is park,10-LCHU-2.0_20130814_1472,10-LCHU-2.0_20130814
1473,10-LSAB-5.7,10,LSAB,5.7,08/14/2013,High,20,18,19,18,20,11,18,9,9,10,10,8,10,Side to side of stream is forested but Northway crosses just upstream,10-LSAB-5.7_20130814_1473,10-LSAB-5.7_20130814
1474,10-MCKN-6.4,10,MCKN,6.4,08/14/2013,Low,4,2,0,12,10,0,16,9,9,9,9,9,8,,10-MCKN-6.4_20130814_1474,10-MCKN-6.4_20130814
1475,10-MKZI-0.8,10,MKZI,0.8,08/14/2013,High,17,12,12,14,14,19,7,7,6,9,9,9,8,"Sa dy stream, downstream of pond",10-MKZI-0.8_20130814_1475,10-MKZI-0.8_20130814
1476,10-NSAR-9.0,10,NSAR,9.0,08/14/2013,High,18,19,19,20,19,20,20,10,10,10,10,10,10,,10-NSAR-9.0_20130814_1476,10-NSAR-9.0_20130814
1477,10-NSAR-21.2,10,NSAR,21.2,08/14/2013,Low,20,19,14,19,19,19,20,10,10,10,10,10,10,,10-NSAR-21.2_20130814_1477,10-NSAR-21.2_20130814
1478,10-PUTM-3.1,10,PUTM,3.1,08/14/2013,High,19,16,16,18,10,19,20,5,5,9,6,6,3,,10-PUTM-3.1_20130814_1478,10-PUTM-3.1_20130814
1479,10-PUTM-13.2,10,PUTM,13.2,08/14/2013,High,4,14,3,6,12,2,10,9,9,1,7,7,4,,10-PUTM-13.2_20130814_1479,10-PUTM-13.2_20130814
1480,10-RAYB_T4-0.2,10,RAYB_T4,0.2,08/14/2013,High,5,10,13,17,16,13,17,6,6,4,4,3,3,"In golf course, but more pond influence",10-RAYB_T4-0.2_20130814_1480,10-RAYB_T4-0.2_20130814
1481,10-RORE-2.3,10,RORE,2.3,08/14/2013,High,19,19,20,19,17,19,20,8,8,10,10,10,10,Very nice natural site,10-RORE-2.3_20130814_1481,10-RORE-2.3_20130814
1482,10-SABL-2.2,10,SABL,2.2,08/14/2013,High,17,17,20,11,13,19,17,6,4,7,7,5,9,,10-SABL-2.2_20130814_1482,10-SABL-2.2_20130814
1483,10-SABL_E-17.2,10,SABL_E,17.2,08/14/2013,High,14,18,20,19,20,16,20,8,8,7,9,2,5,Some evidence of stream bank stabilization and channelization downstream of the rte 73 bridge. Likely due to flood recovery efforts.,10-SABL_E-17.2_20130814_1483,10-SABL_E-17.2_20130814
1484,10-SABL_W-25.6,10,SABL_W,25.6,08/14/2013,High,17,18,20,20,20,17,20,8,10,7,10,3,8,,10-SABL_W-25.6_20130814_1484,10-SABL_W-25.6_20130814
1485,10-SAMN-18.1,10,SAMN,18.1,08/14/2013,High,5,12,5,4,12,12,15,4,5,3,6,3,5,,10-SAMN-18.1_20130814_1485,10-SAMN-18.1_20130814
1486,10-SARA-0.9,10,SARA,0.9,08/14/2013,High,15,18,15,18,15,15,17,9,9,7,6,5,5,,10-SARA-0.9_20130814_1486,10-SARA-0.9_20130814
1487,10-SARA-10.6,10,SARA,10.6,08/14/2013,High,4,16,8,2,16,0,14,7,6,8,6,3,2,,10-SARA-10.6_20130814_1487,10-SARA-10.6_20130814
1488,10-SARA-23.6,10,SARA,23.6,08/14/2013,High,4,4,7,8,16,14,14,7,7,3,7,2,4,,10-SARA-23.6_20130814_1488,10-SARA-23.6_20130814
1489,10-SARA-54.7,10,SARA,54.7,08/14/2013,High,15,16,18,13,15,15,15,9,8,9,9,6,6,,10-SARA-54.7_20130814_1489,10-SARA-54.7_20130814
1490,10-SPRU-0.7,10,SPRU,0.7,08/14/2013,High,12,4,10,14,17,2,5,6,8,8,9,3,3,,10-SPRU-0.7_20130814_1490,10-SPRU-0.7_20130814
1491,10-SPRU-6.8,10,SPRU,6.8,08/14/2013,High,15,5,14,7,12,19,13,5,5,9,9,9,9,"Meanders, lots of sand deposition",10-SPRU-6.8_20130814_1491,10-SPRU-6.8_20130814
1492,10-SPRU-14.6,10,SPRU,14.6,08/14/2013,Low,11,15,12,0,18,19,18,9,9,9,9,10,10,"Wetland, many reeds",10-SPRU-14.6_20130814_1492,10-SPRU-14.6_20130814
1493,10-ALDE-0.7,10,ALDE,0.7,08/15/2013,High,16,19,18,20,20,13,19,7,9,8,9,7,7,Most habitat issues with this site are a function of the proximity of the rte 3 overpass and culverts.,10-ALDE-0.7_20130815_1493,10-ALDE-0.7_20130815
1494,10-CORB-0.8,10,CORB,0.8,08/15/2013,High,17,15,15,18,16,13,14,8,8,8,8,7,5,,10-CORB-0.8_20130815_1494,10-CORB-0.8_20130815
1495,10-CORB-6.0,10,CORB,6.0,08/15/2013,Low,3,5,5,4,10,16,2,7,6,4,4,2,2,,10-CORB-6.0_20130815_1495,10-CORB-6.0_20130815
1496,10-FICK_T1-1.0,10,FICK_T1,1.0,08/15/2013,Low,12,9,12,16,16,19,19,9,9,9,9,9,9,"Solid mud bottom, channel full of terrestrialplants, organic material abundant, wetlandl low gradient",10-FICK_T1-1.0_20130815_1496,10-FICK_T1-1.0_20130815
1497,10-FLOS-0.1,10,FLOS,0.1,08/15/2013,Low,17,17,13,17,16,19,6,8,7,9,9,10,10,"Similiar to lake sites,low flow pine tannic influence",10-FLOS-0.1_20130815_1497,10-FLOS-0.1_20130815
1498,10-GCHZ-21.3,10,GCHZ,21.3,08/15/2013,High,17,18,15,18,19,19,19,9,9,6,6,6,2,,10-GCHZ-21.3_20130815_1498,10-GCHZ-21.3_20130815
1499,10-GCHZ-29.4,10,GCHZ,29.4,08/15/2013,High,10,4,10,2,16,5,10,6,7,6,7,5,6,,10-GCHZ-29.4_20130815_1499,10-GCHZ-29.4_20130815
1500,10-LCHZ-2.4,10,LCHZ,2.4,08/15/2013,High,19,15,15,17,18,16,20,8,9,10,7,7,7,,10-LCHZ-2.4_20130815_1500,10-LCHZ-2.4_20130815
1501,10-TWOB-1.3,10,TWOB,1.3,08/15/2013,High,16,17,14,18,16,13,18,9,9,6,6,2,2,Bank alteration at and around bridge,10-TWOB-1.3_20130815_1501,10-TWOB-1.3_20130815
1502,10-WESB-1.4,10,WESB,1.4,08/15/2013,High,20,20,20,20,20,20,20,10,10,10,10,10,10,A beautiful reference site. Excellent habitat.,10-WESB-1.4_20130815_1502,10-WESB-1.4_20130815
1503,08-BLCK-105.4,08,BLCK,105.4,08/20/2013,High,15,11,16,17,17,17,17,9,9,3,8,8,2,,08-BLCK-105.4_20130820_1503,08-BLCK-105.4_20130820
1504,08-MILE-0.7,08,MILE,0.7,08/20/2013,High,14,12,15,15,16,14,16,7,8,8,6,8,4,,08-MILE-0.7_20130820_1504,08-MILE-0.7_20130820
1505,08-MLLL-1.8,08,MLLL,1.8,08/20/2013,High,11,13,11,14,13,10,15,5,7,0,2,0,2,Left bank lawn right down to bank,08-MLLL-1.8_20130820_1505,08-MLLL-1.8_20130820
1506,08-MLLL_T7-0.8,08,MLLL_T7,0.8,08/20/2013,High,10,17,10,12,12,15,17,8,8,6,6,3,2,"Right next to farm, very embedded",08-MLLL_T7-0.8_20130820_1506,08-MLLL_T7-0.8_20130820
1507,08-KLSY-0.1,08,KLSY,0.1,08/21/2013,High,15,12,0,14,14,14,11,9,9,3,3,3,4,Alot of japanese knotweed,08-KLSY-0.1_20130821_1507,08-KLSY-0.1_20130821
1508,03-SAND-2.7,03,SAND,2.7,08/21/2013,High,10,18,8,16,14,18,9,8,8,5,7,4,8,,03-SAND-2.7_20130821_1508,03-SAND-2.7_20130821
1509,03-SAND_T14-0.3,03,SAND_T14,0.3,08/21/2013,High,10,19,0,15,18,0,15,10,10,8,8,1,2,,03-SAND_T14-0.3_20130821_1509,03-SAND_T14-0.3_20130821
1510,03-SSAN-6.3,03,SSAN,6.3,08/21/2013,High,12,13,10,14,10,15,18,9,9,9,9,2,2,"Mostly bed rock, looks rather low",03-SSAN-6.3_20130821_1510,03-SSAN-6.3_20130821
1511,10-GCHZ-27.4,10,GCHZ,27.4,08/22/2013,High,12,4,8,10,15,4,10,6,8,8,8,6,5,,10-GCHZ-27.4_20130822_1511,10-GCHZ-27.4_20130822
1512,04-CONE-9.5,04,CONE,9.5,08/28/2013,Low,10,11,9,14,20,13,20,7,8,3,9,0,7,,04-CONE-9.5_20130828_1512,04-CONE-9.5_20130828
1513,04-CONE-9.9,04,CONE,9.9,08/28/2013,Low,10,17,14,12,20,14,19,7,8,10,4,8,1,,04-CONE-9.9_20130828_1513,04-CONE-9.9_20130828
1514,06-PANE-8.6,06,PANE,8.6,08/29/2013,High,15,18,13,15,17,17,15,5,6,6,7,3,3,,06-PANE-8.6_20130829_1514,06-PANE-8.6_20130829
1515,06-PAYN-0.4,06,PAYN,0.4,08/29/2013,High,17,11,18,15,18,15,4,8,6,8,6,6,2,,06-PAYN-0.4_20130829_1515,06-PAYN-0.4_20130829
1516,06-PAYN-1.9,06,PAYN,1.9,08/29/2013,Low,16,8,4,4,17,16,15,7,8,9,6,7,2,,06-PAYN-1.9_20130829_1516,06-PAYN-1.9_20130829
1517,06-PAYN-2.3,06,PAYN,2.3,08/29/2013,Low,5,5,2,3,17,9,2,6,5,7,3,3,2,,06-PAYN-2.3_20130829_1517,06-PAYN-2.3_20130829
1518,06-PAYN-2.9,06,PAYN,2.9,08/29/2013,High,10,15,15,16,18,11,14,7,7,7,7,2,2,,06-PAYN-2.9_20130829_1518,06-PAYN-2.9_20130829
1519,06-PAYN-4.6,06,PAYN,4.6,08/29/2013,High,12,16,15,13,18,16,16,7,4,8,6,7,3,,06-PAYN-4.6_20130829_1519,06-PAYN-4.6_20130829
1520,06-PAYN_T3-0.3,06,PAYN_T3,0.3,08/29/2013,High,4,8,14,17,18,8,18,4,4,2,1,1,1,,06-PAYN_T3-0.3_20130829_1520,06-PAYN_T3-0.3_20130829
1521,05-COHO-37.2,05,COHO,37.2,09/09/2013,High,13,13,15,15,14,15,16,9,6,9,9,4,6,Left bank near commercial land,05-COHO-37.2_20130909_1521,05-COHO-37.2_20130909
1522,05-POSC-1.3,05,POSC,1.3,09/09/2013,High,10,11,10,14,14,13,11,9,9,9,9,6,5,"Near train tracks and highway, banks dominated by grass",05-POSC-1.3_20130909_1522,05-POSC-1.3_20130909
1523,05-MALL-0.1,05,MALL,0.1,09/10/2013,High,10,16,15,17,8,14,13,2,3,3,4,2,3,"Raw banks, low flow",05-MALL-0.1_20130910_1523,05-MALL-0.1_20130910
1524,05-STEO-9.7,05,STEO,9.7,09/10/2013,High,17,16,15,18,14,15,13,9,7,9,9,5,5,Bridge inspection upstream,05-STEO-9.7_20130910_1524,05-STEO-9.7_20130910
1525,05-STEO_T22-0.2,05,STEO_T22,0.2,09/10/2013,High,10,16,4,17,3,7,9,8,8,4,4,2,2,,05-STEO_T22-0.2_20130910_1525,05-STEO_T22-0.2_20130910
1526,05-TUSC-0.5,05,TUSC,0.5,09/10/2013,High,11,15,11,16,9,9,11,9,9,0,0,0,0,Floodplain berms on either side,05-TUSC-0.5_20130910_1526,05-TUSC-0.5_20130910
1527,05-TUSC_N-8.4,05,TUSC_N,8.4,09/10/2013,High,13,15,9,17,7,16,15,8,8,2,3,2,2,,05-TUSC_N-8.4_20130910_1527,05-TUSC_N-8.4_20130910
1528,17-ABET-1.0,17,ABET,1.0,09/17/2013,Low,16,14,6,11,15,15,7,8,7,8,7,7,6,"Cobble and gravel in bed, macrophytes present",17-ABET-1.0_20130917_1528,17-ABET-1.0_20130917
1529,17-BEVD-2.1,17,BEVD,2.1,09/17/2013,Low,13,13,12,12,16,14,7,9,9,9,9,6,6,"Goes under  bridge throughcuvert, low flow",17-BEVD-2.1_20130917_1529,17-BEVD-2.1_20130917
1530,17-CARM-9.0,17,CARM,9.0,09/17/2013,High,18,15,14,15,18,13,14,9,9,9,9,9,6,,17-CARM-9.0_20130917_1530,17-CARM-9.0_20130917
1531,17-MOOR-0.3,17,MOOR,0.3,09/17/2013,Low,5,6,5,12,6,15,5,5,8,6,6,8,8,Tidal stream/wetland.,17-MOOR-0.3_20130917_1531,17-MOOR-0.3_20130917
1532,17-PACH-0.4,17,PACH,0.4,09/17/2013,Low,12,13,14,11,9,8,4,7,8,4,2,1,0,Very channelized invasive on left banks  trash in stream,17-PACH-0.4_20130917_1532,17-PACH-0.4_20130917
1533,17-PECN-3.2,17,PECN,3.2,09/17/2013,Low,18,2,0,16,17,12,13,6,10,6,10,2,10,,17-PECN-3.2_20130917_1533,17-PECN-3.2_20130917
1534,17-PECN-7.6,17,PECN,7.6,09/17/2013,Low,8,8,13,13,8,10,9,6,5,5,6,4,4,,17-PECN-7.6_20130917_1534,17-PECN-7.6_20130917
1535,17-SEVP-1.4,17,SEVP,1.4,09/17/2013,Low,9,12,4,12,16,14,8,8,8,8,8,5,5,"Shallow silty stream, runs under road",17-SEVP-1.4_20130917_1535,17-SEVP-1.4_20130917
1536,17-SWAN-2.6,17,SWAN,2.6,09/17/2013,Low,15,17,10,10,11,16,16,8,7,6,7,9,9,"Dand and gravel, lots of downed trees and macrophytes",17-SWAN-2.6_20130917_1536,17-SWAN-2.6_20130917
1537,17-TERR-0.2,17,TERR,0.2,09/17/2013,Low,8,8,6,8,10,15,15,6,6,9,9,6,7,"Terrrstrial grass in channel, very narrow stream",17-TERR-0.2_20130917_1537,17-TERR-0.2_20130917
1538,17-BLND-3.4,17,BLND,3.4,09/18/2013,High,10,14,8,12,14,9,13,9,9,9,7,9,9,,17-BLND-3.4_20130918_1538,17-BLND-3.4_20130918
1539,17-BLND-8.2,17,BLND,8.2,09/18/2013,High,10,15,9,15,4,14,4,8,9,8,9,8,9,,17-BLND-8.2_20130918_1539,17-BLND-8.2_20130918
1540,17-BMOR-3.3,17,BMOR,3.3,09/18/2013,Low,10,7,3,17,17,12,7,5,5,7,8,5,7,,17-BMOR-3.3_20130918_1540,17-BMOR-3.3_20130918
1541,17-BRNX-5.6,17,BRNX,5.6,09/18/2013,High,15,10,10,14,10,11,6,5,6,4,5,2,2,,17-BRNX-5.6_20130918_1541,17-BRNX-5.6_20130918
1542,17-BVBR-0.3,17,BVBR,0.3,09/18/2013,Low,16,16,11,13,10,16,3,6,7,6,7,6,8,,17-BVBR-0.3_20130918_1542,17-BVBR-0.3_20130918
1543,17-CARL-0.8,17,CARL,0.8,09/18/2013,Low,8,8,2,17,17,7,6,7,8,3,7,1,2,,17-CARL-0.8_20130918_1543,17-CARL-0.8_20130918
1544,17-CHAM-1.8,17,CHAM,1.8,09/18/2013,Low,10,8,3,17,18,5,4,7,8,7,4,4,1,,17-CHAM-1.8_20130918_1544,17-CHAM-1.8_20130918
1545,17-CRAB-1.2,17,CRAB,1.2,09/18/2013,Low,15,13,3,16,10,18,15,8,9,9,9,2,3,Road on left golf course on right. Appears tidal.,17-CRAB-1.2_20130918_1545,17-CRAB-1.2_20130918
1546,17-CSHA-1.9,17,CSHA,1.9,09/18/2013,Low,2,9,0,13,10,6,3,6,6,7,6,3,2,,17-CSHA-1.9_20130918_1546,17-CSHA-1.9_20130918
1547,17-DAVI-0.5,17,DAVI,0.5,09/18/2013,High,9,11,11,5,13,10,15,7,6,8,5,3,3,,17-DAVI-0.5_20130918_1547,17-DAVI-0.5_20130918
1548,17-GLEN-0.1,17,GLEN,0.1,09/18/2013,Low,8,12,6,15,15,15,15,8,8,6,6,7,5,,17-GLEN-0.1_20130918_1548,17-GLEN-0.1_20130918
1549,17-GREN-0.4,17,GREN,0.4,09/18/2013,Low,15,6,5,17,17,10,13,8,8,8,8,4,4,,17-GREN-0.4_20130918_1549,17-GREN-0.4_20130918
1550,17-HUCH-3.8,17,HUCH,3.8,09/18/2013,High,13,10,10,13,6,8,16,5,7,7,6,2,1,,17-HUCH-3.8_20130918_1550,17-HUCH-3.8_20130918
1551,17-KEND-0.6,17,KEND,0.6,09/18/2013,High,1,0,2,8,7,12,11,4,2,5,3,6,7,,17-KEND-0.6_20130918_1551,17-KEND-0.6_20130918
1552,17-LNEK-0.5,17,LNEK,0.5,09/18/2013,Low,12,15,10,14,8,2,3,9,9,9,9,2,2,,17-LNEK-0.5_20130918_1552,17-LNEK-0.5_20130918
1553,17-MAMR-0.3,17,MAMR,0.3,09/18/2013,High,11,10,15,17,15,12,14,9,8,8,7,8,8,,17-MAMR-0.3_20130918_1553,17-MAMR-0.3_20130918
1554,17-MANH-1.2,17,MANH,1.2,09/18/2013,High,7,5,7,3,10,8,13,10,10,7,7,0,0,,17-MANH-1.2_20130918_1554,17-MANH-1.2_20130918
1555,17-MASS-1.2,17,MASS,1.2,09/18/2013,Low,12,4,3,17,17,13,12,7,7,4,8,2,8,,17-MASS-1.2_20130918_1555,17-MASS-1.2_20130918
1556,17-MBUR-2.1,17,MBUR,2.1,09/18/2013,Low,10,4,4,16,17,15,7,7,7,6,8,8,8,,17-MBUR-2.1_20130918_1556,17-MBUR-2.1_20130918
1557,17-MIAN-13.3,17,MIAN,13.3,09/18/2013,High,13,13,13,17,16,15,15,8,5,7,2,8,3,,17-MIAN-13.3_20130918_1557,17-MIAN-13.3_20130918
1558,17-MILR-3.5,17,MILR,3.5,09/18/2013,Low,17,2,2,17,17,16,14,8,8,8,8,4,4,,17-MILR-3.5_20130918_1558,17-MILR-3.5_20130918
1559,17-MILR-5.3,17,MILR,5.3,09/18/2013,Low,3,2,1,17,17,2,1,7,7,3,3,1,1,,17-MILR-5.3_20130918_1559,17-MILR-5.3_20130918
1560,17-MITL-0.5,17,MITL,0.5,09/18/2013,Low,4,10,5,15,10,10,8,5,4,5,4,2,2,Suspect discharge dominated stream.,17-MITL-0.5_20130918_1560,17-MITL-0.5_20130918
1561,17-OROW-0.6,17,OROW,0.6,09/18/2013,Low,13,13,10,16,17,4,8,8,8,4,1,3,0,,17-OROW-0.6_20130918_1561,17-OROW-0.6_20130918
1562,17-RATT-0.1,17,RATT,0.1,09/18/2013,Low,1,2,1,17,18,1,1,8,8,8,8,3,3,,17-RATT-0.1_20130918_1562,17-RATT-0.1_20130918
1563,17-SAMP-0.4,17,SAMP,0.4,09/18/2013,Low,2,2,1,17,17,1,2,8,8,2,2,1,1,,17-SAMP-0.4_20130918_1563,17-SAMP-0.4_20130918
1564,17-BODN-1.0,17,BODN,1.0,09/19/2013,High,13,15,11,13,13,13,17,4,5,5,4,2,3,Bank undercut with raw rocks,17-BODN-1.0_20130919_1564,17-BODN-1.0_20130919
1565,17-BRNX-9.2,17,BRNX,9.2,09/19/2013,High,11,7,11,5,8,3,5,8,2,1,2,0,0,Vey channelized concret left bank steep raw right bank,17-BRNX-9.2_20130919_1565,17-BRNX-9.2_20130919
1566,17-BRNX-12.3,17,BRNX,12.3,09/19/2013,High,10,7,11,9,11,13,4,8,8,2,3,1,1,Mostly rock banks mutliple drain pipes only the one riffle,17-BRNX-12.3_20130919_1566,17-BRNX-12.3_20130919
1567,17-LEMN-1.3,17,LEMN,1.3,09/19/2013,High,12,8,10,12,9,13,12,4,3,7,6,5,2,"Shallow currently, evidence of erosion, exposed banks many downed trees",17-LEMN-1.3_20130919_1567,17-LEMN-1.3_20130919
1568,17-MILS-1.0,17,MILS,1.0,09/19/2013,Low,14,17,0,6,13,17,7,4,3,5,4,7,5,"Trash in stream, much construction nearby",17-MILS-1.0_20130919_1568,17-MILS-1.0_20130919
1569,17-RMON-3.2,17,RMON,3.2,09/19/2013,Low,11,16,8,11,11,14,9,4,3,7,7,5,4,Flow low much exposed gravel and sand,17-RMON-3.2_20130919_1569,17-RMON-3.2_20130919
1570,06-DILA-5.4,06,DILA,5.4,09/26/2013,High,12,12,14,16,16,15,10,8,7,9,8,3,3,"Thick periphytoj in slow flow areas, present but less thick in high flow",06-DILA-5.4_20130926_1570,06-DILA-5.4_20130926
1571,06-FLYD-0.3,06,FLYD,0.3,09/26/2013,High,14,17,0,15,16,15,17,7,8,7,8,3,3,Uniform and complete periphyton cover lots of loose rubble and gravel,06-FLYD-0.3_20130926_1571,06-FLYD-0.3_20130926
1572,06-NANT-0.6,06,NANT,0.6,09/26/2013,High,13,15,0,12,13,16,16,4,7,4,7,4,5,"Left bank mainly raw mud, evidence of high flow and it brought in the trash in the site",06-NANT-0.6_20130926_1572,06-NANT-0.6_20130926
1573,06-OTSL-8.3,06,OTSL,8.3,09/26/2013,High,15,15,12,16,15,15,12,8,7,7,8,3,3,Semisubmerged terrestrial plants in stream,06-OTSL-8.3_20130926_1573,06-OTSL-8.3_20130926
1574,06-SUSQ-6.9,06,SUSQ,6.9,09/26/2013,High,12,14,10,13,14,17,10,5,5,8,8,3,3,periphyton and sediments on rocks,06-SUSQ-6.9_20130926_1574,06-SUSQ-6.9_20130926
1575,06-SUSQ-25.2,06,SUSQ,25.2,09/26/2013,High,10,14,11,8,14,10,14,3,3,3,4,3,3,"Bare soil on banks and invasives, rather muddy",06-SUSQ-25.2_20130926_1575,06-SUSQ-25.2_20130926
1576,06-TOGH-16.1,06,TOGH,16.1,09/26/2013,High,12,12,12,13,16,15,7,9,8,8,6,3,3,"Road on left bank, farm on right",06-TOGH-16.1_20130926_1576,06-TOGH-16.1_20130926
1577,06-NVUS-0.9,06,NVUS,0.9,09/27/2013,High,12,13,15,10,13,15,15,8,4,6,3,5,1,,06-NVUS-0.9_20130927_1577,06-NVUS-0.9_20130927
1578,06-OTGO-10.8,06,OTGO,10.8,09/27/2013,High,12,11,10,11,14,15,12,8,5,9,7,5,3,,06-OTGO-10.8_20130927_1578,06-OTGO-10.8_20130927
1579,06-USSQ-154.7,06,USSQ,154.7,09/27/2013,High,11,14,14,13,13,15,10,4,3,4,4,7,8,Banks mostly mud,06-USSQ-154.7_20130927_1579,06-USSQ-154.7_20130927
1580,04-WCOY-5.6,04,WCOY,5.6,06/24/2014,High,12,14,16,17,18,17,17,4,8,9,1,9,1,,04-WCOY-5.6_20140624_1580,04-WCOY-5.6_20140624
1581,04-WCOY-12.8,04,WCOY,12.8,06/25/2014,High,8,5,17,10,18,3,17,7,7,3,3,0,0,,04-WCOY-12.8_20140625_1581,04-WCOY-12.8_20140625
1582,04-WCOY-19.4,04,WCOY,19.4,06/25/2014,High,10,16,6,12,18,15,14,7,8,4,7,1,2,,04-WCOY-19.4_20140625_1582,04-WCOY-19.4_20140625
1583,04-WCOY_N-0.2,04,WCOY_N,0.2,06/25/2014,High,6,14,10,14,18,15,15,7,9,6,6,3,4,,04-WCOY_N-0.2_20140625_1583,04-WCOY_N-0.2_20140625
1584,04-WCOY_N-2.6,04,WCOY_N,2.6,06/25/2014,High,7,13,17,11,18,18,13,9,9,9,5,7,4,,04-WCOY_N-2.6_20140625_1584,04-WCOY_N-2.6_20140625
1585,04-WCOY_T16-1.0,04,WCOY_T16,1.0,06/25/2014,High,10,16,6,18,18,17,19,9,9,7,7,5,7,,04-WCOY_T16-1.0_20140625_1585,04-WCOY_T16-1.0_20140625
1586,04-WCOY-0.7,04,WCOY,0.7,06/26/2014,High,11,9,17,9,18,16,17,6,6,8,8,8,8,,04-WCOY-0.7_20140626_1586,04-WCOY-0.7_20140626
1587,04-WCOY-16.5,04,WCOY,16.5,06/26/2014,High,16,6,17,7,18,15,17,8,8,9,7,7,4,,04-WCOY-16.5_20140626_1587,04-WCOY-16.5_20140626
1588,04-BLAK-14.7,04,BLAK,14.7,07/01/2014,High,16,11,10,11,15,15,10,5,5,6,3,5,3,,04-BLAK-14.7_20140701_1588,04-BLAK-14.7_20140701
