HABITAT_FIELD_DATA_HISTORY_ID,EVENT_SMAS_ID,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
1486,10-SARA-0.9_20130814,High,15,18,15,18,15,15,17,9,9,7,6,5,5,,,,,
1487,10-SARA-10.6_20130814,High,4,16,8,2,16,0,14,7,6,8,6,3,2,,,,,
1488,10-SARA-23.6_20130814,High,4,4,7,8,16,14,14,7,7,3,7,2,4,,,,,
1489,10-SARA-54.7_20130814,High,15,16,18,13,15,15,15,9,8,9,9,6,6,,,,,
1490,10-SPRU-0.7_20130814,High,12,4,10,14,17,2,5,6,8,8,9,3,3,,,,,
1491,10-SPRU-6.8_20130814,High,15,5,14,7,12,19,13,5,5,9,9,9,9,"Meanders, lots of sand deposition",,,,
1492,10-SPRU-14.6_20130814,Low,11,15,12,0,18,19,18,9,9,9,9,10,10,"Wetland, many reeds",,,,
1493,10-ALDE-0.7_20130815,High,16,19,18,20,20,13,19,7,9,8,9,7,7,Most habitat issues with this site are a function of the proximity of the rte 3 overpass and culverts.,,,,
1494,10-CORB-0.8_20130815,High,17,15,15,18,16,13,14,8,8,8,8,7,5,,,,,
1495,10-CORB-6.0_20130815,Low,3,5,5,4,10,16,2,7,6,4,4,2,2,,,,,
1496,10-FICK_T1-1.0_20130815,Low,12,9,12,16,16,19,19,9,9,9,9,9,9,"Solid mud bottom, channel full of terrestrialplants, organic material abundant, wetlandl low gradient",,,,
1497,10-FLOS-0.1_20130815,Low,17,17,13,17,16,19,6,8,7,9,9,10,10,"Similiar to lake sites,low flow pine tannic influence",,,,
1498,10-GCHZ-21.3_20130815,High,17,18,15,18,19,19,19,9,9,6,6,6,2,,,,,
1499,10-GCHZ-29.4_20130815,High,10,4,10,2,16,5,10,6,7,6,7,5,6,,,,,
1500,10-LCHZ-2.4_20130815,High,19,15,15,17,18,16,20,8,9,10,7,7,7,,,,,
1502,10-TWOB-1.3_20130815,High,16,17,14,18,16,13,18,9,9,6,6,2,2,Bank alteration at and around bridge,,,,
1503,10-WESB-1.4_20130815,High,20,20,20,20,20,20,20,10,10,10,10,10,10,A beautiful reference site. Excellent habitat.,,,,
1504,08-BLCK-105.4_20130820,High,15,11,16,17,17,17,17,9,9,3,8,8,2,,,,,
1505,08-MILE-0.7_20130820,High,14,12,15,15,16,14,16,7,8,8,6,8,4,,,,,
1501,08-MLLL-1.8_20130820,High,11,13,11,14,13,10,15,5,7,0,2,0,2,Left bank lawn right down to bank,,,,
1506,08-MLLL_T7-0.8_20130820,High,10,17,10,12,12,15,17,8,8,6,6,3,2,"Right next to farm, very embedded",,,,
1507,08-KLSY-0.1_20130821,High,15,12,0,14,14,14,11,9,9,3,3,3,4,Alot of japanese knotweed,,,,
1508,03-SAND-2.7_20130821,High,10,18,8,16,14,18,9,8,8,5,7,4,8,,,,,
1509,03-SAND_T14-0.3_20130821,High,10,19,0,15,18,0,15,10,10,8,8,1,2,,,,,
1510,03-SSAN-6.3_20130821,High,12,13,10,14,10,15,18,9,9,9,9,2,2,"Mostly bed rock, looks rather low",,,,
1511,10-GCHZ-27.4_20130822,High,12,4,8,10,15,4,10,6,8,8,8,6,5,,,,,
1512,04-CONE-9.5_20130828,Low,10,11,9,14,20,13,20,7,8,3,9,0,7,,,,,
1513,04-CONE-9.9_20130828,Low,10,17,14,12,20,14,19,7,8,10,4,8,1,,,,,
1514,06-PANE-8.6_20130829,High,15,18,13,15,17,17,15,5,6,6,7,3,3,,,,,
1515,06-PAYN-0.4_20130829,High,17,11,18,15,18,15,4,8,6,8,6,6,2,,,,,
1516,06-PAYN-1.9_20130829,Low,16,8,4,4,17,16,15,7,8,9,6,7,2,,,,,
1517,06-PAYN-2.3_20130829,Low,5,5,2,3,17,9,2,6,5,7,3,3,2,,,,,
1518,06-PAYN-2.9_20130829,High,10,15,15,16,18,11,14,7,7,7,7,2,2,,,,,
1519,06-PAYN-4.6_20130829,High,12,16,15,13,18,16,16,7,4,8,6,7,3,,,,,
1520,06-PAYN_T3-0.3_20130829,High,4,8,14,17,18,8,18,4,4,2,1,1,1,,,,,
1521,05-COHO-37.2_20130909,High,13,13,15,15,14,15,16,9,6,9,9,4,6,Left bank near commercial land,,,,
1522,05-POSC-1.3_20130909,High,10,11,10,14,14,13,11,9,9,9,9,6,5,"Near train tracks and highway, banks dominated by grass",,,,
1523,05-MALL-0.1_20130910,High,10,16,15,17,8,14,13,2,3,3,4,2,3,"Raw banks, low flow",,,,
1524,05-STEO-9.7_20130910,High,17,16,15,18,14,15,13,9,7,9,9,5,5,Bridge inspection upstream,,,,
1525,05-STEO_T22-0.2_20130910,High,10,16,4,17,3,7,9,8,8,4,4,2,2,,,,,
1526,05-TUSC-0.5_20130910,High,11,15,11,16,9,9,11,9,9,0,0,0,0,Floodplain berms on either side,,,,
1527,05-TUSC_N-8.4_20130910,High,13,15,9,17,7,16,15,8,8,2,3,2,2,,,,,
1528,17-ABET-1.0_20130917,Low,16,14,6,11,15,15,7,8,7,8,7,7,6,"Cobble and gravel in bed, macrophytes present",,,,
1529,17-BEVD-2.1_20130917,Low,13,13,12,12,16,14,7,9,9,9,9,6,6,"Goes under  bridge throughcuvert, low flow",,,,
1530,17-CARM-9.0_20130917,High,18,15,14,15,18,13,14,9,9,9,9,9,6,,,,,
1531,17-MOOR-0.3_20130917,Low,5,6,5,12,6,15,5,5,8,6,6,8,8,Tidal stream/wetland.,,,,
1532,17-PACH-0.4_20130917,Low,12,13,14,11,9,8,4,7,8,4,2,1,0,Very channelized invasive on left banks  trash in stream,,,,
1533,17-PECN-3.2_20130917,Low,18,2,0,16,17,12,13,6,10,6,10,2,10,,,,,
1534,17-PECN-7.6_20130917,Low,8,8,13,13,8,10,9,6,5,5,6,4,4,,,,,
1535,17-SEVP-1.4_20130917,Low,9,12,4,12,16,14,8,8,8,8,8,5,5,"Shallow silty stream, runs under road",,,,
1536,17-SWAN-2.6_20130917,Low,15,17,10,10,11,16,16,8,7,6,7,9,9,"Dand and gravel, lots of downed trees and macrophytes",,,,
1537,17-TERR-0.2_20130917,Low,8,8,6,8,10,15,15,6,6,9,9,6,7,"Terrrstrial grass in channel, very narrow stream",,,,
1538,17-BLND-3.4_20130918,High,10,14,8,12,14,9,13,9,9,9,7,9,9,,,,,
1539,17-BLND-8.2_20130918,High,10,15,9,15,4,14,4,8,9,8,9,8,9,,,,,
1540,17-BMOR-3.3_20130918,Low,10,7,3,17,17,12,7,5,5,7,8,5,7,,,,,
1541,17-BRNX-5.6_20130918,High,15,10,10,14,10,11,6,5,6,4,5,2,2,,,,,
1542,17-BVBR-0.3_20130918,Low,16,16,11,13,10,16,3,6,7,6,7,6,8,,,,,
1543,17-CARL-0.8_20130918,Low,8,8,2,17,17,7,6,7,8,3,7,1,2,,,,,
1544,17-CHAM-1.8_20130918,Low,10,8,3,17,18,5,4,7,8,7,4,4,1,,,,,
1545,17-CRAB-1.2_20130918,Low,15,13,3,16,10,18,15,8,9,9,9,2,3,Road on left golf course on right. Appears tidal.,,,,
1546,17-CSHA-1.9_20130918,Low,2,9,0,13,10,6,3,6,6,7,6,3,2,,,,,
1547,17-DAVI-0.5_20130918,High,9,11,11,5,13,10,15,7,6,8,5,3,3,,,,,
1548,17-GLEN-0.1_20130918,Low,8,12,6,15,15,15,15,8,8,6,6,7,5,,,,,
1549,17-GREN-0.4_20130918,Low,15,6,5,17,17,10,13,8,8,8,8,4,4,,,,,
1550,17-HUCH-3.8_20130918,High,13,10,10,13,6,8,16,5,7,7,6,2,1,,,,,
1551,17-KEND-0.6_20130918,High,1,0,2,8,7,12,11,4,2,5,3,6,7,,,,,
1552,17-LNEK-0.5_20130918,Low,12,15,10,14,8,2,3,9,9,9,9,2,2,,,,,
1553,17-MAMR-0.3_20130918,High,11,10,15,17,15,12,14,9,8,8,7,8,8,,,,,
1554,17-MANH-1.2_20130918,High,7,5,7,3,10,8,13,10,10,7,7,0,0,,,,,
1555,17-MASS-1.2_20130918,Low,12,4,3,17,17,13,12,7,7,4,8,2,8,,,,,
1556,17-MBUR-2.1_20130918,Low,10,4,4,16,17,15,7,7,7,6,8,8,8,,,,,
1557,17-MIAN-13.3_20130918,High,13,13,13,17,16,15,15,8,5,7,2,8,3,,,,,
1558,17-MILR-3.5_20130918,Low,17,2,2,17,17,16,14,8,8,8,8,4,4,,,,,
1559,17-MILR-5.3_20130918,Low,3,2,1,17,17,2,1,7,7,3,3,1,1,,,,,
1560,17-MITL-0.5_20130918,Low,4,10,5,15,10,10,8,5,4,5,4,2,2,Suspect discharge dominated stream.,,,,
1561,17-OROW-0.6_20130918,Low,13,13,10,16,17,4,8,8,8,4,1,3,0,,,,,
1562,17-RATT-0.1_20130918,Low,1,2,1,17,18,1,1,8,8,8,8,3,3,,,,,
1563,17-SAMP-0.4_20130918,Low,2,2,1,17,17,1,2,8,8,2,2,1,1,,,,,
1564,17-BODN-1.0_20130919,High,13,15,11,13,13,13,17,4,5,5,4,2,3,Bank undercut with raw rocks,,,,
1565,17-BRNX-9.2_20130919,High,11,7,11,5,8,3,5,8,2,1,2,0,0,Vey channelized concret left bank steep raw right bank,,,,
1566,17-BRNX-12.3_20130919,High,10,7,11,9,11,13,4,8,8,2,3,1,1,Mostly rock banks mutliple drain pipes only the one riffle,,,,
1567,17-LEMN-1.3_20130919,High,12,8,10,12,9,13,12,4,3,7,6,5,2,"Shallow currently, evidence of erosion, exposed banks many downed trees",,,,
1568,17-MILS-1.0_20130919,Low,14,17,0,6,13,17,7,4,3,5,4,7,5,"Trash in stream, much construction nearby",,,,
1569,17-RMON-3.2_20130919,Low,11,16,8,11,11,14,9,4,3,7,7,5,4,Flow low much exposed gravel and sand,,,,
1570,06-DILA-5.4_20130926,High,12,12,14,16,16,15,10,8,7,9,8,3,3,"Thick periphytoj in slow flow areas, present but less thick in high flow",,,,
1571,06-FLYD-0.3_20130926,High,14,17,0,15,16,15,17,7,8,7,8,3,3,Uniform and complete periphyton cover lots of loose rubble and gravel,,,,
1572,06-NANT-0.6_20130926,High,13,15,0,12,13,16,16,4,7,4,7,4,5,"Left bank mainly raw mud, evidence of high flow and it brought in the trash in the site",,,,
1573,06-OTSL-8.3_20130926,High,15,15,12,16,15,15,12,8,7,7,8,3,3,Semisubmerged terrestrial plants in stream,,,,
1574,06-SUSQ-6.9_20130926,High,12,14,10,13,14,17,10,5,5,8,8,3,3,periphyton and sediments on rocks,,,,
1575,06-SUSQ-25.2_20130926,High,10,14,11,8,14,10,14,3,3,3,4,3,3,"Bare soil on banks and invasives, rather muddy",,,,
1576,06-TOGH-16.1_20130926,High,12,12,12,13,16,15,7,9,8,8,6,3,3,"Road on left bank, farm on right",,,,
1577,06-NVUS-0.9_20130927,High,12,13,15,10,13,15,15,8,4,6,3,5,1,,,,,
1578,06-OTGO-10.8_20130927,High,12,11,10,11,14,15,12,8,5,9,7,5,3,,,,,
1579,06-USSQ-154.7_20130927,High,11,14,14,13,13,15,10,4,3,4,4,7,8,Banks mostly mud,,,,
1585,04-WCOY-5.6_20140624,High,12,14,16,17,18,17,17,4,8,9,1,9,1,,,,,
1586,04-WCOY-12.8_20140625,High,8,5,17,10,18,3,17,7,7,3,3,0,0,,,,,
1580,04-WCOY-19.4_20140625,High,10,16,6,12,18,15,14,7,8,4,7,1,2,,,,,
1581,04-WCOY_N-0.2_20140625,High,6,14,10,14,18,15,15,7,9,6,6,3,4,,,,,
1582,04-WCOY_N-2.6_20140625,High,7,13,17,11,18,18,13,9,9,9,5,7,4,,,,,
1583,04-WCOY_T16-1.0_20140625,High,10,16,6,18,18,17,19,9,9,7,7,5,7,,,,,
1584,04-WCOY-0.7_20140626,High,11,9,17,9,18,16,17,6,6,8,8,8,8,,,,,
1587,04-WCOY-16.5_20140626,High,16,6,17,7,18,15,17,8,8,9,7,7,4,,,,,
1588,04-BLAK-14.7_20140701,High,16,11,10,11,15,15,10,5,5,6,3,5,3,,,,,
1589,04-BSPR-0.6_20140701,High,14,8,17,13,17,17,10,9,9,9,8,9,7,Manmade wooden bankstabilization and fish habitat,,,,
1590,04-CONE-1.9_20140701,High,12,6,17,4,18,6,16,8,8,8,8,7,7,,,,,
1591,04-HONY-9.6_20140701,High,6,4,15,2,17,6,5,4,6,8,7,7,7,,,,,
1592,04-HONY-16.9_20140701,High,6,0,10,1,16,14,8,3,5,4,6,1,3,"Leadge rock, lots of caddis",,,,
1593,04-HONY_T13-5.7_20140701,High,9,6,5,5,16,0,3,4,6,6,5,7,5,,,,,
1594,04-MILK-5.5_20140701,High,15,15,16,17,16,14,16,5,5,3,3,2,2,,,,,
1595,03-MORM-3.0_20140701,High,12,14,10,12,13,13,12,7,9,2,2,2,3,,,,,
1596,04-MUCK-2.6_20140701,High,17,9,15,17,8,17,17,9,9,7,9,2,4,Seasonaly dries out,,,,
1597,04-OATK-1.5_20140701,High,12,13,15,16,18,2,16,8,8,9,7,9,5,,,,,
1598,04-OATK-16.3_20140701,High,11,10,14,14,11,16,17,8,7,8,8,6,10,Loaded with periphytes,,,,
1599,04-OATK_T1-0.8_20140701,High,6,8,8,6,17,12,15,9,9,9,9,2,2,,,,,
1600,04-OATK_T6-0.4_20140701,High,1,10,0,1,0,0,0,7,7,8,8,9,9,Dry,,,,
1601,04-SPRG-3.7_20140701,High,9,5,12,7,10,0,6,7,5,7,7,4,8,,,,,
1602,04-SPRG-5.2_20140701,High,13,4,6,10,10,4,6,6,5,7,5,3,4,,,,,
1603,04-WHIO-0.2_20140701,High,15,12,11,14,15,18,17,9,9,9,9,4,6,,,,,
1604,04-ANGL-1.1_20140702,High,17,17,18,14,13,18,19,6,9,7,9,8,9,,,,,
1605,04-ANGL-12.9_20140702,High,17,15,12,12,7,10,15,9,9,9,9,9,9,,,,,
1606,04-BRON-4.7_20140702,High,14,4,5,2,7,0,3,5,4,8,7,8,6,"Nice spot, was a dam just downstream, probably a pond here",,,,
1607,04-CDIC-1.0_20140702,High,3,15,0,14,0,17,0,10,10,9,9,9,6,Dry. Very small,,,,
1608,04-CNEA-6.5_20140702,High,18,13,19,15,15,14,16,8,8,8,8,8,8,,,,,
1609,04-CRAW-0.4_20140702,High,11,15,,14,14,,16,7,7,9,9,9,8,,,,,
1610,04-EKOY-2.2_20140702,High,18,16,18,18,18,17,17,8,8,8,8,7,7,,,,,
1611,04-HONI-5.8_20140702,High,11,10,13,11,18,14,17,8,9,8,6,8,7,,,,,
1612,04-HONY-32.0_20140702,High,8,12,12,11,17,16,11,9,6,9,9,7,5,Smelly,,,,
1613,04-JCOX-2.2_20140702,High,8,4,15,8,12,14,12,6,6,7,7,6,5,,,,,
1614,04-KNNE-2.3_20140702,High,9,10,6,7,16,15,11,7,8,9,9,7,8,,,,,
1615,04-LIMK-1.3_20140702,High,15,15,12,13,18,14,19,7,9,7,8,0,6,Eroding culvert,,,,
1616,04-MCMI_N-3.0_20140702,High,15,15,14,9,7,17,20,6,6,2,3,9,6,"Low flow stream but not b ad, incised",,,,
1617,04-OATK-28.2_20140702,High,14,5,3,14,18,15,2,5,4,7,6,4,4,Marginal high gradient,,,,
1618,04-OATK-46.2_20140702,High,8,5,11,4,15,16,6,4,5,3,3,4,4,,,,,
1619,04-OATK-52.5_20140702,High,9,4,15,18,15,17,17,9,9,9,9,10,9,,,,,
1620,04-RAGA-9.3_20140702,High,5,10,16,10,14,14,7,7,8,2,7,2,7,Pretty deep towards middle,,,,
1621,04-RAGA_T16-1.8_20140702,High,10,13,8,6,10,16,18,3,4,8,8,6,9,"Pool at road, slow trickle downstream, coordinates at road not site",,,,
1622,04-RICM_T9-0.4_20140702,High,12,15,17,15,11,14,16,7,9,8,8,7,8,,,,,
1623,04-SALK-1.5_20140702,High,4,4,7,12,10,5,12,7,5,8,8,8,8,,,,,
1624,04-SILO-3.6_20140702,High,3,3,11,10,10,10,15,6,5,6,6,9,9,,,,,
1625,04-SPRN_T2-1.3_20140702,High,4,19,6,15,9,14,8,8,6,5,8,4,7,Bedrock,,,,
1626,04-SUNS_T10-0.2_20140702,High,16,15,14,13,10,17,17,7,3,8,8,10,5,,,,,
1627,04-UGNS-85.8_20140702,High,4,12,5,5,16,0,10,8,5,8,6,9,9,,,,,
1628,04-VCAM-0.4_20140702,High,16,16,18,12,10,17,16,8,7,8,6,7,7,Should access via 19/20 near belvidere inn,,,,
1629,04-WIGW-0.7_20140702,High,17,17,13,13,8,16,16,7,9,8,8,7,8,,,,,
1630,04-WOLF-2.1_20140702,High,15,,11,16,16,20,19,,,9,9,10,10,,,,,
1631,04-BIDW-1.5_20140703,High,4,3,4,5,6,18,6,7,3,7,5,7,5,,,,,
1632,04-CRYD-2.3_20140703,High,18,19,18,17,19,19,19,7,7,7,7,8,8,,,,,
1633,04-KNIT-0.3_20140703,High,9,17,13,17,18,17,20,10,10,9,8,7,6,,,,,
1634,04-MILD-2.5_20140703,High,3,0,2,6,16,5,15,9,8,9,9,7,9,Ledge rock,,,,
1635,04-PLBO-3.3_20140703,High,11,16,15,17,11,12,18,7,7,7,8,6,6,,,,,
1636,04-PUTB-0.1_20140703,High,6,2,8,7,10,10,7,7,8,8,9,5,9,,,,,
1637,04-UGNS-132.0_20140703,High,9,18,13,13,19,18,17,10,10,8,8,3,6,Knotweed banks,,,,
1638,04-UGNS-139.6_20140703,High,14,4,10,5,19,10,5,4,7,8,9,6,9,,,,,
1639,04-UGNS-146.5_20140703,High,18,18,18,18,18,18,18,7,9,8,9,9,9,,,,,
1640,09-REGI-2.7_20140709,High,16,18,19,16,18,10,16,9,9,8,9,7,10,Dam,,,,
1641,09-REGI-7.8_20140709,High,12,9,16,15,18,16,16,8,9,9,10,9,10,,,,,
1642,09-BAVR_T2-2.9_20140721,Low,10,12,0,0,0,18,14,7,7,4,4,9,9,,,,,
1643,09-BICR-2.6_20140721,Low,12,13,14,12,18,18,12,9,7,9,8,10,9,,,,,
1644,09-BRND-2.5_20140721,Low,9,8,12,10,17,15,10,6,6,8,8,3,7,,,,,
1645,09-FRET_T5-1.7_20140721,Low,11,0,0,17,0,0,16,9,9,9,9,9,5,,,,,
1646,09-FSCR-1.4_20140721,High,12,14,,11,16,14,9,5,4,1,3,1,2,,,,,
1647,09-GTCH_M-12.3_20140721,High,15,6,18,10,8,0,18,9,7,10,10,10,10,,,,,
1648,09-GTCH_M_T6-0.4_20140721,High,16,6,16,8,10,3,18,4,6,8,3,10,5,,,,,
1649,09-GTCH_W-49.1_20140721,High,12,4,14,1,16,0,15,9,9,10,10,10,10,,,,,
1650,09-INDN-2.0_20140721,High,17,15,14,18,17,16,13,7,7,5,3,2,3,,,,,
1651,09-INDN-33.7_20140721,High,15,10,13,11,18,16,14,8,9,9,9,8,10,,,,,
1652,09-INDN_T69-1.5_20140721,Low,10,0,0,0,20,0,0,10,10,10,10,10,10,Natural wet land and shore,,,,
1653,09-JEWT-3.1_20140721,Low,15,15,14,10,16,17,14,7,7,6,6,7,4,,,,,
1654,09-LITL-3.5_20140721,High,12,14,14,11,16,14,17,9,8,9,9,9,9,Lots of filamentous,,,,
1655,09-LTTL_T12-0.4_20140721,Low,10,5,5,4,16,5,15,10,10,10,10,10,10,On private property of dennis dorsey,,,,
1656,09-STLW_T54-0.1_20140721,High,15,16,0,18,0,17,0,9,9,8,8,2,2,,,,,
1657,09-SYLV-1.4_20140721,High,12,14,15,13,15,17,18,7,8,9,9,9,9,,,,,
1658,09-BLAT-0.1_20140722,Low,18,0,0,15,0,16,16,8,8,8,8,7,7,,,,,
1659,09-CHRC-2.6_20140722,High,17,0,0,10,0,16,0,8,8,9,9,5,8,,,,,
1660,09-DERR-0.2_20140722,High,13,9,14,15,17,13,16,6,7,5,7,3,5,,,,,
1661,09-DERR_T10-0.1_20140722,High,14,2,10,10,10,0,10,9,9,6,9,5,9,,,,,
1662,09-DERR_T6-1.5_20140722,Low,6,2,3,12,10,10,10,9,9,9,9,4,5,,,,,
1663,09-EDEE-13.4_20140722,High,14,13,7,10,10,11,18,7,7,6,4,4,3,,,,,
1664,09-GRAS-15.8_20140722,High,13,10,15,13,17,12,13,8,8,7,1,7,1,Possible Podestemum,,,,
1665,09-GRAS_M-3.7_20140722,High,11,13,18,17,17,17,12,9,9,7,6,9,6,,,,,
1666,09-GRAS_N-3.7_20140722,Low,3,5,0,0,18,10,2,7,3,9,8,9,9,,,,,
1667,09-GULF-3.7_20140722,Low,16,4,3,3,18,15,17,8,8,8,8,8,8,,,,,
1668,09-LIBS-1.8_20140722,Low,12,14,14,8,15,16,13,4,3,2,1,7,4,,,,,
1669,09-LSAL-3.1_20140722,High,14,10,16,4,12,3,12,6,7,8,8,3,4,,,,,
1670,09-OMAL-0.3_20140722,High,6,2,12,2,10,2,15,8,9,10,10,10,10,,,,,
1671,09-PARK-0.3_20140722,High,12,2,14,6,12,4,14,7,7,9,9,10,10,,,,,
1672,09-PIKC-8.7_20140722,Low,0,1,0,10,14,20,2,4,4,7,7,3,6,,,,,
1673,09-PLUS-1.9_20140722,High,13,12,13,14,16,13,17,8,7,9,9,9,9,,,,,
1674,09-RAQU-44.2_20140722,High,4,10,16,8,12,10,15,9,7,9,5,8,3,,,,,
1675,09-REGI-15.8_20140722,High,13,16,6,16,16,16,14,8,8,4,7,3,6,,,,,
1676,09-REGI_W-2.7_20140722,High,12,2,14,4,12,5,14,6,8,5,7,1,4,,,,,
1677,09-SAL9-22.6_20140722,High,12,10,15,12,18,15,19,10,8,9,5,9,6,,,,,
1678,09-SAL9-28.3_20140722,High,9,13,16,17,18,17,19,9,7,6,4,5,4,,,,,
1679,09-SCKE-3.4_20140722,High,8,13,,12,15,9,10,5,7,2,3,1,3,,,,,
1680,09-SCKE-8.3_20140722,High,16,15,14,17,15,15,15,6,8,5,6,8,2,,,,,
1681,09-STAM-0.9_20140722,Low,7,3,0,10,10,8,5,3,3,9,6,9,4,,,,,
1682,09-VREN-1.1_20140722,Low,6,10,10,8,12,10,5,6,8,5,10,4,7,,,,,
1683,09-CGAY-2.7_20140723,High,8,4,12,6,12,14,10,4,5,2,7,1,2,,,,,
1684,09-ENGL-2.5_20140723,High,8,2,14,3,14,4,10,8,9,8,6,9,3,,,,,
1685,09-RAGG-3.3_20140723,High,17,11,17,14,15,15,17,9,9,8,9,9,9,,,,,
1686,09-SAL9-1.1_20140723,High,9,2,12,6,12,12,8,6,5,4,3,1,1,,,,,
1687,09-SAL9-16.6_20140723,High,16,13,12,16,17,15,15,9,9,10,10,10,10,,,,,
1688,09-SEPA-4.3_20140723,High,15,10,0,12,0,15,0,7,7,9,9,9,9,,,,,
1689,09-TROU-0.6_20140723,High,8,10,10,10,12,4,8,6,5,6,8,3,8,,,,,
1690,10-BIGC-6.3_20140729,High,6,12,11,15,17,15,8,3,3,4,4,5,5,,,,,
1691,10-BOQT-28.5_20140729,High,16,16,16,17,18,16,17,4,4,4,4,3,3,Frequent flooding issue,,,,
1692,10-CMIL-3.3_20140729,Low,3,3,2,3,16,16,13,4,4,4,4,7,5,,,,,
1693,10-FMIL-2.1_20140729,High,14,14,17,17,17,17,17,8,8,8,8,8,8,,,,,
1694,09-HOPI-0.8_20140729,High,12,2,10,8,10,5,15,5,7,8,8,5,7,,,,,
1695,06-HUNC-1.5_20140729,High,14,16,18,13,20,16,19,5,8,7,8,3,5,,,,,
1696,06-LCHO-2.0_20140729,High,12,16,7,4,16,12,7,5,5,4,5,2,2,,,,,
1697,10-MDBR-4.1_20140729,Low,7,7,10,10,16,13,10,6,8,7,9,8,8,Alot of bottom is mud,,,,
1698,06-PAGE-0.6_20140729,High,11,8,16,12,12,8,20,6,8,4,4,4,4,Bermed banks,,,,
1699,06-CATA-1.7_20140730,High,10,14,15,19,19,17,14,9,10,6,7,6,6,,,,,
1700,10-GCHZ-29.4_20140730,High,17,17,18,15,19,17,19,9,9,9,9,9,9,,,,,
1701,10-MKZI-0.8_20140730,Low,7,10,,11,5,11,10,10,10,10,10,2,2,,,,,
1702,06-NANT-0.6_20140730,High,12,16,9,13,15,13,20,5,8,5,7,5,10,,,,,
1703,06-NVUS-0.9_20140730,High,15,11,19,19,19,16,17,7,1,9,1,9,0,Ag field on right bank facing ds,,,,
1704,06-PATT-0.3_20140730,High,14,16,14,13,11,10,19,5,3,2,2,4,4,,,,,
1705,10-SABL_E-17.2_20140730,High,19,16,18,18,17,17,17,8,8,8,9,8,9,Water very high + fast,,,,
1706,14-BEAV-13.8_20140805,High,14,11,10,15,12,15,19,6,5,7,2,6,0,,,,,
1707,14-BEAV-18.5_20140805,High,15,16,12,16,14,18,18,8,6,9,3,10,2,,,,,
1708,14-CHSB-1.0_20140805,High,17,16,10,17,15,15,20,9,4,9,0,10,1,,,,,
1709,14-COUL-0.1_20140805,High,18,18,11,16,15,16,19,9,9,7,4,3,2,,,,,
1710,14-EDEL-18.9_20140805,High,13,17,16,13,15,16,14,5,4,2,5,4,3,,,,,
1711,14-EDEL-24.7_20140805,High,13,14,,14,14,14,10,4,7,3,6,1,5,,,,,
1712,14-EDEL-55.3_20140805,High,13,19,15,13,11,17,19,4,9,3,6,0,0,RR track on left bank cut field right up to stream,,,,
1713,14-EDEL-59.1_20140805,High,17,16,18,12,11,11,15,9,9,7,6,8,5,,,,,
1714,14-LOOM-0.5_20140805,High,16,18,10,16,13,18,19,8,6,9,4,10,3,,,,,
1715,14-LRED-0.1_20140805,High,16,18,12,11,16,10,18,9,9,3,2,1,1,Stable banks are due to rock walls constructed on bothsides of stream,,,,
1716,14-MEEK-1.3_20140805,High,18,19,13,15,15,18,18,2,8,5,8,5,7,,,,,
1717,14-PINS-1.7_20140805,High,14,15,,11,11,13,16,4,7,2,4,1,4,,,,,
1718,14-REDK-0.1_20140805,High,16,15,10,17,18,14,18,7,9,9,7,3,2,Stream very straight above bridge for 200 meters may have been bulldozed? Not recently though,,,,
1719,14-TRUT-1.4_20140805,High,13,15,13,15,13,17,16,6,7,6,7,6,6,,,,,
1720,14-UNVR_E-0.2_20140805,High,18,18,18,16,19,18,18,8,6,7,7,4,8,,,,,
1721,14-UNVR_W-12.5_20140805,High,19,1,14,16,14,19,20,6,6,10,10,10,10,,,,,
1722,14-WDEL-35.4_20140805,High,14,18,15,16,14,16,15,8,8,6,9,7,9,,,,,
1723,14-WDEL-40.2_20140805,High,13,18,14,11,11,12,11,5,6,4,4,3,2,,,,,
1724,14-WILL-18.3_20140805,High,18,14,15,11,18,16,16,9,7,9,7,8,6,,,,,
1725,14-WSTB-1.1_20140805,High,14,13,11,16,14,7,15,8,7,3,6,1,3,,,,,
1726,14-BIRC-0.8_20140806,High,12,14,9,13,11,13,15,6,4,6,3,4,2,,,,,
1727,14-CALL-0.2_20140806,High,13,16,11,10,15,11,9,4,6,2,2,2,1,,,,,
1728,14-CALL-1.7_20140806,High,12,12,7,6,16,12,9,8,6,9,3,9,2,,,,,
1729,14-CALL_N-4.0_20140806,High,14,14,12,14,10,13,17,7,4,9,3,9,2,,,,,
1730,14-COSW-0.8_20140806,High,13,13,15,14,18,19,10,9,7,9,9,10,10,Brown color to water discharging from swamp,,,,
1731,14-DELA-1.8_20140806,High,8,9,15,15,15,13,17,9,9,8,8,4,4,Covered in filamentous algae and macrophytes,,,,
